token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	νέος	a-s---mnc	νέος	νέος	a-s---mnc	a-s---mnc	
2	μέν	g--------	μέν	μέν	d--------	g--------	
3	εἰμί	v-sppamn-	εἰμί	εἰμί	v-sppamn-	v-sppamn-	
4	προλέγω	v1siim---	προαιρέω	προλέγω	v1siie---	v1siim---	DISAGREE
5	γράφω	v--pna---	γράφω	γράφω	v--pna---	v--pna---	
6	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
7	λόγος	n-p---mg-	λόγος	λόγος	n-p---mg-	n-p---mg-	
8	οὐ	d--------	οὐ	οὐ	d--------	d--------	
9	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
10	μυθώδης	a-p---ma-	μυθώδης	μυθώδης	a-p---ma-	a-p---ma-	
11	οὐ	d--------	οὐ	οὐ	d--------	d--------	
12	δέ	c--------	δέ		c--------		oga_only
13	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
14	τερατεία	n-s---fg-	τερατεία	τερατεία	a-s---fg-	n-s---fg-	
15	καί	c--------	καί	καί	c--------	c--------	
16	ψευδολογία	n-s---fg-	ψευδολογία	ψευδολογία	n-s---fg-	n-s---fg-	
17	μεστός	a-p---ma-	μεστός	μεστός	a-p---ma-	a-p---ma-	
18	,	u--------	,	,	u--------	u--------	
19	ὅς	p-p---nd-	ὅς	ὅς	p-p---md-	p-p---nd-	
20	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
21	πολύς	a-p---mn-	πολύς	πολύς	a-p---mn-	a-p---mn-	
22	μάλα	d-------c	μᾶλλον	μάλα	d-------c	d-------c	DISAGREE
23	χαίρω	v3ppia---	χαίρω	χαίρω	v3ppia---	v3ppia---	
24	ἤ	c--------	ἤ1	ἤ	c--------	c--------	
25	ὁ	l-p---nd-	ὁ	ὁ	l-p---md-	l-p---nd-	
26	περί	r--------	περί	περί	r--------	r--------	
27	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
28	ἑαυτοῦ	p-p---mg-	ἑαυτοῦ	ἑαυτοῦ	p-p---mg-	p-p---mg-	
29	σωτηρία	n-s---fg-	σωτηρία	σωτηρία	n-s---fg-	n-s---fg-	
30	λέγω	v-pppmnd-	λέγω3	λέγω	v-pppemd-	v-pppmnd-	
31	,	u--------	,	,	u--------	u--------	
32	οὐ	d--------	οὐ	οὐ	d--------	d--------	
33	δέ	c--------	δέ		c--------		oga_only
34	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
35	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
