token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ἐγώ	p1s---cn-	ἐγώ	ἐγώ	p1s---mn-	p1s---cn-	
2	μέν	g--------	μέν	μέν	d--------	g--------	
3	,	u--------	,	,	u--------	u--------	
4	ὦ	i--------	ὦ	ὦ	i--------	i--------	
5	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
6	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
7	,	u--------	,	,	u--------	u--------	
8	καί	b--------	καί	καί	d--------	b--------	
9	σύ	p2p---ca-	σύ	σύ	p-p---ma-	p2p---ca-	
10	αἰτέω	v1spim---	αἰτέω	αἰτέω	v1spie---	v1spim---	
11	ὁ	l-p---na-	ὁ	ὁ	l-p---na-	l-p---na-	
12	δίκαιος	a-p---na-	δίκαιος	δίκαιος	a-p---na-	a-p---na-	
13	ψηφίζω	v--anm---	ψηφίζω	ψηφίζω	v--anm---	v--anm---	
14	,	u--------	,	,	u--------	u--------	
15	καί	b--------	καί	καί	c--------	b--------	
16	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
17	στρατηγός	n-p---mg-	στρατηγός	στρατηγός	n-p---mg-	n-p---mg-	
18	δέω	v1spim---	δέω	δέω	v1spie---	v1spim---	
19	,	u--------	,	,	u--------	u--------	
20	ἐπεί	c--------	ἐπεί	ἐπεί	c--------	c--------	
21	καί	d--------	καί	καί	d--------	d--------	
22	ἐν	r--------	ἐν	ἐν	r--------	r--------	
23	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
24	ἄλλος	p-s---fd-	ἄλλῃ	ἄλλος	a-s---fd-	p-s---fd-	DISAGREE
25	ἀρχή	n-s---fd-	ἀρχή	ἀρχή	n-s---fd-	n-s---fd-	
26	πολύς	a-s---ng-	πολύς	πολύς	a-s---ng-	a-s---ng-	
27	ἄξιος	a-p---mn-	ἄξιος	ἄξιος	a-p---mn-	a-p---mn-	
28	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
29	πόλις	n-s---fd-	πόλις	πόλις	n-s---fd-	n-s---fd-	
30	γίγνομαι	v3pria---	γίγνομαι	γίγνομαι	v3pria---	v3pria---	
31	,	u--------	,	,	u--------	u--------	
32	καί	b--------	καί	καί	d--------	b--------	
33	ὁ	l-p---fg-	ὁ	ὁ	l-p---fg-	l-p---fg-	
34	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
35	ἀστρατεία	n-s---fg-	ἀστρατεία	ἀστρατεία	n-s---fg-	n-s---fg-	
36	γραφή	n-p---fg-	γραφή	γραφή	n-p---fg-	n-p---fg-	
37	κοινός	a-p---ma-	κοινός	κοινός	a-p---ma-	a-p---ma-	
38	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
39	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
40	τε	b--------	τε	τε	d--------	b--------	
41	διώκω	v-sppamd-	διώκω	διώκω	v-sppamd-	v-sppamd-	
42	καί	b--------	καί	καί	c--------	b--------	
43	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
44	φεύγω	v-sppamd-	φεύγω	φεύγω	v-sppamd-	v-sppamd-	
45	,	u--------	,	,	u--------	u--------	
46	καί	b--------	καί	καί	c--------	b--------	
47	μή	d--------	μή	μή	d--------	d--------	
48	βοηθέω	v-pppama-	βοηθέω	βοηθέω	v-pppama-	v-pppama-	
49	ὅς	p-s---md-	ὅς	ὅς	p-p---na-	p-s---md-	
50	ἄν	g--------	ἄν	ἄν	d--------	g--------	
51	βούλομαι	v3ppsm---	βούλομαι	βούλομαι	v3ppse---	v3ppsm---	
52	πᾶς	a-s---fa-	πᾶς	πᾶς	a-s---fa-	a-s---fa-	
53	προθυμία	n-s---fa-	προθυμία	προθυμία	n-s---fa-	n-s---fa-	
54	ἔχω	v--pna---	ἔχω	ἔχω	v--pna---	v--pna---	
55	παρά	r--------	παρά	παρά	r--------	r--------	
56	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
57	δίκαιος	a-s---na-	δίκαιος	δίκαιος	a-s---na-	a-s---na-	
58	σύ	p2p---ca-	σύ	σύ	p-p---ma-	p2p---ca-	
59	ψηφίζω	v--anm---	ψηφίζω	ψηφίζω	v--anm---	v--anm---	
60	,	u--------	,	,	u--------	u--------	
61	ἐνθυμέομαι	v-pppmma-	ἐνθυμέομαι	ἐνθυμέομαι	v-pppema-	v-pppmma-	
62	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
63	σφοδρός	a-p---na-	σφόδρα	σφοδρός	d--------	a-p---na-	DISAGREE
64	ἄν	g--------	ἄν	ἄν	d--------	g--------	
65	ἀγανακτέω	v2piia---	ἀγανακτέω	ἀγανακτέω	v2piia---	v2piia---	
66	,	u--------	,	,	u--------	u--------	
67	εἰ	c--------	εἰ	εἰ	c--------	c--------	
68	ἐν	r--------	ἐν	ἐν	r--------	r--------	
69	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
70	ὑμέτερος	a-s---fd-	ὑμέτερος	ὑμέτερος	a-s---fd-	a-s---fd-	
71	δοκιμασία	n-s---fd-	δοκιμασία	δοκιμασία	n-s---fd-	n-s---fd-	
72	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
73	θεσμοθέτης	n-p---mn-	θεσμοθέτης	θεσμοθέτης	n-p---mn-	n-p---mn-	
74	ἀναβαίνω	v-papamn-	ἀναβαίνω	ἀναβαίνω	v-papamn-	v-papamn-	
75	σύ	p2p---cg-	σύ	σύ	p-p---mg-	p2p---cg-	
76	δέω	v3piim---	δέω2	δέω	v3piie---	v3piim---	
77	καταψηφίζομαι	v--anm---	καταψηφίζομαι	καταψηφίζομαι	v--anm---	v--anm---	
78	,	u--------	,	,	u--------	u--------	
79	ἡγέομαι	v-pppmmn-	ἡγέομαι	ἡγέομαι	v-pppemn-	v-pppmmn-	
80	δεινός	a-s---na-	δεινός	δεινός	a-s---na-	a-s---na-	
81	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
82	εἰ	c--------	εἰ	εἰ	c--------	c--------	
83	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
84	τίθημι	v-pppamn-	τίθημι	τίθημι	v-pppamn-	v-pppamn-	
85	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
86	ἀγών	n-s---ma-	ἀγών	ἀγών	n-s---ma-	n-s---ma-	
87	καί	b--------	καί	καί	c--------	b--------	
88	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
89	ψῆφος	n-s---fa-	ψῆφος	ψῆφος	n-s---fa-	n-s---fa-	
90	δίδωμι	v-pppamn-	δίδωμι	δίδωμι	v-pppamn-	v-pppamn-	
91	παρακελεύομαι	v3pfim---	παρακελεύομαι	παρακελεύομαι	v3pfim---	v3pfim---	
92	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
93	μέν	g--------	μέν	μέν	d--------	g--------	
94	μή	d--------	μή	μή	d--------	d--------	
95	καταψηφίζομαι	v--pnm---	καταψηφίζομαι	καταψηφίζομαι	v--pne---	v--pnm---	
96	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
97	δέ	b--------	δέ	δέ	c--------	b--------	
98	καταψηφίζομαι	v--pnm---	καταψηφίζομαι	καταψηφίζομαι	v--pne---	v--pnm---	
99	.	u--------	.	.	u--------	u--------	
100	τίς	p-s---nn-	τίς	τίς	a-s---nn-	p-s---nn-	
101	δέ	b--------	δέ	δέ	d--------	b--------	
102	ἄν	g--------	ἄν	ἄν	d--------	g--------	
103	αἰσχρός	a-s---nnc	αἰσχρός	αἰσχρός	a-s---nnc	a-s---nnc	
104	ἔθος	n-s---nn-	ἔθος	ἔθος	n-s---nn-	n-s---nn-	
105	ἤ	b--------	ἤ1	ἤ	c--------	b--------	
106	δεινός	a-s---nnc	δεινός	δεινός	a-s---nnc	a-s---nnc	
107	πρᾶγμα	n-s---nn-	πρᾶγμα	πρᾶγμα	n-s---nn-	n-s---nn-	
108	οὗτος	p-s---ng-	οὗτος	οὗτος	p-s---ng-	p-s---ng-	
109	ἐν	r--------	ἐν	ἐν	r--------	r--------	
110	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
111	πόλις	n-s---fd-	πόλις	πόλις	n-s---fd-	n-s---fd-	
112	γίγνομαι	v3saom---	γίγνομαι	γίγνομαι	v3saom---	v3saom---	
