token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	μάρτυς	n-p---mg-	μάρτυς	μάρτυς	n-p---mg-	n-p---mg-	
2	μέν	g--------	μέν	μέν	d--------	g--------	
3	οὐ	d--------	οὐ	οὐ	d--------	d--------	
4	ἀπορία	n-s---fa-	ἀπορία	ἀπορία	n-s---fa-	n-s---fa-	
5	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p1s---md-	p-s---cd-	
6	εἰμί	v--fnm---	εἰμί	εἰμί	v--fnm---	v--fnm---	
7	δοκέω	v1spia---	δοκέω	δοκέω	v1spia---	v1spia---	
8	,	u--------	,	,	u--------	u--------	
9	ὦ	i--------	ὦ	ὦ	i--------	i--------	
10	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
11	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
12	·	u--------	·	·	u--------	u--------	
13	πολύς	a-p---ma-	πολύς	πολύς	a-p---ma-	a-p---ma-	
14	γάρ	g--------	γάρ	γάρ	d--------	g--------	
15	σύ	p-p---cg-	σύ	σύ	p-p---mg-	p-p---cg-	
16	ὁράω	v1spia---	ὁράω	ὁράω	v1spia---	v1spia---	
17	δικάζω	v-pppama-	δικάζω	δικάζω	v-pppama-	v-pppama-	
18	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
19	τότε	d--------	τότε	τότε	d--------	d--------	
20	πάρειμι	v-pppamg-	πάρειμι1	πάρειμι	v-pppamg-	v-pppamg-	
21	,	u--------	,	,	u--------	u--------	
22	ὅτε	c--------	ὅτε	ὅτε	c--------	c--------	
23	Λυσίθεος	n-s---mn-	λυσίθεος	Λυσίθεος	n-s---mn-	n-s---mn-	
24	Θεόμνηστος	n-s---ma-	θεόμνηστος	Θεόμνηστος	n-s---ma-	n-s---ma-	
25	εἰσαγγέλλω	v3siia---	εἰσαγγέλλω	εἰσαγγέλλω	v3siia---	v3siia---	
26	ὁ	l-p---na-	ὁ	ὁ	l-p---na-	l-p---na-	
27	ὅπλον	n-p---na-	ὅπλον	ὅπλον	n-p---na-	n-p---na-	
28	ἀποβάλλω	v-srpama-	ἀποβάλλω	ἀποβάλλω	v-srpama-	v-srpama-	
29	,	u--------	,	,	u--------	u--------	
30	οὐ	d--------	οὐ	οὐ	d--------	d--------	
31	ἔξεστι	v-sppana-	ἔξεστι	ἔξεστι	v-sppana-	v-sppana-	
32	αὐτός	p-s---md-	αὐτός	αὐτός	p-s---md-	p-s---md-	
33	,	u--------	,	,	u--------	u--------	
34	δημηγορέω	v--pna---	δημηγορέω	δημηγορέω	v--pna---	v--pna---	
35	·	u--------	·	·	u--------	u--------	
36	ἐν	r--------	ἐν	ἐν	r--------	r--------	
37	ἐκεῖνος	p-s---md-	ἐκεῖνος	ἐκεῖνος	a-s---md-	p-s---md-	
38	γάρ	g--------	γάρ	γάρ	d--------	g--------	
39	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
40	ἀγών	n-s---md-	ἀγών	ἀγών	n-s---md-	n-s---md-	
41	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
42	πατήρ	n-s---ma-	πατήρ	πατήρ	n-s---ma-	n-s---ma-	
43	ἐγώ	p-s---ca-	ἐγώ	ἐγώ	p-s---ma-	p-s---ca-	
44	φάσκω	v3siia---	φάσκω	φάσκω	v3siia---	v3siia---	
45	ἀποκτείνω	v--rna---	ἀποκτείνω	ἀποκτείνω	v--rna---	v--rna---	
46	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
47	ἐμαυτοῦ	p-s---mg-	ἐμαυτοῦ	ἐμαυτοῦ	p-s---mg-	p-s---mg-	
48	.	u--------	.	.	u--------	u--------	
49	ἐγώ	p-s---cn-	ἐγώ	ἐγώ	p1s---cn-	p-s---cn-	
50	δέ	c--------	δέ	δέ	d--------	c--------	
51	,	u--------	,	,	u--------	u--------	
52	εἰ	c--------	εἰ	εἰ	c--------	c--------	
53	μέν	g--------	μέν	μέν	d--------	g--------	
54	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
55	ἑαυτοῦ	p-s---mg-	ἑαυτοῦ	ἑαυτοῦ	p-s---mg-	p-s---mg-	
56	ἐγώ	p-s---ca-	ἐγώ	ἐγώ	p1s---ma-	p-s---ca-	
57	ἀποκτείνω	v--rna---	ἀποκτείνω	ἀποκτείνω	v--rna---	v--rna---	
58	αἰτιάομαι	v3siim---	αἰτιάομαι	αἰτιάομαι	v3siie---	v3siim---	
59	,	u--------	,	,	u--------	u--------	
60	συγγνώμη	n-s---fa-	συγγνώμη	συγγνώμη	n-s---fa-	n-s---fa-	
61	ἄν	g--------	ἄν	ἄν	d--------	g--------	
62	ἔχω	v1siia---	ἔχω	ἔχω	v1siia---	v1siia---	
63	αὐτός	p-s---md-	αὐτός	αὐτός	p-s---md-	p-s---md-	
64	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
65	λέγω	v-prpmng-	ἐρῶ	λέγω	v-prpeng-	v-prpmng-	DISAGREE
66	(	u--------	̔	(	u--------	u--------	DISAGREE
67	φαῦλος	a-s---ma-	φαῦλος	φαῦλος	a-s---ma-	a-s---ma-	
68	γάρ	g--------	γάρ	γάρ	d--------	g--------	
69	αὐτός	p-s---ma-	αὐτός	αὐτός	p-s---ma-	p-s---ma-	
70	καί	c--------	καί	καί	c--------	c--------	
71	οὐδείς	p-s---ng-	οὐδείς	οὐδείς	p-s---ng-	p-s---ng-	
72	ἄξιος	a-s---ma-	ἄξιος	ἄξιος	a-s---ma-	a-s---ma-	
73	ἡγέομαι	v1siim---	ἡγέομαι	ἡγέομαι	v1siie---	v1siim---	
74	)	u--------	)	)	u--------	u--------	
75	·	u--------	·	·	u--------	u--------	
76							unmatched
77							unmatched
78	τις	p-s---na-	τις	τις	p-s---na-	p-s---na-	
79	ἄλλος	p-s---na-	ἄλλος	ἄλλος	a-s---na-	p-s---na-	
80	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
81	ἀπόρρητος	a-p---ng-	ἀπόρρητος	ἀπόρρητος	a-p---ng-	a-p---ng-	
82	ἀκούω	v1saia---	ἀκούω	ἀκούω	v1saia---	v1saia---	
83	,	u--------	,	,	u--------	u--------	
84	οὐ	d--------	οὐ	οὐ	d--------	d--------	
85	ἄν	g--------	ἄν	ἄν	d--------	g--------	
86	ἐπεξέρχομαι	v1saia---	ἐπεξέρχομαι	ἐπεξέρχομαι	v1saia---	v1saia---	
87	αὐτός	p-s---md-	αὐτός	αὐτός	p-s---nd-	p-s---md-	
88	(	u--------	̔	(	u--------	u--------	DISAGREE
89	ἀνελεύθερος	a-s---mg-	ἀνελεύθερος	ἀνελεύθερος	a-s---mg-	a-s---mg-	
90	γάρ	g--------	γάρ	γάρ	d--------	g--------	
91	καί	c--------	καί	καί	c--------	c--------	
92	λίαν	d--------	λίαν	λίαν	d--------	d--------	
93	φιλόδικος	a-s---mg-	φιλόδικος	φιλόδικος	a-s---fg-	a-s---mg-	
94	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
95	νομίζω	v1spia---	νομίζω	νομίζω	v1spia---	v1spia---	
96	κακηγορία	n-p---fa-	κακηγορία	κακηγορία	n-s---fg-	n-p---fa-	
97	δικάζω	v--pnm---	δικάζω	δικάζω	v--pne---	v--pnm---	
98	)	u--------	)	)	u--------	u--------	
99	·	u--------	·	·	u--------	u--------	
