token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	τίς	p-s---nn-	τίς	τίς	p-s---nn-	p-s---nn-	
2	νεώτερος	a-s---nn-	νέος	νεώτερος	a-s---nnc	a-s---nn-	DISAGREE
3	,	u--------	,	,	u--------	u--------	
4	ὦ	i--------	ὦ	ὦ	i--------	i--------	
5	Σωκράτης	n-s---mv-	σωκράτης	Σωκράτης	n-s---mv-	n-s---mv-	
6	,	u--------	,	,	u--------	u--------	
7	γίγνομαι	v3sria---	γίγνομαι	γίγνομαι	v3sria---	v3sria---	
8	,	u--------	,	,	u--------	u--------	
9	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
10	σύ	p2s---cn-	σύ	σύ	p-s---mn-	p2s---cn-	
11	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
12	ἐν	r--------	ἐν	ἐν	r--------	r--------	
13	Λύκειον	n-s---nd-	λύκειον	Λύκειον	n-s---nd-	n-s---nd-	
14	καταλείπω	v-sapamn-	καταλιμπάνω	καταλείπω	v-sapamn-	v-sapamn-	DISAGREE
15	διατριβή	n-p---fa-	διατριβή	διατριβή	n-p---fa-	n-p---fa-	
16	ἐνθάδε	d--------	ἐνθάδε	ἐνθάδε	d--------	d--------	
17	νῦν	d--------	νῦν	νῦν	d--------	d--------	
18	διατρίβω	v2spia---	διατρίβω	διατρίβω	v2spia---	v2spia---	
19	περί	r--------	περί	περί	r--------	r--------	
20	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
21	ὁ	l-s---mg-	ὁ	ὁ	l-s---mg-	l-s---mg-	
22	βασιλεύς	n-s---mg-	βασιλεύς	βασιλεύς	n-s---mg-	n-s---mg-	
23	στοά	n-s---fa-	στοά	στοά	n-s---fa-	n-s---fa-	
24	;	u--------	;	;	u--------	u--------	
25	οὐ	d--------	οὐ	οὐ	d--------	d--------	
26	γάρ	g--------	γάρ	γάρ	d--------	g--------	
27	που	g--------	πού	που	d--------	g--------	
28	καί	d--------	καί	καί	d--------	d--------	
29	σύ	p2s---cd-	σύ	σύ	p-s---md-	p2s---cd-	
30	γε	d--------	γε	γε	d--------	d--------	
31	δίκη	n-s---fn-	δίκη	δίκη	n-s---fn-	n-s---fn-	
32	τις	p-s---cn-	τις	τις	a-s---fn-	p-s---cn-	
33	εἰμί	v-sppafn-	εἰμί	εἰμί	v-sppafn-	v-sppafn-	
34	τυγχάνω	v3spia---	τυγχάνω	τυγχάνω	v3spia---	v3spia---	
35	πρός	r--------	πρός	πρός	r--------	r--------	
36	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
37	βασιλεύς	n-s---ma-	βασιλεύς	βασιλεύς	n-s---ma-	n-s---ma-	
38	ὥσπερ	c--------	ὥσπερ	ὥσπερ	c--------	c--------	
39	ἐγώ	p1s---cd-	ἐγώ	ἐγώ	p1s---md-	p1s---cd-	
40	.	u--------		.		u--------	glaux_only
41	οὔτοι	d--------		οὔτοι		d--------	glaux_only
42	δή	g--------	δή	δή	d--------	g--------	
43	Ἀθηναῖος	a-p---mn-	ἀθηναῖος	Ἀθηναῖος	n-p---mn-	a-p---mn-	
44	γε	d--------	γε	γε	d--------	d--------	
45	,	u--------	,	,	u--------	u--------	
46	ὦ	i--------	ὦ	ὦ	i--------	i--------	
