token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	εἰ	c--------	εἰ	εἰ	c--------	c--------	
2	πᾶς	p-p---mn-	πᾶς	πᾶς	a-p---mn-	p-p---mn-	
3	ἐθέλω	v3piia---	ἐθέλω	ἐθέλω	v3piia---	v3piia---	
4	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
5	παιδεύω	v--pna---	παιδεύω	παιδεύω	v--pna---	v--pna---	
6	ἐπιχειρέω	v-pppamn-	ἐπιχειρέω	ἐπιχειρέω	v-pppamn-	v-pppamn-	
7	ἀληθής	a-p---na-	ἀληθής	ἀληθής	a-p---na-	a-p---na-	
8	λέγω	v--pna---	λέγω3	λέγω	v--pna---	v--pna---	
9	,	u--------	,	,	u--------	u--------	
10	καί	c--------	καί	καί	c--------	c--------	
11	μή	d--------	μή	μή	d--------	d--------	
12	μέγας	a-p---fac	μέγας	μέγας	a-p---fac	a-p---fac	
13	ποιέω	v--pnm---	ποιέω	ποιέω	v--pne---	v--pnm---	
14	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
15	ὑπόσχεσις	n-p---fa-	ὑπόσχεσις	ὑπόσχεσις	n-p---fa-	n-p---fa-	
16	ὅς	p-p---ng-	ὅς	ὅς	p-p---fg-	p-p---ng-	
17	μέλλω	v3piia---	μέλλω	μέλλω	v3piia---	v3piia---	
18	ἐπιτελέω	v--pna---	ἐπιτελέω	ἐπιτελέω	v--pna---	v--pna---	
19	,	u--------	,	,	u--------	u--------	
20	οὐ	d--------	οὐ	οὐ	d--------	d--------	
21	ἄν	g--------	ἄν	ἄν	d--------	g--------	
22	κακός	d--------	κακός	κακός	d--------	d--------	
23	ἀκούω	v3piia---	ἀκούω	ἀκούω	v3piia---	v3piia---	
24	ὑπό	r--------	ὑπό	ὑπό	r--------	r--------	
25	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
26	ἰδιώτης	n-p---mg-	ἰδιώτης	ἰδιώτης	n-p---mg-	n-p---mg-	
27	·	u--------	·	·	u--------	u--------	
28	νῦν	d--------	νῦν	νῦν	d--------	d--------	
29	δέ	c--------	δέ	δέ	d--------	c--------	
30	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
31	τολμάω	v-pppamn-	τολμάω	τολμάω	v-pppamn-	v-pppamn-	
32	λίαν	d--------	λίαν	λίαν	d--------	d--------	
33	ἀπερίσκεπτος	d--------	ἀπερισκέπτως	ἀπερίσκεπτος	d--------	d--------	DISAGREE
34	ἀλαζονεύομαι	v--pnm---	ἀλαζονεύομαι	ἀλαζονεύομαι	v--pne---	v--pnm---	
35	ποιέω	v3pria---	ποιέω	ποιέω	v3pria---	v3pria---	
36	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
37	δοκέω	v--pna---	δοκέω	δοκέω	v--pna---	v--pna---	
38	ἀγαθός	a-s---nac	ἀμείνων	ἀγαθός	a-s---nac	a-s---nac	DISAGREE
39	βουλεύω	v--pnm---	βουλεύω	βουλεύω	v--pne---	v--pnm---	
40	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
41	ῥαθυμέω	v--pna---	ῥᾳθυμέω	ῥαθυμέω	v--pna---	v--pna---	
42	αἱρέω	v-pppmma-	αἱρέω	αἱρέω	v-pppema-	v-pppmma-	
43	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
44	περί	r--------	περί	περί	r--------	r--------	
45	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
46	φιλοσοφία	n-s---fa-	φιλοσοφία	φιλοσοφία	n-s---fa-	n-s---fa-	
47	διατρίβω	v-pppamg-	διατρίβω	διατρίβω	v-pppamg-	v-pppamg-	
48	.	u--------	.	.	u--------	u--------	
49	τίς	p-s---cn-	τις	τίς	p-s---mn-	p-s---cn-	
50	γάρ	g--------	γάρ	γάρ	d--------	g--------	
51	οὐ	d--------	οὐ	οὐ	d--------	d--------	
52	ἄν	g--------	ὅς	ἄν	d--------	g--------	DISAGREE
53	μισέω	v3saoa---	μισέω	μισέω	v3saoa---	v3saoa---	
54	ἅμα	d--------	ἅμα	ἅμα	d--------	d--------	
55	καί	c--------	καί	καί	c--------	c--------	
