token_id	text
1	εἰ
2	μὴ
3	συνῄδη
4	,
5	ὦ
6	βουλή
7	,
8	τοῖς
9	κατηγόροις
10	βουλομένοις
11	ἐκ
12	παντὸς
13	τρόπου
14	κακῶς
15	ἐμὲ
16	ποιεῖν
17	,
18	πολλὴν
19	ἂν
20	αὐτοῖς
21	χάριν
22	εἶχον
23	ταύτης
24	τῆς
25	κατηγορίας
26	·
27	ἡγοῦμαι
28	γὰρ
29	τοῖς
30	ἀδίκως
31	διαβεβλημένοις
32	τούτους
33	εἶναι
34	μεγίστων
35	ἀγαθῶν
36	αἰτίους
37	,
38	οἵτινες
39	ἂν
40	αὐτοὺς
41	ἀναγκάζωσιν
42	εἰς
43	ἔλεγχον
44	τῶν
45	αὐτοῖς
46	βεβιωμένων
47	καταστῆναι
48	.
49	ἐγὼ
50	γὰρ
51	οὕτω
52	σφόδρα
53	ἐμαυτῷ
54	πιστεύω
55	,
56	ὥστ’
57	ἐλπίζω
58	καὶ
59	εἴ
60	τις
61	πρός
62	με
63	τυγχάνει
64	ἀηδῶς
65	διακείμενος
66	,
67	ἐπειδὰν
68	ἐμοῦ
69	λέγοντος
70	ἀκούσῃ
71	περὶ
72	τῶν
73	πεπραγμένων
74	,
75	μεταμελήσειν
76	αὐτῷ
77	καὶ
78	πολὺ
79	βελτίω
80	με
81	εἰς
82	τὸν
83	λοιπὸν
84	χρόνον
85	ἡγήσεσθαι
86	.
87	ἀξιῶ
88	δέ
89	,
90	ὦ
91	βουλή
92	,
93	ἐὰν
94	μὲν
95	τοῦτο
96	μόνον
97	ὑμῖν
98	ἐπιδείξω
99	,
100	ὡς
101	εὔνους
102	εἰμὶ
103	τοῖς
104	καθεστηκόσι
105	πράγμασι
106	καὶ
107	ὡς
108	ἠνάγκασμαι
109	τῶν
110	αὐτῶν
111	κινδύνων
112	μετέχειν
113	ὑμῖν
114	,
115	μηδέν
116	πώ
117	μοι
118	πλέον
119	εἶναι
120	·
121	ἐὰν
122	δὲ
123	φαίνωμαι
124	καὶ
125	περὶ
126	τὰ
127	ἄλλα
128	μετρίως
129	βεβιωκὼς
130	καὶ
131	πολὺ
132	παρὰ
133	τὴν
134	δόξαν
135	καὶ
136	παρὰ
137	τοὺς
138	λόγους
139	τοὺς
140	τῶν
141	ἐχθρῶν
142	,
143	δέομαι
144	ὑμῶν
145	ἐμὲ
146	μὲν
147	δοκιμάζειν
148	,
149	τούτους
150	δὲ
151	ἡγεῖσθαι
152	χείρους
153	εἶναι
154	.
155	πρῶτον
156	δὲ
157	ἀποδείξω
158	ὡς
159	οὐχ
160	ἵππευον
161	οὐδ’
162	ἐπεδήμουν
163	ἐπὶ
164	τῶν
165	τριάκοντα
166	,
167	οὐ
168	δὲ
169	μετέσχον
170	τῆς
171	τότε
172	πολιτείας
173	.
174	ἡμᾶς
175	γὰρ
176	ὁ
177	πατὴρ
178	πρὸ
179	τῆς
180	ἐν
181	Ἑλλησπόντῳ
182	συμφορᾶς
183	ὡς
184	Σάτυρον
185	τὸν
186	ἐν
187	τῷ
188	Πόντῳ
189	διαιτησομένους
190	ἐξέπεμψε
191	,
192	καὶ
193	οὔ
194	τε
195	τῶν
196	τειχῶν
197	καθαιρουμένων
198	ἐπεδημοῦμεν
199	οὔ
200	τε
201	μεθισταμένης
202	τῆς
203	πολιτείας
204	,
205	ἀλλ’
206	ἤλθομεν
207	πρὶν
208	τοὺς
209	ἀπὸ
210	Φυλῆς
211	εἰς
212	τὸν
213	Πειραιᾶ
214	κατελθεῖν
215	πρότερον
216	πένθ’
217	ἡμέραις
218	.
219	καίτοι
220	οὔ
221	τε
222	ἡμᾶς
223	εἰκὸς
224	ἦν
225	εἰς
226	τοιοῦτον
227	καιρὸν
228	ἀφιγμένους
229	ἐπιθυμεῖν
230	μετέχειν
231	τῶν
232	ἀλλοτρίων
233	κινδύνων
234	,
235	οὔτ’
236	ἐκεῖνοι
237	φαίνονται
238	τοιαύτην
239	γνώμην
240	ἔχοντες
241	ὥστε
242	καὶ
243	τοῖς
244	ἀποδημοῦσι
245	καὶ
246	τοῖς
247	μηδὲν
248	ἐξαμαρτάνουσι
249	μεταδιδόναι
250	τῆς
251	πολιτείας
252	,
253	ἀλλὰ
254	μᾶλλον
255	ἠτίμαζον
256	καὶ
257	τοὺς
258	συγκαταλύσαντας
259	τὸν
260	δῆμον
261	.
262	ἔπειτα
263	δὲ
264	ἐκ
265	μὲν
266	τοῦ
267	σανιδίου
268	τοὺς
269	ἱππεύσαντας
270	σκοπεῖν
271	εὔηθές
272	ἐστιν
273	.
274	ἐν
275	τούτῳ
276	γὰρ
277	πολλοὶ
278	μὲν
279	τῶν
280	ὁμολογούντων
281	ἱππεύειν
282	οὐκ
283	ἔνεισιν
284	,
285	ἔνιοι
286	δὲ
287	τῶν
288	ἀποδημούντων
289	ἐγγεγραμμένοι
290	εἰσίν
291	.
292	ἐκεῖνος
293	δ’
294	ἐστὶν
295	ἔλεγχος
296	μέγιστος
297	·
298	ἐπειδὴ
299	γὰρ
300	κατήλθετε
301	,
302	ἐψηφίσασθε
303	τοὺς
304	φυλάρχους
305	ἀπενεγκεῖν
306	τοὺς
307	ἱππεύσαντας
308	,
309	ἵνα
310	τὰς
311	καταστάσεις
312	ἀναπράξητε
313	παρ’
314	αὐτῶν
315	.
316	ἐμὲ
317	τοίνυν
318	οὐδεὶς
319	ἂν
320	ἀποδείξειεν
321	οὔτ’
322	ἀπενεχθέντα
323	ὑπὸ
324	τῶν
325	φυλάρχων
326	οὔ
327	τε
328	παραδοθέντα
329	τοῖς
330	συνδίκοις
331	οὔ
332	τε
333	κατάστασιν
334	καταβαλόντα
335	.
336	καίτοι
337	πᾶσι
338	ῥᾴδιον
339	τοῦτο
340	γνῶναι
341	,
342	ὅτι
343	ἀναγκαῖον
344	ἦν
345	τοῖς
346	φυλάρχοις
347	,
348	εἰ
349	μὴ
350	ἀποδείξειαν
351	τοὺς
352	ἔχοντας
353	τὰς
354	καταστάσεις
355	,
356	αὐτοῖς
357	ζημιοῦσθαι
358	.
359	ὥστε
360	πολὺ
361	ἂν
362	δικαιότερον
363	ἐκείνοις
364	τοῖς
365	γράμμασιν
