token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	Δαρεῖος	n-s---mg-	δαρεῖος	Δαρεῖος	n-s---mg-	n-s---mg-	
2	καί	c--------	καί	καί	c--------	c--------	
3	Παρύσατις	n-s---fg-	παρύσατις	Παρύσατις	n-s---fg-	n-s---fg-	
4	γίγνομαι	v3ppim---	γίγνομαι	γίγνομαι	v3ppie---	v3ppim---	
5	παῖς	n-p---cn-	παῖς	παῖς	n-p---mn-	n-p---cn-	
6	δύο	m--------	δύο	δύο	a--------	m--------	
7	,	u--------	,	,	u--------	u--------	
8	πρέσβυς	a-s---mnc	πρέσβυς	πρέσβυς	a-s---mnc	a-s---mnc	
9	μέν	g--------	μέν	μέν	d--------	g--------	
10	Ἀρταξέρξης	n-s---mn-	ἀρταξέρξης	Ἀρταξέρξης	n-s---mn-	n-s---mn-	
11	,	u--------	,	,	u--------	u--------	
12	νέος	a-s---mnc	νέος	νέος	a-s---mnc	a-s---mnc	
13	δέ	c--------	δέ	δέ	c--------	c--------	
14	Κῦρος	n-s---mn-	κῦρος	Κῦρος	n-s---mn-	n-s---mn-	
15	·	u--------		·		u--------	glaux_only
16	ἐπεί	c--------	ἐπεί	ἐπεί	c--------	c--------	
17	δέ	c--------	δέ	δέ	d--------	c--------	
18	ἀσθενέω	v3siia---	ἀσθενέω	ἀσθενέω	v3siia---	v3siia---	
19	Δαρεῖος	n-s---mn-	δαρεῖος	Δαρεῖος	n-s---mn-	n-s---mn-	
20	καί	c--------	καί	καί	c--------	c--------	
21	ὑποπτεύω	v3siia---	ὑποπτεύω	ὑποπτεύω	v3siia---	v3siia---	
22	τελευτή	n-s---fa-	τελευτή	τελευτή	n-s---fa-	n-s---fa-	
23	ὁ	l-s---mg-	ὁ	ὁ	l-s---mg-	l-s---mg-	
24	βίος	n-s---mg-	βίος	βίος	n-s---mg-	n-s---mg-	
25	,	u--------	,	,	u--------	u--------	
26	βούλομαι	v3siim---	βούλομαι	βούλομαι	v3siie---	v3siim---	
27	ὁ	l-d---ma-	ὁ	ὁ	l-d---ma-	l-d---ma-	
28	παῖς	n-d---ca-	παῖς	παῖς	n-d---ma-	n-d---ca-	
29	ἀμφότερος	a-d---ma-	ἀμφότερος	ἀμφότερος	a-d---ma-	a-d---ma-	
30	πάρειμι	v--pna---	πάρειμι	πάρειμι	v--pna---	v--pna---	
31	.	u--------	.	.	u--------	u--------	
32	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
33	μέν	g--------	μέν	μέν	d--------	g--------	
34	οὖν	g--------	οὖν	οὖν	d--------	g--------	
35	πρέσβυς	a-s---mnc	πρέσβυς	πρέσβυς	a-s---mnc	a-s---mnc	
36	πάρειμι	v-sppamn-	πάρειμι	πάρειμι	v-sppamn-	v-sppamn-	
37	τυγχάνω	v3siia---	τυγχάνω	τυγχάνω	v3siia---	v3siia---	
38	·	u--------	·	·	u--------	u--------	
39	Κῦρος	n-s---ma-	κῦρος	Κῦρος	n-s---ma-	n-s---ma-	
40	δέ	c--------	δέ	δέ	d--------	c--------	
41	μεταπέμπω	v3spim---	μεταπέμπω	μεταπέμπω	v3spie---	v3spim---	
42	ἀπό	r--------	ἀπό	ἀπό	r--------	r--------	
43	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
44	ἀρχή	n-s---fg-	ἀρχή	ἀρχή	n-s---fg-	n-s---fg-	
45	ὅς	p-s---fg-	ὅς	ὅς	p-s---fg-	p-s---fg-	
46	αὐτός	p-s---ma-	αὐτός	αὐτός	p-s---ma-	p-s---ma-	
47	σατράπης	n-s---ma-	σατράπης	σατράπης	n-s---ma-	n-s---ma-	
48	ποιέω	v3saia---	ποιέω	ποιέω	v3saia---	v3saia---	
49	,	u--------	,	,	u--------	u--------	
50	καί	c--------	καί	καί	d--------	c--------	
51	στρατηγός	n-s---ma-	στρατηγός	στρατηγός	n-s---ma-	n-s---ma-	
52	δέ	c--------	δέ	δέ	c--------	c--------	
53	αὐτός	p-s---ma-	αὐτός	αὐτός	p-s---ma-	p-s---ma-	
54	ἀποδείκνυμι	v3saia---	ἀποδείκνυμι	ἀποδείκνυμι	v3saia---	v3saia---	
55	πᾶς	p-p---mg-	πᾶς	πᾶς	a-p---mg-	p-p---mg-	
56	ὅσος	p-p---mn-	ὅσος	ὅσος	a-p---mn-	p-p---mn-	
57	εἰς	r--------	εἰς	εἰς	r--------	r--------	
58	Καστωλός	n-s---mg-	καστωλός	Καστωλός	n-s---mg-	n-s---mg-	
59	πεδίον	n-s---na-	πεδίον	πεδίον	n-s---na-	n-s---na-	
60	ἀθροίζω	v3ppim---	ἀθροίζω	ἀθροίζω	v3ppie---	v3ppim---	
61	.	u--------	.	.	u--------	u--------	
62	ἀναβαίνω	v3spia---	ἀναβαίνω	ἀναβαίνω	v3spia---	v3spia---	
63	οὖν	g--------	οὖν	οὖν	d--------	g--------	
64	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
65	Κῦρος	n-s---mn-	κῦρος	Κῦρος	n-s---mn-	n-s---mn-	
66	λαμβάνω	v-sapamn-	λαμβάνω	λαμβάνω	v-sapamn-	v-sapamn-	
67	Τισσαφέρνης	n-s---ma-	τισσαφέρνης	Τισσαφέρνης	n-s---ma-	n-s---ma-	
68	ὡς	c--------	ὡς	ὡς	d--------	c--------	
69	φίλος	a-s---ma-	φίλος	φίλος	n-s---ma-	a-s---ma-	
70	,	u--------	,	,	u--------	u--------	
71	καί	c--------	καί	καί	c--------	c--------	
72	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
73	Ἕλλην	n-p---mg-	ἕλλην	Ἕλλην	n-p---mg-	n-p---mg-	
74	ἔχω	v-sppamn-	ἔχω	ἔχω	v-sppamn-	v-sppamn-	
75	ὁπλίτης	n-p---ma-	ὁπλίτης	ὁπλίτης	n-p---ma-	n-p---ma-	
76	ἀναβαίνω	v3saia---	ἀναβαίνω	ἀναβαίνω	v3saia---	v3saia---	
77	τριακόσιοι	m-p---ma-	τριακόσιοι	τριακόσιοι	a-p---ma-	m-p---ma-	
78	,	u--------	,	,	u--------	u--------	
79	ἄρχω	v-sppama-	ἄρχω	ἄρχω	v-sppama-	v-sppama-	
80	δέ	c--------	δέ	δέ	c--------	c--------	
81	αὐτός	p-p---mg-	αὐτός	αὐτός	p-p---mg-	p-p---mg-	
82	Ξενίας	n-s---ma-	ξενία	Ξενίας	n-s---ma-	n-s---ma-	DISAGREE
83	Παρράσιος	n-s---ma-	παρράσιος	Παρράσιος	n-s---ma-	n-s---ma-	
84	.	u--------	.	.	u--------	u--------	
