token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	καταβαίνω	v1saia---	καταβαίνω	καταβαίνω	v1saip---	v1saia---	
2	χθές	d--------	χθές	χθές	d--------	d--------	
3	εἰς	r--------	εἰς	εἰς	r--------	r--------	
4	Πειραιεύς	n-s---ma-	πειραιεύς	Πειραιεύς	n-s---ma-	n-s---ma-	
5	μετά	r--------	μετά	μετά	r--------	r--------	
6	Γλαύκων	n-s---mg-	γλαύκων	Γλαύκων	n-s---mg-	n-s---mg-	
7	ὁ	l-s---mg-	ὁ	ὁ	l-s---mg-	l-s---mg-	
8	Ἀρίστων	n-s---mg-	ἀρίστων	Ἀρίστων	n-s---mg-	n-s---mg-	
9	προσεύχομαι	v-sfpmmn-	προσεύχομαι	προσεύχομαι	v-sfpmmn-	v-sfpmmn-	
10	τε	c--------	τε	τε	d--------	c--------	
11	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
12	θεός	n-s---fd-	θεός	θεός	n-s---fd-	n-s---fd-	
13	καί	c--------	καί	καί	c--------	c--------	
14	ἅμα	d--------	ἅμα	ἅμα	d--------	d--------	
15	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
16	ἑορτή	n-s---fa-	ἑορτή	ἑορτή	n-s---fa-	n-s---fa-	
17	βούλομαι	v-sppmmn-	βούλομαι	βούλομαι	v-sppemn-	v-sppmmn-	
18	θεάομαι	v--anm---	θεάομαι	θεάομαι	v--ane---	v--anm---	
19	τίς	p-s---ca-	τις	τίς	a-s---ma-	p-s---ca-	
20	τρόπος	n-s---ma-	τρόπος	τρόπος	n-s---ma-	n-s---ma-	
21	ποιέω	v3pfia---	ποιέω	ποιέω	v3pfia---	v3pfia---	
22	ἅτε	c--------	ἅτε	ἅτε	d--------	c--------	
23	νῦν	d--------	νῦν	νῦν	d--------	d--------	
24	πρῶτος	a-s---na-	πρῶτος	πρῶτος	a-s---na-	a-s---na-	
25	ἄγω	v-pppamn-	ἄγω	ἄγω	v-pppamn-	v-pppamn-	
26	.	u--------	.	.	u--------	u--------	
27	καλός	a-s---fn-	καλός	καλός	a-s---fn-	a-s---fn-	
28	μέν	g--------	μέν	μέν	d--------	g--------	
29	οὖν	g--------	οὖν	οὖν	d--------	g--------	
30	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p1s---cd-	p-s---cd-	
31	καί	c--------	καί	καί	d--------	c--------	
32	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
33	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
34	ἐπιχώριος	a-p---mg-	ἐπιχώριος	ἐπιχώριος	a-p---mg-	a-p---mg-	
35	πομπή	n-s---fn-	πομπή	πομπή	n-s---fn-	n-s---fn-	
36	δοκέω	v3saia---	δοκέω	δοκέω	v3saia---	v3saia---	
37	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
38	,	u--------	,	,	u--------	u--------	
39	οὐ	d--------	οὐ	οὐ	d--------	d--------	
40	μέντοι	c--------	μέντοι	μέντοι	c--------	c--------	
41	ἥσσων	a-s---nac	ἥσσων	ἥσσων	a-s---nac	a-s---nac	
42	φαίνω	v3siim---	φαίνω	φαίνω	v3siie---	v3siim---	
43	πρέπω	v--pna---	πρέπω	πρέπω	v--pna---	v--pna---	
44	ὅς	p-s---fa-	ὅς	ὅς	p-p---ng-	p-s---fa-	
45	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
46	Θρᾷξ	n-p---mn-	θρᾷξ	Θρᾷξ	a-p---mn-	n-p---mn-	
47	πέμπω	v3piia---	πέμπω	πέμπω	v3piia---	v3piia---	
48	.	u--------	.	.	u--------	u--------	
49	προσεύχομαι	v-papmmn-	προσεύχομαι	προσεύχομαι	v-papmmn-	v-papmmn-	
50	δέ	c--------	δέ	δέ	d--------	c--------	
51	καί	c--------	καί	καί	c--------	c--------	
52	θεωρέω	v-papamn-	θεωρέω	θεωρέω	v-papamn-	v-papamn-	
53	ἀπέρχομαι	v1piia---	ἄπειμι	ἀπέρχομαι	v1piia---	v1piia---	DISAGREE
54	πρός	r--------	πρός	πρός	r--------	r--------	
55	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
56	ἄστυ	n-s---na-	ἄστυ	ἄστυ	n-s---na-	n-s---na-	
57	.	u--------	.	.	u--------	u--------	
58	κατοράω	v-sapamn-	κατεῖδον	κατοράω	v-sapamn-	v-sapamn-	DISAGREE
59	οὖν	g--------	οὖν	οὖν	d--------	g--------	
60	πρόσωθεν	d--------	πρόσωθεν	πρόσωθεν	d--------	d--------	
61	ἐγώ	p-p---ca-	ἐγώ	ἐγώ	p1p---ma-	p-p---ca-	
62	οἴκαδε	d--------	οἴκαδε	οἴκαδε	d--------	d--------	
63	ὁρμάω	v-prpmma-	ὁρμάω	ὁρμάω	v-prpema-	v-prpmma-	
64	Πολέμαρχος	n-s---mn-	πολέμαρχος	Πολέμαρχος	n-s---mn-	n-s---mn-	
65	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
66	Κέφαλος	n-s---mg-	κέφαλος	Κέφαλος	n-s---mg-	n-s---mg-	
67	κελεύω	v3saia---	κελεύω	κελεύω	v3saia---	v3saia---	
68	τρέχω	v-sapama-	τρέχω	τρέχω	v-sppama-	v-sapama-	
69	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
70	παῖς	n-s---ca-	παῖς	παῖς	n-s---ma-	n-s---ca-	
71	περιμένω	v--ana---	περιμένω	περιμένω	v--ana---	v--ana---	
72	ἕ	p-s---ca-	ἕ	ἕ	p-s---ma-	p-s---ca-	
73	κελεύω	v--ana---	κελεύω	κελεύω	v--ana---	v--ana---	
74	.	u--------	.	.	u--------	u--------	
75	καί	c--------	καί	καί	d--------	c--------	
76	ἐγώ	p-s---cg-	ἐγώ	ἐγώ	p1s---mg-	p-s---cg-	
77	ὄπισθεν	d--------	ὄπισθεν	ὄπισθεν	d--------	d--------	
78	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
79	παῖς	n-s---cn-	παῖς	παῖς	n-s---mn-	n-s---cn-	
80	λαμβάνω	v-sapmmn-	λαμβάνω	λαμβάνω	v-sapmmn-	v-sapmmn-	
81	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
82	ἱμάτιον	n-s---ng-	ἱμάτιον	ἱμάτιον	n-s---ng-	n-s---ng-	
83	,	u--------	,	,	u--------	u--------	
84	κελεύω	v3spia---	κελεύω	κελεύω	v3spia---	v3spia---	
85	σύ	p-p---ca-	σύ	σύ	p-p---ma-	p-p---ca-	
86	,	u--------	,	,	u--------	u--------	
