token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ἀντί	r--------	ἀντί	ἀντί	r--------	r--------	
2	πολύς	a-p---ng-	πολύς	πολύς	a-p---ng-	a-p---ng-	
3	ἄν	g--------	ἄν	ἄν	d--------	g--------	
4	,	u--------	,	,	u--------	u--------	
5	ὦ	i--------	ὦ	ὦ	i--------	i--------	
6	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
7	Ἀθηναῖος	a-p---mv-	ἀθηναῖος	Ἀθηναῖος	a-p---mv-	a-p---mv-	
8	,	u--------	,	,	u--------	u--------	
9	χρῆμα	n-p---ng-	χρῆμα	χρῆμα	n-p---ng-	n-p---ng-	
10	σύ	p-p---ma-	σύ	σύ	p-p---ma-	p-p---ma-	
11	αἱρέω	v--anm---	αἱρέω	αἱρέω	v--anm---	v--anm---	
12	νομίζω	v1spia---	νομίζω	νομίζω	v1spia---	v1spia---	
13	,	u--------	,	,	u--------	u--------	
14	εἰ	c--------	εἰ	εἰ	c--------	c--------	
15	φανερός	a-s---nn-	φανερός	φανερός	a-s---nn-	a-s---nn-	
16	γίγνομαι	v3saom---	γίγνομαι	γίγνομαι	v3saom---	v3saom---	
17	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
18	μέλλω	v-sppana-	μέλλω	μέλλω	v-sppana-	v-sppana-	
19	συμφέρω	v--fna---	συμφέρω	συμφέρω	v--fna---	v--fna---	
20	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
21	πόλις	n-s---fd-	πόλις	πόλις	n-s---fd-	n-s---fd-	
22	περί	r--------	περί	περί	r--------	r--------	
23	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
24	νυνί	d--------	νυνί	νυνί	d--------	d--------	
25	σκοπέω	v2ppia---	σκοπέω	σκοπέω	v2ppia---	v2ppia---	
26	.	u--------	.	.	u--------	u--------	
27	ὅτε	c--------	ὅτε	ὅτε	c--------	c--------	
28	τοίνυν	g--------	τοίνυν	τοίνυν	d--------	g--------	
29	οὗτος	p-s---nn-	οὗτος	οὗτος	p-s---nn-	p-s---nn-	
30	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
31	ἔχω	v3spia---	ἔχω	ἔχω	v3spia---	v3spia---	
32	,	u--------	,	,	u--------	u--------	
33	προσήκω	v3spia---	προσήκω	προσήκω	v3spia---	v3spia---	
34	πρόθυμος	d--------	πρόθυμος	πρόθυμος	d--------	d--------	
35	ἐθέλω	v--pna---	ἐθέλω	ἐθέλω	v--pna---	v--pna---	
36	ἀκούω	v--pna---	ἀκούω	ἀκούω	v--pna---	v--pna---	
37	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
38	βούλομαι	v-pppmmg-	βούλομαι	βούλομαι	v-pppemg-	v-pppmmg-	
39	συμβουλεύω	v--pna---	συμβουλεύω	συμβουλεύω	v--pna---	v--pna---	
40	·	u--------	·	·	u--------	u--------	
41	οὐ	d--------	οὐ	οὐ	d--------	d--------	
42	γάρ	g--------	γάρ	γάρ	d--------	g--------	
43	μόνος	d--------	μόνος	μόνος	d--------	d--------	
44	εἰ	c--------	εἰ	εἰ	c--------	c--------	
45	τις	p-s---na-	τις	τις	p-s---na-	p-s---na-	
46	χρήσιμος	a-s---na-	χρήσιμος	χρήσιμος	a-s---na-	a-s---na-	
47	σκοπέω	v-srpmmn-	σκέπτομαι	σκοπέω	v-srpemn-	v-srpmmn-	DISAGREE
48	ἥκω	v3spia---	ἥκω	ἥκω	v3spia---	v3spia---	
49	τις	p-s---cn-	τις	τις	p-s---mn-	p-s---cn-	
50	,	u--------	,	,	u--------	u--------	
51	οὗτος	p-p---na-	οὗτος	οὗτος	p-p---na-	p-p---na-	
52	ἄν	g--------	ἄν	ἄν	d--------	g--------	
53	ἀκούω	v-papamn-	ἀκούω	ἀκούω	v-papamn-	v-papamn-	
54	λαμβάνω	v2paoa---	λαμβάνω	λαμβάνω	v2paoa---	v2paoa---	
55	,	u--------	,	,	u--------	u--------	
56	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
57	καί	d--------	καί	καί	d--------	d--------	
58	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
59	ὑμέτερος	a-s---fg-	ὑμέτερος	ὑμέτερος	a-s---fg-	a-s---fg-	
60	τύχη	n-s---fg-	τύχη	τύχη	n-s---fg-	n-s---fg-	
61	ὑπολαμβάνω	v1spia---	ὑπολαμβάνω	ὑπολαμβάνω	v1spia---	v1spia---	
62	πολύς	a-p---na-	πολύς	πολύς	a-p---na-	a-p---na-	
63	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
64	δέω	v-pppang-	δέω	δέω	v-pppang-	v-pppang-	
65	ἐκ	r--------	ἐκ	ἐκ	r--------	r--------	
66	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
67	παραχρῆμα	d--------	παραχρῆμα	παραχρῆμα	d--------	d--------	
68	ἔνιοι	a-p---md-	ἔνιοι	ἔνιοι	a-p---md-	a-p---md-	
69	ἄν	g--------	ἄν	ἄν	d--------	g--------	
70	ἐπέρχομαι	v--ana---	ἐπέρχομαι	ἐπέρχομαι	v--ana---	v--ana---	
71	λέγω	v--ana---	εἶπον	λέγω	v--ana---	v--ana---	DISAGREE
72	,	u--------	,	,	u--------	u--------	
73	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
74	ἐκ	r--------	ἐκ	ἐκ	r--------	r--------	
75	ἅπας	a-p---mg-	ἅπας	ἅπας	a-p---mg-	a-p---mg-	
76	ῥᾴδιος	a-s---fa-	ῥᾴδιος	ῥᾴδιος	a-s---fa-	a-s---fa-	
77	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
78	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
79	συμφέρω	v-sppang-	συμφέρω	συμφέρω	v-sppang-	v-sppang-	
80	σύ	p-p---md-	σύ	σύ	p-p---md-	p-p---md-	
81	αἵρεσις	n-s---fa-	αἵρεσις	αἵρεσις	n-s---fa-	n-s---fa-	
82	γίγνομαι	v--anm---	γίγνομαι	γίγνομαι	v--anm---	v--anm---	
83	.	u--------	.	.	u--------	u--------	
84	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
85	μέν	g--------	μέν	μέν	d--------	g--------	
86	οὖν	g--------	οὖν	οὖν	d--------	g--------	
87	πάρειμι	v-sppamn-	πάρειμι	πάρειμι	v-sppamn-	v-sppamn-	
88	καιρός	n-s---mn-	καιρός	καιρός	n-s---mn-	n-s---mn-	
89	,	u--------	,	,	u--------	u--------	
90	ὦ	i--------	ὦ	ὦ	i--------	i--------	
91	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
92	Ἀθηναῖος	a-p---mv-	ἀθηναῖος	Ἀθηναῖος	a-p---mv-	a-p---mv-	
93	,	u--------	,	,	u--------	u--------	
94	μόνος	a-s---na-	μόνος	μόνος	a-s---na-	a-s---na-	
95	οὐ	d--------	οὐ	οὐ	d--------	d--------	
96	λέγω	v3spia---	λέγω3	λέγω	v3spia---	v3spia---	
97	φωνή	n-s---fa-	φωνή	φωνή	n-s---fa-	n-s---fa-	
98	ἀφίημι	v-sppamn-	ἀφίημι	ἀφίημι	v-sppamn-	v-sppamn-	
99	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
100	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
101	πρᾶγμα	n-p---ng-	πρᾶγμα	πρᾶγμα	n-p---ng-	n-p---ng-	
102	σύ	p-p---md-	σύ	σύ	p-p---md-	p-p---md-	
103	ἐκεῖνος	p-p---ng-	ἐκεῖνος	ἐκεῖνος	a-p---ng-	p-p---ng-	
104	αὐτός	p-p---md-	αὐτός	αὐτός	a-p---md-	p-p---md-	
105	ἀντιληπτέον	a-s---nn-	ἀντιληπτέον	ἀντιληπτέον	a-s---nn-	a-s---nn-	
106	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
107	,	u--------	,	,	u--------	u--------	
108	εἴπερ	c--------	εἴπερ	εἴπερ	c--------	c--------	
109	ὑπέρ	r--------	ὑπέρ	ὑπέρ	r--------	r--------	
