ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ὁρῶ	t_1	103035270	v1spia---	v1spia---		ὁράω	ὁράω		m|m|
1	2	μέν	t_2	103035271	d--------	g--------		μέν	μέν		m|m|
1	3	,	t_3	103035272	u--------	u--------		,	,		m|m|
1	4	ὦ	t_4	103035273	i--------	i--------		ὦ	ὦ		m|m|
1	5	ἄνδρες	t_5	103035274	n-p---mv-	n-p---mv-		ἀνήρ	ἀνήρ		m|m|
1	6	Ἀθηναῖοι	t_6	103035275	a-p---mv-	a-p---mv-		ἀθηναῖος	Ἀθηναῖος		m|m|
1	7	,	t_7	103035276	u--------	u--------		,	,		m|m|
1	8	τὰ	t_8	103035277	l-p---na-	l-p---na-		ὁ	ὁ		m|m|
1	9	παρόντα	t_9	103035278	v-pppana-	v-pppana-		πάρειμι1	πάρειμι		m|m|
1	10	πράγματα	t_10	103035279	n-p---na-	n-p---na-		πρᾶγμα	πρᾶγμα		m|m|
1	11	πολλὴν	t_11	103035280	a-s---fa-	a-s---fa-		πολύς	πολύς		m|m|
1	12	δυσκολίαν	t_12	103035281	n-s---fa-	n-s---fa-		δυσκολία	δυσκολία		m|m|
1	13	ἔχοντα	t_13	103035282	v-sppama-	v-pppana-		ἔχω	ἔχω		m|m|
1	14	καὶ	t_14	103035283	c--------	c--------		καί	καί		m|m|
1	15	ταραχὴν	t_15	103035284	n-s---fa-	n-s---fa-		ταραχή	ταραχή		m|m|
1	16	οὐ	t_16	103035285	d--------	d--------		οὐ	οὐ		m|m|
1	17	μόνον	t_17	103035286	d--------	d--------		μόνος	μόνος		m|m|
1	18	τῷ	t_18	103035287	l-s---nd-	l-s---nd-		ὁ	ὁ		m|m|
1	19	πολλὰ	t_19	103035288	a-p---na-	a-p---na-		πολύς	πολύς		m|m|
1	20	προεῖσθαι	t_20	103035289	v--pne---	v--rnm---		προίημι	προίημι		m|m|
1	21	καὶ	t_21	103035290	c--------	c--------		καί	καί		m|m|
1	22	μηδὲν	t_22	103035291	p-s---na-	p-s---na-		μηδείς	μηδείς		m|m|
1	23	εἶναι	t_23	103035292	v--pna---	v--pna---		εἰμί	εἰμί		m|m|
