ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	ἄνδρες	t_1	103126571	n-p---mv-	n-p---mv-		ἀνήρ	ἀνήρ		m|m|
1	2	δικασταί	t_2	103126572	n-p---mv-	n-p---mv-		δικαστής	δικαστής		m|m|
1	3	,	t_3	103126573	u--------	u--------		,	,		m|m|
1	4	μάλιστα	t_4	103126574	d-------s	d-------s		μάλιστα	μάλα		m|m|@
1	5	μὲν	t_5	103126575	d--------	g--------		μέν	μέν		m|m|
1	6	εἵνεκα	t_6	103126576	r--------	r--------		ἕνεκα	ἕνεκα		m|m|
1	7	τοῦ	t_7	103126577	l-s---ng-	l-s---ng-		ὁ	ὁ		m|m|
1	8	νομίζειν	t_8	103126578	v--pna---	v--pna---		νομίζω	νομίζω		m|m|
1	9	συμφέρειν	t_9	103126579	v--pna---	v--pna---		συμφέρω	συμφέρω		m|m|
1	10	τῇ	t_10	103126580	l-s---fd-	l-s---fd-		ὁ	ὁ		m|m|
1	11	πόλει	t_11	103126581	n-s---fd-	n-s---fd-		πόλις	πόλις		m|m|
1	12	λελύσθαι	t_12	103126582	v--rne---	v--rnm---		λύω	λύω		m|m|
1	13	τὸν	t_13	103126583	l-s---ma-	l-s---ma-		ὁ	ὁ		m|m|
1	14	νόμον	t_14	103126584	n-s---ma-	n-s---ma-		νόμος	νόμος		m|m|
1	15	,	t_15	103126585	u--------	u--------		,	,		m|m|
1	16	εἶτα	t_16	103126586	d--------	d--------		εἶτα	εἶτα		m|m|
1	17	καὶ	t_17	103126587	d--------	c--------		καί	καί		m|m|
1	18	τοῦ	t_18	103126588	l-s---mg-	l-s---mg-		ὁ	ὁ		m|m|
1	19	παιδὸς	t_19	103126589	n-s---mg-	n-s---cg-		παῖς	παῖς		m|m|
1	20	εἵνεκα	t_20	103126590	r--------	r--------		ἕνεκα	ἕνεκα		m|m|
1	21	τοῦ	t_21	103126591	l-s---mg-	l-s---mg-		ὁ	ὁ		m|m|
1	22	Χαβρίου	t_22	103126592	n-s---mg-	n-s---mg-		χαβρίης	Χαβρίας		m|m|@
1	23	ὡμολόγησα	t_23	103126593	v1saia---	v1saia---		ὁμολογέω	ὁμολογέω		m|m|
1	24	τούτοις	t_24	103126594	p-p---md-	p-p---md-		οὗτος	οὗτος		m|m|
1	25	,	t_25	103126595	u--------	u--------		,	,		m|m|
1	26	ὡς	t_26	103126596	c--------	c--------		ὡς	ὡς		m|m|
1	27	ἂν	t_27	103126597	d--------	g--------		ἄν	ἄν		m|m|
1	28	οἷός	t_28	103126598	a-s---mn-	p-s---mn-		οἷος	οἷος		m|m|
1	29	τʼ	t_29	103126599	d--------	c--------		τε	τε		m|m|
1	30	ὦ	t_30	103126600	v1spsa---	v1spsa---		ὦ	εἰμί		m|m|@
1	31	,	t_31	103126601	u--------	u--------		,	,		m|m|
1	32	συνερεῖν	t_32	103126602	v--pna---	v--pna---		συνεράω	συνερέω		m|m|@
1	33	.	t_33	103126603	u--------	u--------		.	.		m|m|
1	34	ἔστι	t_34	103126604	v3spia---	v3spia---		εἰμί	εἰμί		m|m|
1	35	δʼ	t_35	103126605	d--------	c--------		δέ	δέ		m|m|
1	36	οὐκ	t_36	103126606	d--------	d--------		οὐ	οὐ		m|m|
1	37	ἄδηλον	t_37	103126607	a-s---nn-	a-s---nn-		ἄδηλος	ἄδηλος		m|m|
1	38	,	t_38	103126608	u--------	u--------		,	,		m|m|
1	39	ὦ	t_39	103126609	i--------	i--------		ὦ	ὦ		m|m|
1	40	ἄνδρες	t_40	103126610	n-p---mv-	n-p---mv-		ἀνήρ	ἀνήρ		m|m|
1	41	Ἀθηναῖοι	t_41	103126611	a-p---mv-	a-p---mv-		ἀθηναῖος	Ἀθηναῖος		m|m|
1	42	,	t_42	103126612	u--------	u--------		,	,		m|m|
1	43	τοῦθʼ	t_43	103126613	p-s---nn-	p-s---nn-		οὗτος	οὗτος		m|m|
1	44	,	t_44	103126614	u--------	u--------		,	,		m|m|
1	45	ὅτι	t_45	103126615	c--------	c--------		ὅτι	ὅτι		m|m|
1	46	Λεπτίνης	t_46	103126616	n-s---mn-	n-s---mn-		λεπτίνης	Λεπτίνης		m|m|
1	47	,	t_47	103126617	u--------	u--------		,	,		m|m|
