ref	idx	token	oga_id	oga_postag	gorman_postag	oga_lemma	gorman_lemma	mismatch
1.11.2	58	τούτων	t_2010	p-p---ng-	p-p---ng-	οὗτος	οὗτος	
1.11.2	59	ἀσθενῆ	t_2011	a-p---nn-	a-p---nn-	ἀσθενής	ἀσθενής	
1.11.2	60	ἦν	t_2012	v3siia---	v3siia---	εἰμί	εἰμί	
1.11.2	61	καὶ	t_2013	c--------	c--------	καί	καί	
1.11.2	62	αὐτά	t_2014	a-p---nn-	a-p---nn_	αὐτός	αὐτός	.
1.11.2	63	γε	t_2015	d--------	d--------	γε	γε	
1.11.2	64	δὴ	t_2016	d--------	d--------	δή	δή	
1.11.2	65	ταῦτα	t_2017	p-p---nn-	p-p---nn-	οὗτος	οὗτος	
1.11.2	66	,	t_2018	u--------	u--------	,	punc1	
1.11.2	67	ὀνομαστότατα	t_2019	a-p---nns	a-p---nns	ὀνομαστός	ὀνομαστός	
1.11.2	68	τῶν	t_2020	l-p---ng-	l-p---ng-	ὁ	ὁ	
1.11.2	69	πρὶν	t_2021	d--------	d--------	πρίν	πρίν	
1.11.2	70	γενόμενα	t_2022	v-papmnn-	v-papmnn-	γίγνομαι	γίγνομαι	
1.11.2	71	,	t_2023	u--------	u--------	,	punc1	
1.11.2	72	δηλοῦται	t_2024	v3spie---	v3spie---	δηλόω	δηλόω	.
1.11.2	73	τοῖς	t_2025	l-p---nd-	l-p---nd-	ὁ	ὁ	
1.11.2	74	ἔργοις	t_2026	n-p---nd-	n-p---nd-	ἔργον	ἔργον	
1.11.2	75	ὑποδεέστερα	t_2027	a-p---nnc	a-p---nnc	ὑποδεής	ὑποδεής	
1.11.2	76	ὄντα	t_2028	v-pppann-	v-pppann-	εἰμί	εἰμί	
1.11.2	77	τῆς	t_2029	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.11.2	78	φήμης	t_2030	n-s---fg-	n-s---fg-	φήμη	φήμη	
1.11.2	79	καὶ	t_2031	c--------	c--------	καί	καί	
1.11.2	80	τοῦ	t_2032	l-s---mg-	l-s---mg-	ὁ	ὁ	
1.11.2	81	νῦν	t_2033	d--------	d--------	νῦν	νῦν	
1.11.2	82	περὶ	t_2034	r--------	r--------	περί	περί	
1.11.2	83	αὐτῶν	t_2035	p-p---ng-	p-p---ng-	αὐτός	αὐτός	
1.11.2	84	διὰ	t_2036	r--------	r--------	διά	διά	
1.11.2	85	τοὺς	t_2037	l-p---ma-	l-p---ma-	ὁ	ὁ	
1.11.2	86	ποιητὰς	t_2038	n-p---ma-	n-p---ma-	ποιητής	ποιητής	
1.11.2	87	λόγου	t_2039	n-s---mg-	n-s---mg-	λόγος	λόγος	
1.11.2	88	κατεσχηκότος	t_2040	v-srpamg-	v-srpamg-	κατέχω	κατέχω	
1.11.2	89	·	t_2041	u--------	u--------	·	punc1	
1.11.3	1	ἀλλὰ	t_2042	d--------		ἀλλά		
1.11.3	2	δι’	t_2043	r--------		διά		
1.11.3	3	ἀχρηματίαν	t_2044	n-s---fa-		ἀχρηματία		
1.11.3	4	τά	t_2045	l-p---nn-		ὁ		
1.11.3	5	τε	t_2046	d--------		τε		
1.11.3	6	πρὸ	t_2047	r--------		πρό		
1.11.3	7	τούτων	t_2048	p-p---ng-		οὗτος		
1.11.3	8	ἀσθενῆ	t_2049	a-p---nn-		ἀσθενής		
1.11.3	9	ἦν	t_2050	v3siia---		εἰμί		
1.11.3	10	καὶ	t_2051	c--------		καί		
1.11.3	11	αὐτά	t_2052	a-p---nn-		αὐτός		
1.11.3	12	γε	t_2053	d--------		γε		
1.11.3	13	δὴ	t_2054	d--------		δή		
1.11.3	14	ταῦτα	t_2055	p-p---nn-		οὗτος		
1.11.3	15	,	t_2056	u--------		,		
1.11.3	16	ὀνομαστότατα	t_2057	a-p---nns		ὀνομαστός		
1.11.3	17	τῶν	t_2058	l-p---ng-		ὁ		
1.11.3	18	πρὶν	t_2059	d--------		πρίν		
1.11.3	19	γενόμενα	t_2060	v-papmnn-		γίγνομαι		
1.11.3	20	,	t_2061	u--------		,		
1.11.3	21	δηλοῦται	t_2062	v3spie---		δηλόω		
1.11.3	22	τοῖς	t_2063	l-p---nd-		ὁ		
1.11.3	23	ἔργοις	t_2064	n-p---nd-		ἔργον		
1.11.3	24	ὑποδεέστερα	t_2065	a-p---nnc		ὑποδεής		
1.11.3	25	ὄντα	t_2066	v-pppann-		εἰμί		
1.11.3	26	τῆς	t_2067	l-s---fg-		ὁ		
1.11.3	27	φήμης	t_2068	n-s---fg-		φήμη		
1.11.3	28	καὶ	t_2069	c--------		καί		
1.11.3	29	τοῦ	t_2070	l-s---mg-		ὁ		
1.11.3	30	νῦν	t_2071	d--------		νῦν		
1.11.3	31	περὶ	t_2072	r--------		περί		
1.11.3	32	αὐτῶν	t_2073	p-p---ng-		αὐτός		
1.11.3	33	διὰ	t_2074	r--------		διά		
1.11.3	34	τοὺς	t_2075	l-p---ma-		ὁ		
1.11.3	35	ποιητὰς	t_2076	n-p---ma-		ποιητής		
1.11.3	36	λόγου	t_2077	n-s---mg-		λόγος		
1.11.3	37	κατεσχηκότος	t_2078	v-srpamg-		κατέχω		
1.11.3	38	·	t_2079	u--------		·		
1.12.1	1	ἐπεὶ	t_2080	d--------	d--------	ἐπεί	ἐπεί	
1.12.1	2	καὶ	t_2081	d--------	d--------	καί	καί	
1.12.1	3	μετὰ	t_2082	r--------	r--------	μετά	μετά	
1.12.1	4	τὰ	t_2083	l-p---na-	l-p---na-	ὁ	ὁ	
1.12.1	5	Τρωικὰ	t_2084	a-p---na-	a-p---na-	τρωικός	Τρωικός	.
1.12.1	6	ἡ	t_2085	l-s---fn-	l-s---fn-	ὁ	ὁ	
1.12.1	7	Ἑλλὰς	t_2086	n-s---fn-	n-s---fn-	ἑλλάς	Ἑλλάς	.
1.12.1	8	ἔτι	t_2087	d--------	d--------	ἔτι	ἔτι	
1.12.1	9	μετανίστατό	t_2088	v3siie---	v3siie---	μετανίστημι	μετανίστημι	
1.12.1	10	τε	t_2089	d--------	d--------	τε	τε	
1.12.1	11	καὶ	t_2090	c--------	c--------	καί	καί	
1.12.1	12	κατῳκίζετο	t_2091	v3siie---	v3siie---	κατοικίζω	κατοικίζω	
1.12.1	13	,	t_2092	u--------	u--------	,	punc1	
1.12.1	14	ὥστε	t_2093	c--------	c--------	ὥστε	ὥστε	
1.12.1	15	μὴ	t_2094	d--------	d--------	μή	μή	
1.12.1	16	ἡσυχάσασαν	t_2095	v-sapafa-	v-sapafa-	ἡσυχάζω	ἡσυχάζω	
1.12.1	17	αὐξηθῆναι	t_2096	v--anp---	v--anp---	αὐξάνω	αὐξάνω	
1.12.1	18	.	t_2097	u--------	u--------	.	punc1	
1.12.2	1	ἥ	t_2098	l-s---fn-	l-s---fn-	ὅς	ὁ	@
1.12.2	2	τε	t_2099	d--------	d--------	τε	τε	
1.12.2	3	γὰρ	t_2100	d--------	d--------	γάρ	γάρ	
1.12.2	4	ἀναχώρησις	t_2101	n-s---fn-	n-s---fn-	ἀναχώρησις	ἀναχώρησις	
1.12.2	5	τῶν	t_2102	l-p---mg-	l-p---mg-	ὁ	ὁ	
1.12.2	6	Ἑλλήνων	t_2103	n-p---mg-	n-p---mg-	ἕλλην	Ἕλλην	.
1.12.2	7	ἐξ	t_2104	r--------	r--------	ἐκ	ἐκ	
1.12.2	8	Ἰλίου	t_2105	n-s---ng-	n-s---ng-	ἴλιον	Ἴλιον	.
1.12.2	9	χρονία	t_2106	a-s---fn-	a-s---fn-	χρόνιος	χρόνιος	
1.12.2	10	γενομένη	t_2107	v-sapmfn-	v-sapmfn-	γίγνομαι	γίγνομαι	
1.12.2	11	πολλὰ	t_2108	a-s---fn-	a-s---fn-	πολύς	πολύς	
1.12.2	12	ἐνεόχμωσε	t_2109	v3saia---	v3saia---	νεοχμόω	νεοχμόω	
1.12.2	13	,	t_2110	u--------	u--------	,	punc1	
1.12.2	14	καὶ	t_2111	c--------	c--------	καί	καί	
1.12.2	15	στάσεις	t_2112	n-p---fn-	n-p---fn-	στάσις	στάσις	
1.12.2	16	ἐν	t_2113	r--------	r--------	ἐν	εἰς	@
1.12.2	17	ταῖς	t_2114	l-p---fd-	l-p---fd-	ὁ	ὁ	
1.12.2	18	πόλεσιν	t_2115	n-p---fd-	n-p---fd-	πόλις	πόλις	
1.12.2	19	ὡς	t_2116	d--------	d--------	ὡς	ὡς	
1.12.2	20	ἐπὶ	t_2117	r--------	r--------	ἐπί	ἐπί	
1.12.2	21	πολὺ	t_2118	a-s---na-	a-s---na-	πολύς	πολύς	
1.12.2	22	ἐγίγνοντο	t_2119	v3piie---	v3piie---	γίγνομαι	γίγνομαι	
1.12.2	23	,	t_2120	u--------	u--------	,	punc1	
1.12.2	24	ἀφ’	t_2121	r--------	r--------	ἀπό	ἀπό	
1.12.2	25	ὧν	t_2122	p-p---fg-	p-p---fg-	ὅς	ὅς	
1.12.2	26	ἐκπίπτοντες	t_2123	v-pppamn-	v-pppamn-	ἐκπίτνω	ἐκπίτνω	
1.12.2	27	τὰς	t_2124	l-p---fa-	l-p---fa-	ὁ	ὁ	
1.12.2	28	πόλεις	t_2125	n-p---fa-	n-p---fa-	πόλις	πόλις	
1.12.2	29	ἔκτιζον	t_2126	v3piia---	v3piia---	κτίζω	κτίζω	
1.12.2	30	.	t_2127	u--------	u--------	.	punc1	
1.12.3	1	Βοιωτοί	t_2128	n-p---mn-	n-p---mn-	βοιωτός	Βοιωτός	.
1.12.3	2	τε	t_2129	d--------	d--------	τε	τε	
1.12.3	3	γὰρ	t_2130	d--------	d--------	γάρ	γάρ	
1.12.3	4	οἱ	t_2131	l-p---mn-	l-p---mn-	ὁ	ὁ	
1.12.3	5	νῦν	t_2132	d--------	d--------	νῦν	νῦν	
1.12.3	6	ἑξηκοστῷ	t_2133	a-s---nd-	a-s---nd-	ἑξηκοστός	ἑξηκοστός	
1.12.3	7	ἔτει	t_2134	n-s---nd-	n-s---nd-	ἔτος	ἔτος	
1.12.3	8	μετὰ	t_2135	r--------	r--------	μετά	μετά	
1.12.3	9	Ἰλίου	t_2136	n-s---ng-	n-s---ng-	ἴλιον	Ἴλιον	.
1.12.3	10	ἅλωσιν	t_2137	n-p---md-	n-s---fa-	ἅλωσις	ἅλωσις	.
1.12.3	11	ἐξ	t_2138	r--------	r--------	ἐκ	ἐκ	
1.12.3	12	Ἄρνης	t_2139	n-s---fg-	n-s---fg-	ἄρνη	Ἄρνη	.
1.12.3	13	ἀναστάντες	t_2140	v-papamn-	v-papamn-	ἀνίστημι	ἀνίστημι	
1.12.3	14	ὑπὸ	t_2141	r--------	r--------	ὑπό	ὑπό	
1.12.3	15	Θεσσαλῶν	t_2142	n-p---fg-	n-p---mg-	θεσσαλός	Θεσσαλός	.
1.12.3	16	τὴν	t_2143	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.12.3	17	νῦν	t_2144	d--------	d--------	νῦν	νῦν	
1.12.3	18	μὲν	t_2145	d--------	d--------	μέν	μέν	
1.12.3	19	Βοιωτίαν	t_2146	n-s---fa-	n-s---fa-	βοιωτία	Βοιωτία	.
1.12.3	20	,	t_2147	u--------	u--------	,	punc1	
1.12.3	21	πρότερον	t_2148	a-s---na-	a-s---na-	πρότερος	πρότερος	
1.12.3	22	δὲ	t_2149	c--------	c--------	δέ	δέ	
1.12.3	23	Καδμηίδα	t_2150	n-s---fa-	n-s---fa-	καδμηίς	Καδμηίς	.
1.12.3	24	γῆν	t_2151	n-s---fa-	n-s---fa-	γῆ	γῆ	
1.12.3	25	καλουμένην	t_2152	v-sppefa-	v-sppefa-	καλέω	καλέω	
1.12.3	26	ᾤκισαν	t_2153	v3paia---	v3paia---	οἰκίζω	οἰκίζω	
1.12.3	27	(	t_2154	u--------	u--------	̔	punc1	
1.12.3	28	ἦν	t_2155	v3siia---	v3siia---	εἰμί	εἰμί	
1.12.3	29	δὲ	t_2156	d--------	d--------	δέ	δέ	
1.12.3	30	αὐτῶν	t_2157	p-p---mg-	p-p---mg-	αὐτός	αὐτός	
1.12.3	31	καὶ	t_2158	d--------	d--------	καί	καί	
1.12.3	32	ἀποδασμὸς	t_2159	n-s---mn-	n-s---mn-	ἀποδασμός	ἀποδασμός	
1.12.3	33	πρότερον	t_2160	a-s---na-	a-s---na-	πρότερος	πρότερος	
1.12.3	34	ἐν	t_2161	r--------	r--------	ἐν	εἰς	@
1.12.3	35	τῇ	t_2162	l-s---fd-	l-s---fd-	ὁ	ὁ	
1.12.3	36	γῇ	t_2163	n-s---fd-	n-s---fd-	γῆ	γῆ	
1.12.3	37	ταύτῃ	t_2164	a-s---fd-	a-s---fd_	οὗτος	οὗτος	.
1.12.3	38	,	t_2165	u--------	u--------	,	punc1	
1.12.3	39	ἀφ’	t_2166	r--------	r--------	ἀπό	ἀπό	
1.12.3	40	ὧν	t_2167	p-p---mg-	p-p---mg-	ὅς	ὅς	
1.12.3	41	καὶ	t_2168	d--------	d--------	καί	καί	
1.12.3	42	ἐς	t_2169	r--------	r--------	εἰς	εἰς	
1.12.3	43	Ἴλιον	t_2170	n-s---na-	n-s---na-	ἴλιος	Ἴλιον	@
1.12.3	44	ἐστράτευσαν	t_2171	v3paia---	v3paia---	στρατεύω	στρατεύω	
1.12.3	45	)	t_2172	u--------	u--------	)	punc1	
1.12.3	46	,	t_2173	u--------	u--------	,	punc1	
1.12.3	47	Δωριῆς	t_2174	n-s---mn-	n-p---mn-	δωριεύς	Δωριεύς	.
1.12.3	48	τε	t_2175	c--------	c--------	τε	τε	
1.12.3	49	ὀγδοηκοστῷ	t_2176	a-s---nd-	a-s---nd-	ὀγδοηκοστός	ὀγδοηκοστός	
1.12.3	50	ἔτει	t_2177	n-s---nd-	n-s---nd-	ἔτος	ἔτος	
1.12.3	51	ξὺν	t_2178	r--------	r--------	σύν	σύν	
1.12.3	52	Ἡρακλείδαις	t_2179	n-p---md-	n-p---md-	ἡρακλείδης	Ἡρακλείδαι	@
1.12.3	53	Πελοπόννησον	t_2180	n-s---fa-	n-s---fa-	πελοπόννησος	Πελοπόννησος	.
1.12.3	54	ἔσχον	t_2181	v3paia---	v3paia---	ἔχω	ἔχω	
1.12.3	55	.	t_2182	u--------	u--------	.	punc1	
1.12.4	1	μόλις	t_2183	d--------	d--------	μόλις	μόλις	
1.12.4	2	τε	t_2184	d--------	d--------	τε	τε	
1.12.4	3	ἐν	t_2185	r--------	r--------	ἐν	ἐν	
1.12.4	4	πολλῷ	t_2186	a-s---md-	a-s---md-	πολύς	πολύς	
1.12.4	5	χρόνῳ	t_2187	n-s---md-	n-s---md-	χρόνος	χρόνος	
1.12.4	6	ἡσυχάσασα	t_2188	v-sapafn-	v-sapafn-	ἡσυχάζω	ἡσυχάζω	
1.12.4	7	ἡ	t_2189	l-s---fn-	l-s---fn-	ὁ	ὁ	
1.12.4	8	Ἑλλὰς	t_2190	n-s---fn-	n-s---fn-	ἑλλάς	Ἑλλάς	.
1.12.4	9	βεβαίως	t_2191	d--------	d--------	βέβαιος	βέβαιος	
1.12.4	10	καὶ	t_2192	c--------	c--------	καί	καί	
1.12.4	11	οὐκέτι	t_2193	d--------	d--------	οὐκέτι	οὐκέτι	
1.12.4	12	ἀνισταμένη	t_2194	v-sppefn-	v-sppefn-	ἀνίστημι	ἀνίστημι	
1.12.4	13	ἀποικίας	t_2195	n-p---fa-	n-p---fa-	ἀποικία	ἀποικία	
1.12.4	14	ἐξέπεμψε	t_2196	v3saia---	v3saia---	ἐκπέμπω	ἐκπέμπω	
1.12.4	15	,	t_2197	u--------	u--------	,	punc1	
1.12.4	16	καὶ	t_2198	c--------	c--------	καί	καί	
1.12.4	17	Ἴωνας	t_2199	n-p---ma-	n-p---ma-	ἴωνες	Ἴωνες	.
1.12.4	18	μὲν	t_2200	d--------	d--------	μέν	μέν	
1.12.4	19	Ἀθηναῖοι	t_2201	n-p---mn-	n-p---mn-	ἀθηναῖος	Ἀθηναῖος	.
1.12.4	20	καὶ	t_2202	c--------	c--------	καί	καί	
1.12.4	21	νησιωτῶν	t_2203	n-p---mg-	n-p---mg-	νησιώτης	νησιώτης	
1.12.4	22	τοὺς	t_2204	l-p---ma-	l-p---ma-	ὁ	ὁ	
1.12.4	23	πολλοὺς	t_2205	a-p---ma-	a-p---ma-	πολύς	πολύς	
1.12.4	24	ᾤκισαν	t_2206	v3paia---	v3paia---	οἰκίζω	οἰκίζω	
1.12.4	25	,	t_2207	u--------	u--------	,	punc1	
1.12.4	26	Ἰταλίας	t_2208	n-s---fg-	n-s---fg-	ἰταλία	Ἰταλία	.
1.12.4	27	δὲ	t_2209	c--------	c--------	δέ	δέ	
1.12.4	28	καὶ	t_2210	c--------	c--------	καί	καί	
1.12.4	29	Σικελίας	t_2211	n-s---fg-	n-s---fg-	σικελία	Σικελία	.
1.12.4	30	τὸ	t_2212	l-s---na-	l-s---na-	ὁ	ὁ	
1.12.4	31	πλεῖστον	t_2213	a-s---na-	a-s---na-	πλεῖστος	πλεῖστος	
1.12.4	32	Πελοποννήσιοι	t_2214	n-p---mn-	n-p---mn-	πελοποννήσιοι	Πελοποννήσιοι	.
1.12.4	33	τῆς	t_2215	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.12.4	34	τε	t_2216	c--------	c--------	τε	τε	
1.12.4	35	ἄλλης	t_2217	a-s---fg-	a-s---fg_	ἄλλος	ἄλλος	.
1.12.4	36	Ἑλλάδος	t_2218	n-s---fg-	n-s---fg-	ἑλλάς	Ἑλλάς	.
1.12.4	37	ἔστιν	t_2219	v3spia---	v3spia---	εἰμί	εἰμί	
1.12.4	38	ἃ	t_2220	a-p---nn-	a-p---nn_	ὅς	ὅς	.
1.12.4	39	χωρία	t_2221	n-p---nn-	n-p---nn-	χωρίον	χωρίον	
1.12.4	40	.	t_2222	u--------	u--------	.	punc1	
1.12.4	41	πάντα	t_2223	a-p---nn-	a-p---nn-	πᾶς	πᾶς	
1.12.4	42	δὲ	t_2224	d--------	d--------	δέ	δέ	
1.12.4	43	ταῦτα	t_2225	p-p---nn-	p-p---nn-	οὗτος	οὗτος	
1.12.4	44	ὕστερον	t_2226	a-s---na-	n-s---na-	ὕστερος	ὕστερον	@
1.12.4	45	τῶν	t_2227	l-p---ng-	l-p---ng-	ὁ	ὁ	
1.12.4	46	Τρωικῶν	t_2228	a-p---ng-	a-p---ng-	τρωικός	Τρωικός	.
1.12.4	47	ἐκτίσθη	t_2229	v3saip---	v3saip---	ἐκτίνω	κτίζω	@
1.12.4	48	.	t_2230	u--------	u--------	.	punc1	
1.13.1	1	δυνατωτέρας	t_2231	a-s---fgc	a-s---fgc	δυνατός	δυνατός	
1.13.1	2	δὲ	t_2232	d--------	d--------	δέ	δέ	
1.13.1	3	γιγνομένης	t_2233	v-sppefg-	v-sppefg-	γίγνομαι	γίγνομαι	
1.13.1	4	τῆς	t_2234	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.13.1	5	Ἑλλάδος	t_2235	n-s---fg-	n-s---fg-	ἑλλάς	Ἑλλάς	.
1.13.1	6	καὶ	t_2236	c--------	c--------	καί	καί	
1.13.1	7	τῶν	t_2237	l-p---ng-	l-p---ng-	ὁ	ὁ	
1.13.1	8	χρημάτων	t_2238	n-p---ng-	n-p---ng-	χρῆμα	χρῆμα	
1.13.1	9	τὴν	t_2239	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.13.1	10	κτῆσιν	t_2240	n-s---fa-	n-s---fa-	κτῆσις	κτῆσις	
1.13.1	11	ἔτι	t_2241	d--------	d--------	ἔτι	ἔτι	
1.13.1	12	μᾶλλον	t_2242	d-------c	d--------	μᾶλλον	μᾶλλον	.
1.13.1	13	ἢ	t_2243	c--------	c--------	ἤ1	ἤ1	
1.13.1	14	πρότερον	t_2244	a-s---na-	a-s---na-	πρότερος	πρότερος	
1.13.1	15	ποιουμένης	t_2245	v-sppefg-	v-sppefg-	ποιέω	ποιέω	
1.13.1	16	τὰ	t_2246	l-p---na-	l-p---na-	ὁ	ὁ	
1.13.1	17	πολλὰ	t_2247	a-p---na-	a-p---na-	πολύς	πολύς	
1.13.1	18	τυραννίδες	t_2248	n-p---fn-	n-p---fn-	τυραννίς	τυραννίς	
1.13.1	19	ἐν	t_2249	r--------	r--------	ἐν	ἐν	
1.13.1	20	ταῖς	t_2250	l-p---fd-	l-p---fd-	ὁ	ὁ	
1.13.1	21	πόλεσι	t_2251	n-p---fd-	n-p---fd-	πόλις	πόλις	
1.13.1	22	καθίσταντο	t_2252	v3piie---	v3piie---	καθίστημι	καθίστημι	
1.13.1	23	,	t_2253	u--------	u--------	,	punc1	
1.13.1	24	τῶν	t_2254	l-p---fg-	l-p---fg-	ὁ	ὁ	
1.13.1	25	προσόδων	t_2255	n-p---fg-	n-p---fg-	πρόσοδος	πρόσοδος	
1.13.1	26	μειζόνων	t_2256	a-p---fgc	a-p---fgc	μέγας	μέγας	
1.13.1	27	γιγνομένων	t_2257	v-pppefg-	v-pppefg-	γίγνομαι	γίγνομαι	
1.13.1	28	(	t_2258	u--------	u--------	̔	punc1	
1.13.1	29	πρότερον	t_2259	a-s---na-	a-s---na-	πρότερος	πρότερος	
1.13.1	30	δὲ	t_2260	d--------	d--------	δέ	δέ	
1.13.1	31	ἦσαν	t_2261	v3piia---	v3piia---	εἰμί	εἰμί	
1.13.1	32	ἐπὶ	t_2262	r--------	r--------	ἐπί	ἐπί	
1.13.1	33	ῥητοῖς	t_2263	a-p---nd-	a-p---nd-	ῥητός	ῥητός	
1.13.1	34	γέρασι	t_2264	n-p---nd-	n-p---nd-	γέρας	γέρας	
1.13.1	35	πατρικαὶ	t_2265	a-p---fn-	a-p---fn-	πατρικός	πατρικός	
1.13.1	36	βασιλεῖαι	t_2266	n-p---fn-	n-p---fn-	βασίλεια	βασιλεία	.
1.13.1	37	)	t_2267	u--------	u--------	)	punc1	
1.13.1	38	,	t_2268	u--------	u--------	,	punc1	
1.13.1	39	ναυτικά	t_2269	n-p---na-	a-p---na-	ναυτικός	ναυτικός	.
1.13.1	40	τε	t_2270	d--------	d--------	τε	τε	
1.13.1	41	ἐξηρτύετο	t_2271	v3siie---	v3siie---	ἐξαρτύω	ἐξαρτύω	
1.13.1	42	ἡ	t_2272	l-s---fn-	l-s---fn-	ὁ	ὁ	
1.13.1	43	Ἑλλάς	t_2273	n-s---fn-	n-s---fn-	ἑλλάς	Ἑλλάς	.
1.13.1	44	,	t_2274	u--------	u--------	,	punc1	
1.13.1	45	καὶ	t_2275	c--------	c--------	καί	καί	
1.13.1	46	τῆς	t_2276	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.13.1	47	θαλάσσης	t_2277	n-s---fg-	n-s---fg-	θάλασσα	θάλασσα	
1.13.1	48	μᾶλλον	t_2278	d--------	d--------	μᾶλλον	μᾶλλον	
1.13.1	49	ἀντείχοντο	t_2279	v3piie---	v3piie---	ἀντέχω	ἀντέχω	
1.13.1	50	.	t_2280	u--------	u--------	.	punc1	
1.13.2	1	πρῶτοι	t_2281	a-p---mn-	a-p---mn-	πρῶτος	πρῶτος	
1.13.2	2	δὲ	t_2282	d--------	d--------	δέ	δέ	
1.13.2	3	Κορίνθιοι	t_2283	n-p---mn-	n-p---mn-	κορίνθιος	Κορίνθιος	.
1.13.2	4	λέγονται	t_2284	v3ppie---	v3ppie---	λέγω3	λέγω3	
1.13.2	5	ἐγγύτατα	t_2285	a-p---nas	a-p---na-	ἐγγύς	ἐγγύτατος	@
1.13.2	6	τοῦ	t_2286	l-s---mg-	l-s---mg-	ὁ	ὁ	
1.13.2	7	νῦν	t_2287	d--------	d--------	νῦν	νῦν	
1.13.2	8	τρόπου	t_2288	n-s---mg-	n-s---mg-	τρόπος	τρόπος	
1.13.2	9	μεταχειρίσαι	t_2289	v--ana---	v--ana---	μεταχειρίζω	μεταχειρίζω	
1.13.2	10	τὰ	t_2290	l-p---na-	l-p---na-	ὁ	ὁ	
1.13.2	11	περὶ	t_2291	r--------	r--------	περί	περί	
1.13.2	12	τὰς	t_2292	l-p---fa-	l-p---fa-	ὁ	ὁ	
1.13.2	13	ναῦς	t_2293	n-p---fa-	n-p---fa-	ναῦς	ναῦς	
1.13.2	14	,	t_2294	u--------	u--------	,	punc1	
1.13.2	15	καὶ	t_2295	c--------	c--------	καί	καί	
1.13.2	16	τριήρεις	t_2296	n-p---fa-	n-p---fn-	τριήρης	τριήρης	.
1.13.2	17	ἐν	t_2297	r--------	r--------	ἐν	ἐν	
1.13.2	18	Κορίνθῳ	t_2298	n-s---fd-	n-s---fd-	κόρινθος	Κόρινθος	.
1.13.2	19	πρῶτον	t_2299	a-s---na-	a-s---na-	πρῶτος	πρῶτος	
1.13.2	20	τῆς	t_2300	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.13.2	21	Ἑλλάδος	t_2301	n-s---fg-	n-s---fg-	ἑλλάς	Ἑλλάς	.
1.13.2	22	ναυπηγηθῆναι	t_2302	v--anp---	v--anp---	ναυπηγέω	ναυπηγέω	
1.13.2	23	.	t_2303	u--------	u--------	.	punc1	
1.13.3	1	φαίνεται	t_2304	v3spie---	v3spie---	φαίνω	φαίνω	
1.13.3	2	δὲ	t_2305	d--------	d--------	δέ	δέ	
1.13.3	3	καὶ	t_2306	d--------	d--------	καί	καί	
1.13.3	4	Σαμίοις	t_2307	n-p---md-	n-p---md-	σάμιος	Σάμιος	.
1.13.3	5	Ἀμεινοκλῆς	t_2308	n-s---mn-	n-s---mn-	ἀμεινοκλῆς	Ἀμεινοκλῆς	.
1.13.3	6	Κορίνθιος	t_2309	a-s---mn-	a-s---mn-	κορίνθιος	Κορίνθιος	.
1.13.3	7	ναυπηγὸς	t_2310	n-s---mn-	n-s---mn-	ναυπηγός	ναυπηγός	
1.13.3	8	ναῦς	t_2311	n-p---fa-	n-p---fa-	ναῦς	ναῦς	
1.13.3	9	ποιήσας	t_2312	v-sapamn-	v-sapamn-	ποιέω	ποιέω	
1.13.3	10	τέσσαρας	t_2313	a-p---fa-	n-p---fa-	τέσσαρες	τέσσαρες	.
1.13.3	11	·	t_2314	u--------	u--------	·	punc1	
1.13.3	12	ἔτη	t_2315	n-p---na-	n-p---nn-	ἔτος	ἔτος	.
1.13.3	13	δ᾽	t_2316	d--------	d--------	δέ	δέ	
1.13.3	14	ἐστὶ	t_2317	v3spia---	v3spia---	εἰμί	εἰμί	
1.13.3	15	μάλιστα	t_2318	d--------	d--------	μάλιστα	μάλιστα	
1.13.3	16	τριακόσια	t_2319	a-p---nn-	a-p---nn-	τριακόσιοι	τριακόσιοι	
1.13.3	17	ἐς	t_2320	r--------	r--------	εἰς	εἰς	
1.13.3	18	τὴν	t_2321	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.13.3	19	τελευτὴν	t_2322	n-s---fa-	n-s---fa-	τελευτή	τελευτή	
1.13.3	20	τοῦδε	t_2323	a-s---mg-	a-s---mg_	ὅδε	ὅδε	.
1.13.3	21	τοῦ	t_2324	l-s---mg-	l-s---mg-	ὁ	ὁ	
1.13.3	22	πολέμου	t_2325	n-s---mg-	n-s---mg-	πόλεμος	πόλεμος	
1.13.3	23	ὅτε	t_2326	c--------	c--------	ὅτε	ὅτε	
1.13.3	24	Ἀμεινοκλῆς	t_2327	n-s---mn-	n-s---mn-	ἀμεινοκλῆς	Ἀμεινοκλῆς	.
1.13.3	25	Σαμίοις	t_2328	n-p---md-	n-p---md-	σάμιος	Σάμιος	.
1.13.3	26	ἦλθεν	t_2329	v3saia---	v3saia---	ἔρχομαι	ἔρχομαι	
1.13.3	27	.	t_2330	u--------	u--------	.	punc1	
1.13.4	1	ναυμαχία	t_2331	n-s---fn-	n-s---fn-	ναυμαχία	ναυμαχία	
1.13.4	2	τε	t_2332	d--------	d--------	τε	τε	
