ref	idx	token	oga_id	glaux_id	oga_postag	glaux_postag	gorman_postag	oga_lemma	glaux_lemma	gorman_lemma	mismatch_oga_gorman|mismatch_glaux_gorman|mismatch_oga_glaux
1	1	περὶ	t_1	102426909	r--------	r--------	r--------	περί	περί	περί	||
1	2	πολλοῦ	t_2	102426910	a-s---ng-	a-s---mg-	a-s---mg-	πολύς	πολύς	πολύς	||
1	3	ἂν	t_3	102426911	d--------	g--------	d--------	ἄν	ἄν	ἄν1	||
1	4	ποιησαίμην	t_4	102426912	v1saom---	v1saom---	v1saom---	ποιέω	ποιέω	ποιέω	||
1	5	,	t_5	102426913	u--------	u--------	u--------	,	,	,	||
1	6	ὦ	t_6	102426914	i--------	i--------	i--------	ὦ	ὦ	ὦ	||
1	7	ἄνδρες	t_7	102426915	n-p---mv-	n-p---mv-	n-p---mv-	ἀνήρ	ἀνήρ	ἀνήρ	||
1	8	,	t_8	102426916	u--------	u--------	u--------	,	,	,	||
1	9	τὸ	t_9	102426917	l-s---na-	l-s---na-	l-s---na-	ὁ	ὁ	ὁ	||
1	10	τοιούτους	t_10	102426918	a-p---ma-	p-p---ma-	a-p---ma_	τοιοῦτος	τοιοῦτος	τοιοῦτος	||
1	11	ὑμᾶς	t_11	102426919	p-p---ma-	p2p---ca-	p2p---ma-	σύ	σύ	σύ	||
1	12	ἐμοὶ	t_12	102426920	p-s---md-	p1s---cd-	p1s---md-	ἐγώ	ἐγώ	ἐγώ	||
1	13	δικαστὰς	t_13	102426921	n-p---ma-	n-p---ma-	n-p---ma-	δικαστής	δικαστής	δικαστής	||
1	14	περὶ	t_14	102426922	r--------	r--------	r--------	περί	περί	περί	||
1	15	τούτου	t_15	102426923	a-s---ng-	p-s---ng-	a-s---ng_	οὗτος	οὗτος	οὗτος	||
1	16	τοῦ	t_16	102426924	l-s---ng-	l-s---ng-	l-s---ng-	ὁ	ὁ	ὁ	||
1	17	πράγματος	t_17	102426925	n-s---ng-	n-s---ng-	n-s---ng-	πρᾶγμα	πρᾶγμα	πρᾶγμα	||
1	18	γενέσθαι	t_18	102426926	v--anm---	v--anm---	v--anm---	γίγνομαι	γίγνομαι	γίγνομαι	||
1	19	,	t_19	102426927	u--------	u--------	u--------	,	,	,	||
1	20	οἷοίπερ	t_20	102426928	a-p---mn-	p-p---mn-	a-p---mn-	οἷος	οἷος	οἷος	||
1	21	ἂν	t_21	102426929	d--------	g--------	d--------	ἄν	ἄν	ἄν1	||
1	22	ὑμῖν	t_22	102426930	p-p---md-	p2p---cd-	p2p---md-	σύ	σύ	σύ	||
1	23	αὐτοῖς	t_23	102426931	a-p---md-	p-p---md-	a-p---md_	αὐτός	αὐτός	αὐτός	||
1	24	εἴητε	t_24	102426932	v2ppsa---	v2ppoa---	v2ppoa---	εἰμί	εἰμί	εἰμί	||
1	25	τοιαῦτα	t_25	102426933	p-p---na-	p-p---na-	p-p---na-	τοιοῦτος	τοιοῦτος	τοιοῦτος	||
1	26	πεπονθότες	t_26	102426934	v-prpamn-	v-prpamn-	v-prpamn-	πάσχω	πάσχω	πάσχω	||
1	27	·	t_27	102426935	u--------	u--------	u--------	·	·	·	||
1	28	εὖ	t_28	102426936	d--------	d--------	d--------	εὖ	εὖ	εὖ	||
1	29	γὰρ	t_29	102426937	d--------	g--------	d--------	γάρ	γάρ	γάρ	||
1	30	οἶδʼ	t_30	102426938	v1sria---	v3sria---	v3sria---	οἶδα	οἶδα	οἶδα	||
1	31	ὅτι	t_31	102426939	c--------	c--------	c--------	ὅτι	ὅτι	ὅτι2	||
1	32	,	t_32	102426940	u--------	u--------	u--------	,	,	,	||
1	33	εἰ	t_33	102426941	c--------	c--------	c--------	εἰ	εἰ	εἰ	||
1	34	τὴν	t_34	102426942	l-s---fa-	l-s---fa-	l-s---fa-	ὁ	ὁ	ὁ	||
1	35	αὐτὴν	t_35	102426943	a-s---fa-	p-s---fa-	a-s---fa_	αὐτός	αὐτός	αὐτός	||
1	36	γνώμην	t_36	102426944	n-s---fa-	n-s---fa-	n-s---fa-	γνώμη	γνώμη	γνώμη	||
1	37	περὶ	t_37	102426945	r--------	r--------	r--------	περί	περί	περί	||
1	38	τῶν	t_38	102426946	l-p---ng-	l-p---mg-	l-p---mg-	ὁ	ὁ	ὁ	||
1	39	ἄλλων	t_39	102426947	p-p---mg-	p-p---mg-	p-p---mg-	ἄλλος	ἄλλος	ἄλλος	||
1	40	ἔχοιτε	t_40	102426948	v2ppoa---	v2ppoa---	v2ppoa---	ἔχω	ἔχω	ἔχω	||
1	41	,	t_41	102426949	u--------	u--------	u--------	,	,	,	||
1	42	ἥνπερ	t_42	102426950	p-s---fa-	p-s---fa-	p-s---fa-	ὅς	ὅς	ὅς	||
1	43	περὶ	t_43	102426951	r--------	r--------	r--------	περί	περί	περί	||
1	44	ὑμῶν	t_44	102426952	p-p---mg-	p2p---cg-	p2p---mg-	σύ	σύ	σύ	||
1	45	αὐτῶν	t_45	102426953	a-p---mg-	p-p---mg-	a-p---mg_	αὐτός	αὐτός	αὐτός	||
1	46	,	t_46	102426954	u--------	u--------	u--------	,	,	,	||
1	47	οὐκ	t_47	102426955	d--------	d--------	d--------	οὐ	οὐ	οὐ	||
1	48	ἂν	t_48	102426956	d--------	g--------	d--------	ἄν	ἄν	ἄν1	||
1	49	εἴη	t_49	102426957	v3spoa---	v3spoa---	v3spoa---	εἰμί	εἰμί	εἰμί	||
