token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	πρότερος	d-------c	πρότερος	πρότερος	d-------c	d-------c	
2	μέν	g--------	μέν	μέν	d--------	g--------	
3	,	u--------	,	,	u--------	u--------	
4	ὦ	i--------	ὦ	ὦ	i--------	i--------	
5	βουλή	n-s---fv-	βουλή	βουλή	n-s---fv-	n-s---fv-	
6	,	u--------	,	,	u--------	u--------	
7	νομίζω	v1siia---	νομίζω	νομίζω	v1siia---	v1siia---	
8	ἔξεστι	v--pna---	ἔξεστι	ἔξεστι	v--pna---	v--pna---	
9	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
10	βούλομαι	v-sppmmd-	βούλομαι	βούλομαι	v-sppemd-	v-sppmmd-	
11	,	u--------	,	,	u--------	u--------	
12	ἡσυχία	n-s---fa-	ἡσυχία	ἡσυχία	n-s---fa-	n-s---fa-	
13	ἄγω	v-sppamd-	ἄγω	ἄγω	v-sppamd-	v-sppamd-	
14	,	u--------	,	,	u--------	u--------	
15	μή	d--------	μή	μή	d--------	d--------	
16	τε	d--------	τε		d--------		oga_only
17	δίκη	n-p---fa-	δίκη		n-p---fa-		oga_only
18	ἔχω	v--pna---	ἔχω		v--pna---		oga_only
19	μή	d--------	μή		d--------		oga_only
20	τε	c--------	τε		c--------		oga_only
21	πρᾶγμα	n-p---na-	πρᾶγμα		n-p---na-		oga_only
22	·	u--------	·		u--------		oga_only
23	νυνί	d--------	νυνί	νυνί	d--------	d--------	
24	δέ	c--------	δέ	δέ	d--------	c--------	
25	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
26	ἀπροσδόκητος	d--------	ἀπροσδόκητος	ἀπροσδόκητος	d--------	d--------	
27	αἰτία	n-p---fd-	αἰτία	αἰτία	n-p---fd-	n-p---fd-	
28	καί	c--------	καί	καί	c--------	c--------	
29	πονηρός	a-p---md-	πονηρός	πονηρός	a-p---md-	a-p---md-	
30	συκοφάντης	n-p---md-	συκοφάντης	συκοφάντης	n-p---md-	n-p---md-	
31	περιπίπτω	v1sria---	περιπίπτω	περιπίπτω	v1sria---	v1sria---	
32	,	u--------	,	,	u--------	u--------	
33	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
34	εἰ	c--------	εἰ	εἰ	c--------	c--------	
35	πως	d--------	πως	πως	d--------	d--------	
36	οἷος	p-s---nn-	οἷος	οἷος	a-s---nn-	p-s---nn-	
37	τε	g--------	τε	τε	d--------	g--------	
38	,	u--------	,	,	u--------	u--------	
39	δοκέω	v3spia---	δοκέω	δοκέω	v3spia---	v3spia---	
40	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p1s---md-	p-s---cd-	
41	δέω	v--pna---	δεῖ	δέω	v--pna---	v--pna---	DISAGREE
42	καί	c--------	καί	καί	d--------	c--------	
43	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
44	μή	d--------	μή	μή	d--------	d--------	
45	γίγνομαι	v-prpama-	γίγνομαι	γίγνομαι	v-prpama-	v-prpama-	
46	ἤδη	d--------	ἤδη	ἤδη	d--------	d--------	
47	δείδω	v--rna---	δείδω	δείδω	v--rna---	v--rna---	
48	περί	r--------	περί	περί	r--------	r--------	
49	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
50	μέλλω	v-pppang-	μέλλω	μέλλω	v-pppang-	v-pppang-	
51	εἰμί	v--fnm---	εἰμί	εἰμί	v--fnm---	v--fnm---	
52	·	u--------		·		u--------	glaux_only
53	διά	r--------	διά	διά	r--------	r--------	
54	γάρ	g--------	γάρ	γάρ	d--------	g--------	
55	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
56	τοιοῦτος	p-p---ma-	τοιοῦτος	τοιοῦτος	p-p---ma-	p-p---ma-	
57	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
58	κίνδυνος	n-p---mn-	κίνδυνος	κίνδυνος	n-p---mn-	n-p---mn-	
59	κοινός	a-p---mn-	κοινός	κοινός	a-p---mn-	a-p---mn-	
60	γίγνομαι	v3ppim---	γίγνομαι	γίγνομαι	v3ppie---	v3ppim---	
61	καί	c--------	καί	καί	d--------	c--------	
62	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
63	μηδείς	p-s---na-	μηδείς	μηδείς	p-s---na-	p-s---na-	
64	ἀδικέω	v-pppamd-	ἀδικέω	ἀδικέω	v-pppamd-	v-pppamd-	
65	καί	c--------	καί	καί	c--------	c--------	
66	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
67	πολύς	a-p---na-	πολύς	πολύς	a-p---na-	a-p---na-	
68	ἁμαρτάνω	v-prpamd-	ἁμαρτάνω	ἁμαρτάνω	v-prpamd-	v-prpamd-	
69	.	u--------	.	.	u--------	u--------	
70	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
71	δέ	c--------	δέ	δέ	d--------	c--------	
72	ἄπορος	a-s---mn-	ἄπορος	ἄπορος	a-s---mn-	a-s---mn-	
73	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
74	ἀγών	n-s---mn-	ἀγών	ἀγών	n-s---mn-	n-s---mn-	
75	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p1s---md-	p-s---cd-	
76	καθίστημι	v3sria---	καθίστημι	καθίστημι	v3sria---	v3sria---	
77	,	u--------	,	,	u--------	u--------	
78	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
79	ἀπογράφω	v1saip---	ἀπογράφω	ἀπογράφω	v1saip---	v1saip---	
80	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
81	μέν	g--------	μέν	μέν	d--------	g--------	
82	πρῶτος	a-s---na-	πρῶτος	πρῶτος	a-s---na-	a-s---na-	
83	ἐλαύνω	v--pna---	ἐλαύνω	ἐλαύνω	v--pna---	v--pna---	
84	ἐκ	r--------	ἐκ	ἐκ	r--------	r--------	
85	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
86	γῆ	n-s---fg-	γῆ	γῆ	n-s---fg-	n-s---fg-	
87	ἀφανίζω	v--pna---	ἀφανίζω	ἀφανίζω	v--pna---	v--pna---	
88	,	u--------	,	,	u--------	u--------	
89	καί	c--------	καί	καί	c--------	c--------	
90	πρός	r--------	πρός	πρός	r--------	r--------	
91	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
92	ὠνέομαι	v-prpmma-	ὠνέομαι	ὠνέομαι	v-prpema-	v-prpmma-	
93	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
94	καρπός	n-p---ma-	καρπός1	καρπός	n-p---ma-	n-p---ma-	
95	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
96	μόριον	n-p---ng-	μόριον	μόριον	n-p---ng-	n-p---ng-	
97	πυνθάνομαι	v-pppmmn-	πυνθάνομαι	πυνθάνομαι	v-pppemn-	v-pppmmn-	
98	προσέρχομαι	v3piia---	πρόσειμι1	προσέρχομαι	v3piia---	v3piia---	DISAGREE
99	·	u--------	·	·	u--------	u--------	
100	ἐπειδή	c--------	ἐπεί	ἐπειδή	c--------	c--------	DISAGREE
101	δέ	c--------	δέ	δέ	d--------	c--------	
102	ἐκ	r--------	ἐκ	ἐκ	r--------	r--------	
103	οὗτος	p-s---mg-	οὗτος	οὗτος	a-s---mg-	p-s---mg-	
104	ὁ	l-s---mg-	ὁ	ὁ	l-s---mg-	l-s---mg-	
105	τρόπος	n-s---mg-	τρόπος	τρόπος	n-s---mg-	n-s---mg-	
106	ἀδικέω	v-sppama-	ἀδικέω	ἀδικέω	v-sppama-	v-sppama-	
107	ἐγώ	p-s---ca-	ἐγώ	ἐγώ	p1s---ma-	p-s---ca-	
108	οὐδείς	p-s---na-	οὐδείς	οὐδείς	p-s---na-	p-s---na-	
109	εὑρίσκω	v--ana---	εὑρίσκω	εὑρίσκω	v--ana---	v--ana---	
110	δύναμαι	v3paip---	δύναμαι	δύναμαι	v3paip---	v3paip---	
111	,	u--------	,	,	u--------	u--------	
112	νυνί	d--------	νυνί	νυνί	d--------	d--------	
113	ἐγώ	p-s---ca-	ἐγώ	ἐγώ	a-s---na-	p-s---ca-	
114	σηκός	n-s---ma-	σηκός	σηκός	a-s---na-	n-s---ma-	
115	φημί	v3ppia---	φημί	φημί	v3ppia---	v3ppia---	
116	ἀφανίζω	v--pna---	ἀφανίζω	ἀφανίζω	v--pna---	v--pna---	
117	,	u--------	,	,	u--------	u--------	
118	ἡγέομαι	v-pppmmn-	ἡγέομαι	ἡγέομαι	v-pppmmn-	v-pppmmn-	
