token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	εἰμί	v3ppia---	εἰμί	εἰμί	v3ppia---	v3ppia---	
2	τις	p-p---cn-	τις	τις	p-p---mn-	p-p---cn-	
3	ὅς	p-p---mn-	ὅς	ὅς	p-p---mn-	p-p---mn-	
4	μέγας	a-s---na-	μέγας	μέγας	a-s---na-	a-s---na-	
5	φρονέω	v3ppia---	φρονέω	φρονέω	v3ppia---	v3ppia---	
6	,	u--------	,	,	u--------	u--------	
7	ἐάν	c--------	ἐάν	ἐάν	c--------	c--------	
8	ὑπόθεσις	n-s---fa-	ὑπόθεσις	ὑπόθεσις	n-s---fa-	n-s---fa-	
9	ἄτοπος	a-s---fa-	ἄτοπος	ἄτοπος	a-s---fa-	a-s---fa-	
10	καί	c--------	καί	καί	c--------	c--------	
11	παράδοξος	a-s---fa-	παράδοξος	παράδοξος	a-s---fa-	a-s---fa-	
12	ποιέω	v-papmmn-	ποιέω	ποιέω	v-papmmn-	v-papmmn-	
13	περί	r--------	περί	περί	r--------	r--------	
14	οὗτος	p-s---fg-	οὗτος	οὗτος	p-s---fg-	p-s---fg-	
15	ἀνεκτός	d--------	ἀνεκτός	ἀνεκτός	d--------	d--------	
16	λέγω	v--ana---	εἶπον	λέγω	v--ana---	v--ana---	DISAGREE
17	δύναμαι	v3pasp---	δύναμαι	δύναμαι	v3pasp---	v3pasp---	
18	·	u--------	·	·	u--------	u--------	
19	καί	c--------	καί	καί	d--------	c--------	
20	καταγηράσκω	v3pria---	καταγηράσκω	καταγηράσκω	v3pria---	v3pria---	
21	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
22	μέν	g--------	μέν	μέν	d--------	g--------	
23	οὐ	d--------	οὐ	οὐ	d--------	d--------	
24	φάσκω	v-pppamn-	φάσκω	φάσκω	v-pppamn-	v-pppamn-	
25	οἷος	p-s---na-	οἷος	οἷος	a-s---na-	p-s---na-	
26	τε	c--------	τε	τε	d--------	c--------	
27	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
28	ψευδής	a-p---na-	ψευδής	ψευδής	a-p---na-	a-p---na-	
29	λέγω	v--pna---	λέγω3	λέγω	v--pna---	v--pna---	
30							unmatched
31	ἀντιλέγω	v--pna---	ἀντιλέγω	ἀντιλέγω	v--pna---	v--pna---	
32	οὐ	d--------	οὐ	οὐ	d--------	d--------	
33	δέ	c--------	δέ		c--------		oga_only
34	δύο	a--------	δύο		a--------		oga_only
35	λόγος	n-p---ng-	λόγος		n-p---ng-		oga_only
36	περί	r--------	περί		r--------		oga_only
37	ὁ	l-p---ng-	ὁ		l-p---ng-		oga_only
38	αὐτός	a-p---ng-	αὐτός		a-p---ng-		oga_only
39	πρᾶγμα	n-p---ng-	πρᾶγμα		n-p---ng-		oga_only
40	ἀντεῖπον	v--ana---	ἀντεῖπον		v--ana---		oga_only
41	,	u--------	,		u--------		oga_only
42	ὁ	l-p---mn-	ὁ		l-p---mn-		oga_only
43	δέ	d--------	δέ		d--------		oga_only
44	διέξειμι	v-pppamn-	διέξειμι		v-pppamn-		oga_only
45	ὡς	c--------	ὡς		c--------		oga_only
46	ἄνδριος	n-s---fn-	ἄνδριος		n-s---fn-		oga_only
47	καί	c--------	καί	καί	d--------	c--------	
48	σοφία	n-s---fn-	σοφία		n-s---fn-		oga_only
49	καί	c--------	καί	καί	c--------	c--------	
50	δικαιοσύνη	n-d---fn-	δικαιοσύνη		n-d---fn-		oga_only
51	ὁ	l-s---nn-	ὁ		l-s---nn-		oga_only
52	αὐτός	p-s---nn-	αὐτός		p-s---nn-		oga_only
53	εἰμί	v3spia---	εἰμί		v3spia---		oga_only
54	,	u--------	,		u--------		oga_only
55	καί	c--------	καί		c--------		oga_only
56	φύσις	n-s---fd-	φύσις		n-s---fd-		oga_only
57	μέν	d--------	μέν		d--------		oga_only
58	οὐδείς	p-s---na-	οὐδείς		p-s---na-		oga_only
59	αὐτός	p-p---ng-	αὐτός		p-p---ng-		oga_only
60	ἔχω	v1ppia---	ἔχω		v1ppia---		oga_only
61	,	u--------	,		u--------		oga_only
62	εἷς	a-s---fn-	εἷς		a-s---fn-		oga_only
63	δέ	c--------	δέ		c--------		oga_only
64	ἐπιστήμη	n-s---fn-	ἐπιστήμη		n-s---fn-		oga_only
65	κατά	r--------	κατά		r--------		oga_only
66	ἅπας	a-p---ng-	ἅπας		a-p---ng-		oga_only
67	εἰμί	v3spia---	εἰμί		v3spia---		oga_only
68							unmatched
69	ἄλλος	p-p---mn-	ἄλλος		p-p---mn-		oga_only
70	δέ	c--------	δέ	δέ	d--------	c--------	
71	περί	r--------	περί		r--------		oga_only
72	ὁ	l-p---fa-	ὁ		l-p---fa-		oga_only
73	ἔρις	n-p---fa-	ἔρις		n-p---fa-		oga_only
74	διατρίβω	v3ppia---	διατρίβω		v3ppia---		oga_only
75	ὁ	l-p---fa-	ὁ		l-p---fa-		oga_only
76	οὐδείς	p-s---na-	οὐδείς		p-s---na-		oga_only
77	μέν	d--------	μέν		d--------		oga_only
78	ὠφελέω	v-pppafa-	ὠφελέω		v-pppafa-		oga_only
79	,	u--------	,		u--------		oga_only
80	πρᾶγμα	n-p---na-	πρᾶγμα		n-p---na-		oga_only
81	δέ	c--------	δέ		c--------		oga_only
82	παρέχω	v--pna---	παρέχω		v--pna---		oga_only
83	ὁ	l-p---md-	ὁ		l-p---md-		oga_only
84	πλησιάζω	v3ppia---	πλησιάζω		v3ppia---		oga_only
85	δύναμαι	v-pppefa-	δύναμαι		v-pppefa-		oga_only
86	.	u--------	.		u--------		oga_only
87	ἐγώ	p-s---cn-	ἐγώ	ἐγώ	p1s---mn-	p-s---cn-	
88	δέ	c--------	δέ	δέ	d--------	c--------	
89	εἰ	c--------	εἰ	εἰ	c--------	c--------	
90	μέν	g--------	μέν	μέν	d--------	g--------	
91	ὁράω	v1siia---	ὁράω	ὁράω	v1siia---	v1siia---	
92	νεωστί	d--------	νεωστί	νεωστί	d--------	d--------	
93	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
94	περιεργία	n-s---fa-	περιεργία	περιεργία	n-s---fa-	n-s---fa-	
95	οὗτος	p-s---fa-	οὗτος	οὗτος	a-s---fa-	p-s---fa-	
96	ἐν	r--------	ἐν	ἐν	r--------	r--------	
97	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
98	λόγος	n-p---md-	λόγος	λόγος	n-p---md-	n-p---md-	
99	ἐγγίγνομαι	v-srpmfa-	ἐγγίγνομαι	ἐγγίγνομαι	v-srpefa-	v-srpmfa-	
100	καί	c--------	καί	καί	c--------	c--------	
101	οὗτος	p-p---ma-	οὗτος	οὗτος	p-p---ma-	p-p---ma-	
102	ἐπί	r--------	ἐπί	ἐπί	r--------	r--------	
103	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
104	καινότης	n-s---fd-	καινότης	καινότης	n-s---fd-	n-s---fd-	
105	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
106	εὑρίσκω	v-prpmng-	εὑρίσκω	εὑρίσκω	v-prpeng-	v-prpmng-	
107	φιλοτιμέομαι	v-pppmma-	φιλοτιμέομαι	φιλοτιμέομαι	v-pppema-	v-pppmma-	
108	,	u--------	,	,	u--------	u--------	
109	οὐ	d--------	οὐ	οὐ	d--------	d--------	
110	ἄν	g--------	ἄν	ἄν	d--------	g--------	
111	ὅμοιος	d--------	ὅμοιος	ὅμοιος	d--------	d--------	
112	θαυμάζω	v1siia---	θαυμάζω	θαυμάζω	v1siia---	v1siia---	
113	αὐτός	p-p---mg-	αὐτός	αὐτός	p-p---ng-	p-p---mg-	
114	·	u--------	·	·	u--------	u--------	
115	νῦν	d--------	νῦν	νῦν	d--------	d--------	
116	δέ	c--------	δέ	δέ	d--------	c--------	
117	τίς	p-s---cn-	τις	τίς	p-s---mn-	p-s---cn-	
118	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
119	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
120	ὀψιμαθής	a-s---mn-	ὀψιμαθής	ὀψιμαθής	a-s---mn-	a-s---mn-	
121	,	u--------	,	,	u--------	u--------	
122	ὅστις	p-s---mn-	ὅστις	ὅστις	p-s---mn-	p-s---mn-	
123	οὐ	d--------	οὐ	οὐ	d--------	d--------	
124	οἶδα	v3sria---	οἶδα	οἶδα	v3sria---	v3sria---	
125	Πρωταγόρας	n-s---ma-	πρωταγόρας	Πρωταγόρας	n-s---ma-	n-s---ma-	
126	καί	c--------	καί	καί	c--------	c--------	
127	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
128	κατά	r--------	κατά	κατά	r--------	r--------	
129	ἐκεῖνος	p-s---ma-	ἐκεῖνος	ἐκεῖνος	a-s---ma-	p-s---ma-	
130	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
131	χρόνος	n-s---ma-	χρόνος	χρόνος	n-s---ma-	n-s---ma-	
132	γίγνομαι	v-papmma-	γίγνομαι	γίγνομαι	v-papmma-	v-papmma-	
133	σοφιστής	n-p---ma-	σοφιστής	σοφιστής	n-p---ma-	n-p---ma-	
134	,	u--------	,	,	u--------	u--------	
135	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
136	καί	c--------	καί	καί	d--------	c--------	
137	τοιοῦτος	p-p---na-	τοιοῦτος	τοιοῦτος	a-p---na-	p-p---na-	
138	καί	c--------	καί	καί	c--------	c--------	
139	πολύς	a-s---na-	πολύς	πολύς	a-s---na-	a-s---na-	
140	οὗτος	p-p---ng-	οὗτος	οὗτος	p-p---ng-	p-p---ng-	
141	πραγματώδης	a-p---nac	σύντομος	πραγματώδης	a-p---nac	a-p---nac	DISAGREE
142	σύγγραμμα	n-p---na-	σύγγραμμα	σύγγραμμα	n-p---na-	n-p---na-	
143	καταλείπω	v3paia---	καταλιμπάνω	καταλείπω	v3paia---	v3paia---	DISAGREE
144	ἐγώ	p-p---cd-	ἐγώ	ἐγώ	p1p---md-	p-p---cd-	
145	;	u--------	;	;	u--------	u--------	
146	πῶς	d--------	πῶς	πῶς	d--------	d--------	
147	γάρ	g--------	γάρ	γάρ	d--------	g--------	
148	ἄν	g--------	ἄν	ἄν	d--------	g--------	
149	τις	p-s---cn-	τις	τις	p-s---mn-	p-s---cn-	
150	ὑπερβάλλω	v3saom---	ὑπερβάλλω	ὑπερβάλλω	v3saom---	v3saom---	
151	Γοργίας	n-s---ma-	γοργίας	Γοργίας	n-s---ma-	n-s---ma-	
152	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
153	τολμάω	v-sapama-	τολμάω	τολμάω	v-sapama-	v-sapama-	
154	λέγω	v--pna---	λέγω3	λέγω	v--pna---	v--pna---	
155	ὡς	c--------	ὡς	ὡς	c--------	c--------	
156	οὐδείς	p-s---nn-	οὐδείς	οὐδείς	p-s---nn-	p-s---nn-	
157	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
158	εἰμί	v-pppang-	εἰμί	εἰμί	v-pppang-	v-pppang-	
159	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
160	,	u--------	,	,	u--------	u--------	
161	ἤ	c--------	ἤ1	ἤ	c--------	c--------	
162	Ζήνων	n-s---ma-	ζήνων	Ζήνων	n-s---ma-	n-s---ma-	
163	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
164	ὁ	l-p---na-	ὁ		l-p---na-		oga_only
165	αὐτός	p-p---na-	αὐτός		p-p---na-		oga_only
166	δυνατός	a-p---na-	δυνατός	δυνατός	a-p---na-	a-p---na-	
167	καί	c--------	καί	καί	c--------	c--------	
168	πάλιν	d--------	πάλιν	πάλιν	d--------	d--------	
169	ἀδύνατος	a-p---na-	ἀδύνατος	ἀδύνατος	a-p---na-	a-p---na-	
170	πειράω	v-sppmma-	πειράω	πειράω	v-sppema-	v-sppmma-	
171	ἀποφαίνω	v--pna---	ἀποφαίνω	ἀποφαίνω	v--pna---	v--pna---	
172	,	u--------	,	,	u--------	u--------	
173	ἤ	c--------	ἤ1	ἤ	c--------	c--------	
174	Μέλισσος	n-s---ma-	μέλισσος	Μέλισσος	n-s---ma-	n-s---ma-	
175	ὅς	p-s---mn-	ὅς	ὅς	p-s---mn-	p-s---mn-	
176	ἄπειρος	a-p---ng-	ἀπείρων	ἄπειρος	a-s---mnc	a-p---ng-	DISAGREE
177	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
178	πλῆθος	n-s---na-	πλῆθος	πλῆθος	n-s---na-	n-s---na-	
179	φύζω	v-prpang-	φύζω	φύζω	v-prpang-	v-prpang-	
180	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
181	πρᾶγμα	n-p---ng-	πρᾶγμα	πρᾶγμα	n-p---ng-	n-p---ng-	
182	ὡς	c--------	ὡς	ὡς	d--------	c--------	
183	εἷς	m-s---ng-	εἷς	εἷς	a-s---ng-	m-s---ng-	
184	εἰμί	v-sppang-	εἰμί	εἰμί	v-sppamg-	v-sppang-	
185	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
186	πᾶς	p-s---ng-	πᾶς	πᾶς	a-s---ng-	p-s---ng-	
187	ἐπιχειρέω	v3saia---	ἐπιχειρέω	ἐπιχειρέω	v3saia---	v3saia---	
188	ἀπόδειξις	n-p---fa-	ἀπόδειξις	ἀπόδειξις	n-p---fa-	n-p---fa-	
189	εὑρίσκω	v--pna---	εὑρίσκω	εὑρίσκω	v--pna---	v--pna---	
190	;	u--------		;		u--------	glaux_only
191	ἄλλος	p-p---na-	ἄλλος	ἄλλος	d--------	p-p---na-	
192	ὅμως	d--------	ὅμως	ὅμως	d--------	d--------	
193	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
194	φανερός	d--------	φανερός	φανερός	d--------	d--------	
195	ἐκεῖνος	p-p---mg-	ἐκεῖνος	ἐκεῖνος	p-p---mg-	p-p---mg-	
196	ἐπιδείκνυμι	v-papamg-	ἐπιδείκνυμι	ἐπιδείκνυμι	v-papamg-	v-papamg-	
197	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
198	ῥᾴδιος	a-s---nn-	ῥᾴδιος	ῥᾴδιος	a-s---nn-	a-s---nn-	
199	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
200	,	u--------	,	,	u--------	u--------	
201	περί	r--------	περί	περί	r--------	r--------	
202	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
203	ἄν	g--------	ἄν	ἄν	d--------	g--------	
204	τις	p-s---cn-	τις	τις	p-s---mn-	p-s---cn-	
205	προτίθημι	v3sasm---	προτίθημι	προτίθημι	v3sasm---	v3sasm---	
206	,	u--------	,	,	u--------	u--------	
207	ψευδής	a-s---ma-	ψευδής	ψευδής	a-s---ma-	a-s---ma-	
208	μηχανάομαι	v--anm---	μηχανάομαι	μηχανάομαι	v--anm---	v--anm---	
209	λόγος	n-s---ma-	λόγος	λόγος	n-s---ma-	n-s---ma-	
210	,	u--------	,	,	u--------	u--------	
211	ἔτι	d--------	ἔτι	ἔτι	d--------	d--------	
212	περί	r--------	περί	περί	r--------	r--------	
213	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
214	τόπος	n-s---ma-	τόπος	τόπος	n-s---ma-	n-s---ma-	
215	οὗτος	p-s---ma-	οὗτος	οὗτος	a-s---ma-	p-s---ma-	
216	διατρίβω	v3ppia---	διατρίβω	διατρίβω	v3ppia---	v3ppia---	
217	·	u--------	·	·	u--------	u--------	
218	ὅς	p-p---ma-	ὅς	ὅς	p-p---ma-	p-p---ma-	
219	χρή	v3siia---	χρή	χρή	v3siia---	v3siia---	
220	ἀφίημι	v-papmma-	ἀφίημι	ἀφίημι	v-papmma-	v-papmma-	
221	οὗτος	p-s---fg-	οὗτος	οὗτος	a-s---fg-	p-s---fg-	
222	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
223	τερθρεία	n-s---fg-	τερθρεία	τερθρεία	n-s---fg-	n-s---fg-	
224	,	u--------	,	,	u--------	u--------	
225	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
226	ἐν	r--------	ἐν	ἐν	r--------	r--------	
227	μέν	g--------	μέν	μέν	d--------	g--------	
228	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
229	λόγος	n-p---md-	λόγος	λόγος	n-p---md-	n-p---md-	
230	ἐξελέγχω	v--pna---	ἐξελέγχω	ἐξελέγχω	v--pna---	v--pna---	
231	προσποιέω	v-sppmfg-	προσποιέω	προσποιέω	v-sppefg-	v-sppmfg-	
232	,	u--------	,	,	u--------	u--------	
233	ἐν	r--------	ἐν	ἐν	r--------	r--------	
234	δέ	c--------	δέ	δέ	c--------	c--------	
235	ὁ	l-p---nd-	ὁ	ὁ	l-p---nd-	l-p---nd-	
236	ἔργον	n-p---nd-	ἔργον	ἔργον	n-p---nd-	n-p---nd-	
237	πολύς	a-s---ma-	πολύς	πολύς	a-s---ma-	a-s---ma-	
238	ἤδη	d--------	ἤδη	ἤδη	d--------	d--------	
239	χρόνος	n-s---ma-	χρόνος	χρόνος	n-s---ma-	n-s---ma-	
240	ἐξελέγχω	v-srpmfg-	ἐξελέγχω	ἐξελέγχω	v-srpefg-	v-srpmfg-	
241	,	u--------	,	,	u--------	u--------	
242	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
243	ἀλήθεια	n-s---fa-	ἀλήθεια	ἀλήθεια	n-s---fa-	n-s---fa-	
244	διώκω	v--pna---	διώκω	διώκω	v--pna---	v--pna---	
245	,	u--------	,	,	u--------	u--------	
246	καί	c--------	καί	καί	c--------	c--------	
247	περί	r--------	περί	περί	r--------	r--------	
248	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
249	πρᾶξις	n-p---fa-	πρᾶξις	πρᾶξις	n-p---fa-	n-p---fa-	
250	ἐν	r--------	ἐν	ἐν	r--------	r--------	
251	ὅς	p-p---fd-	ὅς	ὅς	p-p---fd-	p-p---fd-	
252	πολιτεύω	v1ppim---	πολιτεύω	πολιτεύω	v1ppie---	v1ppim---	
253	,	u--------	,	,	u--------	u--------	
254	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
255	σύνειμι	v-pppama-	σύνειμι	σύνειμι	v-pppama-	v-pppama-	
256	παιδεύω	v--pna---	παιδεύω	παιδεύω	v--pna---	v--pna---	
257	,	u--------	,	,	u--------	u--------	
258	καί	c--------	καί	καί	c--------	c--------	
259	περί	r--------	περί	περί	r--------	r--------	
260	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
261	ἐμπειρία	n-s---fa-	ἐμπειρία	ἐμπειρία	n-s---fa-	n-s---fa-	
262	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
263	οὗτος	p-p---mg-	οὗτος	οὗτος	p-p---mg-	p-p---mg-	
264	γυμνάζω	v--pna---	γυμνάζω	γυμνάζω	v--pna---	v--pna---	
265	,	u--------	,	,	u--------	u--------	
266	ἐνθυμέομαι	v-pppmma-	ἐνθυμέομαι	ἐνθυμέομαι	v-pppema-	v-pppmma-	
267	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
268	πολύς	a-s---na-	πολύς	πολύς	a-s---na-	a-s---na-	
269	κρατύς	a-s---nnc	κρείσσων	κρατύς	a-s---nnc	a-s---nnc	DISAGREE
270	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
