token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
2	θαυμάζω	v1saia---	θαυμάζω	θαυμάζω	v1saia---	v1saia---	
3	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
4	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
5	πανήγυρις	n-p---fa-	πανήγυρις	πανήγυρις	n-p---fa-	n-p---fa-	
6	συνάγω	v-papamg-	συνάγω	συνάγω	v-papamg-	v-papamg-	
7	καί	c--------	καί	καί	c--------	c--------	
8	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
9	γυμνικός	a-p---ma-	γυμνικός	γυμνικός	a-p---ma-	a-p---ma-	
10	ἀγών	n-p---ma-	ἀγών	ἀγών	n-p---ma-	n-p---ma-	
11	καθίστημι	v-papamg-	καθίστημι	καθίστημι	v-papamg-	v-papamg-	
12	,	u--------	,	,	u--------	u--------	
13	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
14	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
15	μέν	g--------	μέν	μέν	d--------	g--------	
16	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
17	σῶμα	n-p---ng-	σῶμα	σῶμα	n-p---ng-	n-p---ng-	
18	εὐτυχία	n-p---fa-	εὐτυχία	εὐτυχία	n-p---fa-	n-p---fa-	
19	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
20	μέγας	a-p---fg-	μέγας	μέγας	a-p---fg-	a-p---fg-	
21	δωρεά	n-p---fg-	δωρεά	δωρεά	n-p---fg-	n-p---fg-	
22	ἀξιόω	v3paia---	ἀξιόω	ἀξιόω	v3paia---	v3paia---	
23	,	u--------	,	,	u--------	u--------	
24	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
25	δέ	c--------	δέ	δέ	c--------	c--------	
26	ὑπέρ	r--------	ὑπέρ	ὑπέρ	r--------	r--------	
27	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
28	κοινός	a-p---ng-	κοινός	κοινός	a-p---ng-	a-p---ng-	
29	ἴδιος	a-s---fd-	ἴδιος	ἴδιος	a-s---fd-	a-s---fd-	
30	πονέω	v-papamd-	πονέω	πονέω	v-papamd-	v-papamd-	
31	καί	c--------	καί	καί	c--------	c--------	
32	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
33	ἑαυτοῦ	p-p---mg-	ἑαυτοῦ	ἑαυτοῦ	p-p---mg-	p-p---mg-	
34	ψυχή	n-p---fa-	ψυχή	ψυχή	n-p---fa-	n-p---fa-	
35	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
36	παρασκευάζω	v-papamd-	παρασκευάζω	παρασκευάζω	v-papamd-	v-papamd-	
37	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
38	καί	c--------	καί	καί	d--------	c--------	
39	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
40	ἄλλος	p-p---ma-	ἄλλος	ἄλλος	p-p---ma-	p-p---ma-	
41	ὠφελέω	v--pna---	ὠφελέω	ὠφελέω	v--pna---	v--pna---	
42	δύναμαι	v--pnm---	δύναμαι	δύναμαι	v--pne---	v--pnm---	
43	,	u--------	,	,	u--------	u--------	
44	οὗτος	p-p---md-	οὗτος	οὗτος	p-p---md-	p-p---md-	
45	δέ	c--------	δέ	δέ	d--------	c--------	
46	οὐδείς	p-s---fa-	οὐδείς	οὐδείς	a-s---fa-	p-s---fa-	
47	τιμή	n-s---fa-	τιμή	τιμή	n-s---fa-	n-s---fa-	
48	ἀπονέμω	v3paia---	ἀπονέμω	ἀπονέμω	v3paia---	v3paia---	
49	·	u--------	·	·	u--------	u--------	
50	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
51	ἔοικα	v-srpann-	ἔοικα	ἔοικα	v-srpann-	v-srpann-	
52	εἰμί	v3siia---	εἰμί	εἰμί	v3siia---	v3siia---	
53	αὐτός	p-p---ma-	αὐτός	αὐτός	p-p---ma-	p-p---ma-	
54	μάλα	d-------c	μᾶλλον	μάλα	d--------	d-------c	DISAGREE
55	ποιέω	v--anm---	ποιέω	ποιέω	v--anm---	v--anm---	
56	πρόνοια	n-s---fa-	πρόνοια	πρόνοια	n-s---fa-	n-s---fa-	
57	·	u--------	·	·	u--------	u--------	
58	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
59	μέν	g--------	μέν	μέν	d--------	g--------	
60	γάρ	g--------	γάρ	γάρ	d--------	g--------	
61	ἀθλητής	n-p---mg-	ἀθλητής	ἀθλητής	n-p---mg-	n-p---mg-	
62	δίς	d--------	δίς	δίς	d--------	d--------	
63	τοσοῦτος	p-s---fa-	τοσοῦτος	τοσοῦτος	a-s---fa-	p-s---fa-	
64	ῥώμη	n-s---fa-	ῥώμη	ῥώμη	n-s---fa-	n-s---fa-	
65	λαμβάνω	v-papamg-	λαμβάνω	λαμβάνω	v-papamg-	v-papamg-	
66	οὐδείς	p-s---nn-	οὐδείς	οὐδείς	p-s---nn-	p-s---nn-	
67	ἄν	g--------	ἄν	ἄν	d--------	g--------	
68	πολύς	a-s---nnc	πλέος	πολύς	a-s---nnc	a-s---nnc	DISAGREE
69	γίγνομαι	v3saom---	γίγνομαι	γίγνομαι	v3saom---	v3saom---	
70	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
71	ἄλλος	p-p---md-	ἄλλος	ἄλλος	p-p---md-	p-p---md-	
72	,	u--------	,	,	u--------	u--------	
73	εἷς	m-s---mg-	εἷς	εἷς	a-s---mg-	m-s---mg-	
74	δέ	c--------	δέ	δέ	c--------	c--------	
75	ἀνήρ	n-s---mg-	ἀνήρ	ἀνήρ	n-s---mg-	n-s---mg-	
76	εὖ	d--------	εὖ	εὖ	d--------	d--------	
77	φρονέω	v-sapamg-	φρονέω	φρονέω	v-sapamg-	v-sapamg-	
78	ἅπας	p-p---mn-	ἅπας	ἅπας	a-p---mn-	p-p---mn-	
79	ἄν	g--------	ἄν	ἄν	d--------	g--------	
80	ἀπολαύω	v3paoa---	ἀπολαύω	ἀπολαύω	v3paoa---	v3paoa---	
