token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	οὐ	d--------	οὐ	οὐ	d--------	d--------	
2	ἄρχω	v--anm---	ἄρχω	ἄρχω	v--anm---	v--anm---	
3	ἐγώ	p1s---cd-	ἐγώ	ἐγώ	p1s---md-	p1s---cd-	
4	δοκέω	v3spia---	δοκέω	δοκέω	v3spia---	v3spia---	
5	ἄπορος	a-s---na-	ἄπορος	ἄπορος	a-s---nn-	a-s---na-	
6	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
7	,	u--------	,	,	u--------	u--------	
8	ὦ	i--------	ὦ	ὦ	i--------	i--------	
9	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
10	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
11	,	u--------	,	,	u--------	u--------	
12	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
13	κατηγορία	n-s---fg-	κατηγορία	κατηγορία	n-s---fg-	n-s---fg-	
14	,	u--------	,	,	u--------	u--------	
15	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
16	παύω	v--anm---	παύω	παύω	v--anm---	v--anm---	
17	λέγω	v-sppamd-	λέγω3	λέγω	v-sppamd-	v-sppamd-	
18	·	u--------	·	·	u--------	u--------	
19	τοιοῦτος	p-p---nn-	τοιοῦτος	τοιοῦτος	a-p---nn-	p-p---nn-	
20	αὐτός	p-p---md-	αὐτός	αὐτός	p-p---nd-	p-p---md-	
21	ὁ	l-s---na-	ὁ	ὁ	l-s---nn-	l-s---na-	
22	μέγεθος	n-s---na-	μέγεθος	μέγεθος	n-s---nn-	n-s---na-	
23	καί	b--------	καί	καί	c--------	b--------	
24	τοσοῦτος	p-p---nn-	τοσοῦτος	τοσοῦτος	a-p---nn-	p-p---nn-	
25	ὁ	l-s---na-	ὁ	ὁ	l-s---nn-	l-s---na-	
26	πλῆθος	n-s---na-	πλῆθος	πλῆθος	n-s---nn-	n-s---na-	
27	ἐργάζομαι	v3srim---	ἐργάζομαι	ἐργάζομαι	v3srie---	v3srim---	
28	,	u--------	,	,	u--------	u--------	
29	ὥστε	c--------	ὥστε	ὥστε	c--------	c--------	
30							unmatched
31	ἄν	g--------	ἄν	ἄν	d--------	g--------	
32	ψεύδω	v-sppmma-	ψεύδω	ψεύδω	v-sppema-	v-sppmma-	
33	δεινός	a-p---nac	δεινός	δεινός	a-p---nac	a-p---nac	
34	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
35	ὑπάρχω	v-pppang-	ὑπάρχω	ὑπάρχω	v-pppang-	v-pppang-	
36	κατηγορέω	v--ana---	κατηγορέω	κατηγορέω	v--ana---	v--ana---	
37	,	u--------	,	,	u--------	u--------	
38	μή	d--------	μή	μή	d--------	d--------	
39	τε	c--------	τε		c--------		oga_only
40	ὁ	l-p---na-	ὁ		l-p---na-		oga_only
41	ἀληθής	a-p---na-	ἀληθής		a-p---na-		oga_only
42	βούλομαι	v-sppema-	βούλομαι		v-sppema-		oga_only
43	εἶπον	v--ana---	εἶπον		v--ana---		oga_only
44	ἅπας	a-p---na-	ἅπας		a-p---na-		oga_only
45	δύναμαι	v--pne---	δύναμαι		v--pne---		oga_only
46	,	u--------	,		u--------		oga_only
47	ἀλλά	c--------	ἀλλά		c--------		oga_only
48	ἀνάγκη	n-s---fn-	ἀνάγκη		n-s---fn-		oga_only
49	ἤ	b--------	ἤ1	ἤ	d--------	b--------	
50	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
51	κατήγορος	a-s---ma-	κατήγορος		a-s---ma-		oga_only
52	ἀπεῖπον	v--ana---	ἀπεῖπον		v--ana---		oga_only
53	ἤ1	c--------	ἤ1		c--------		oga_only
54	ὁ	l-s---ma-	ὁ		l-s---ma-		oga_only
55	χρόνος	n-s---ma-	χρόνος		n-s---ma-		oga_only
56	ἐπιλείπω	v--ana---	ἐπιλείπω		v--ana---		oga_only
57							unmatched
58	ὁ	l-s---na-	ὁ		l-s---na-		oga_only
59	ἐναντίος	a-s---na-	ἐναντίος		a-s---na-		oga_only
60	δέ	d--------	δέ		d--------		oga_only
61	ἐγώ	p1s---md-	ἐγώ		p1s---md-		oga_only
62	δοκέω	v1ppia---	δοκέω		v1ppia---		oga_only
63	πάσχω	v--fnm---	πάσχω		v--fnm---		oga_only
64	ἤ1	c--------	ἤ1		c--------		oga_only
65	ἐν	r--------	ἐν		r--------		oga_only
66	ὁ	l-s---md-	ὁ		l-s---md-		oga_only
67	πρό	r--------	πρό		r--------		oga_only
68	ὁ	l-s---ng-	ὁ		l-s---ng-		oga_only
69	χρόνος	n-s---md-	χρόνος		n-s---md-		oga_only
70							unmatched
71	πρότερος	a-s---na-	πρότερος		a-s---na-		oga_only
72	μέν	d--------	μέν		d--------		oga_only
73	γάρ	d--------	γάρ		d--------		oga_only
74	δεῖ	v3siia---	δεῖ		v3siia---		oga_only
75	ὁ	l-s---fa-	ὁ		l-s---fa-		oga_only
76	ἔχθρα	n-s---fa-	ἔχθρα		n-s---fa-		oga_only
77	ὁ	l-p---ma-	ὁ		l-p---ma-		oga_only
78	κατηγορέω	v-pppama-	κατηγορέω		v-pppama-		oga_only
79	ἐπιδείκνυμι	v--ana---	ἐπιδείκνυμι		v--ana---		oga_only
80	,	u--------	,		u--------		oga_only
81	ὅστις	p-s---fn-	ὅστις		p-s---fn-		oga_only
82	εἰμί	v3spoa---	εἰμί		v3spoa---		oga_only
83	πρός	r--------	πρός		r--------		oga_only
84	ὁ	l-p---ma-	ὁ		l-p---ma-		oga_only
85	φεύγω	v-pppama-	φεύγω		v-pppama-		oga_only
86	·	u--------	·		u--------		oga_only
87	νυνί	d--------	νυνί	νυνί	d--------	d--------	
88	δέ	b--------	δέ	δέ	d--------	b--------	
89	παρά	r--------	παρά	παρά	r--------	r--------	
90	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
91	φεύγω	v-pppamg-	φεύγω	φεύγω	v-pppamg-	v-pppamg-	
92	χρή	v3spia---	χρή	χρή	v3spia---	v3spia---	
93	πυνθάνομαι	v--pnm---	πυνθάνομαι	πυνθάνομαι	v--pne---	v--pnm---	
94	ὅστις	p-s---fn-	ὅστις	ὅστις	a-s---fn-	p-s---fn-	
95	εἰμί	v3siia---	εἰμί	εἰμί	v3siia---	v3siia---	
96	αὐτός	p-p---md-	αὐτός	αὐτός	p-p---md-	p-p---md-	
97	πρός	r--------	πρός	πρός	r--------	r--------	
98	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
99	πόλις	n-s---fa-	πόλις	πόλις	n-s---fa-	n-s---fa-	
100	ἔχθρα	n-s---fn-	ἔχθρα	ἔχθρα	n-s---fn-	n-s---fn-	
101	,	u--------	,	,	u--------	u--------	
102	ἀντί	r--------	ἀντί	ἀντί	r--------	r--------	
103	ὅστις	p-s---ng-	ὅστις	ὅστις	p-s---ng-	p-s---ng-	
104	τοιοῦτος	p-p---na-	τοιοῦτος	τοιοῦτος	p-p---na-	p-p---na-	
105	τολμάω	v3piia---	τολμάω	τολμάω	v3paia---	v3piia---	
106	εἰς	r--------	εἰς	εἰς	r--------	r--------	
107	αὐτός	p-s---fa-	αὐτός	αὐτός	p-s---fa-	p-s---fa-	
108	ἐξαμαρτάνω	v--pna---	ἐξαμαρτάνω	ἐξαμαρτάνω	v--pna---	v--pna---	
109	.	u--------	.	.	u--------	u--------	
110	οὐ	d--------	οὐ	οὐ	d--------	d--------	
111	μέντοι	g--------	μέντοι	μέντοι	d--------	g--------	
112	ὡς	d--------	ὡς	ὡς	c--------	d--------	
113	οὐ	d--------	οὐ	οὐ	d--------	d--------	
114	ἔχω	v-sppamn-	ἔχω	ἔχω	v-sppamn-	v-sppamn-	
115	οἰκεῖος	a-p---fa-	οἰκεῖος	οἰκεῖος	a-p---fa-	a-p---fa-	
116	ἔχθρα	n-p---fa-	ἔχθρα	ἔχθρα	n-p---fa-	n-p---fa-	
117	καί	b--------	καί	καί	c--------	b--------	
118	συμφορά	n-p---fa-	συμφορά	συμφορά	n-p---fa-	n-p---fa-	
119	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
120	λόγος	n-p---ma-	λόγος	λόγος	n-p---ma-	n-p---ma-	
121	ποιέω	v1spim---	ποιέω	ποιέω	v1spie---	v1spim---	
122	,	u--------	,	,	u--------	u--------	
123	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
124	ὡς	d--------	ὡς	ὡς	c--------	d--------	
125	ἅπας	a-p---md-	ἅπας	ἅπας	a-p---md-	a-p---md-	
126	πολύς	a-s---fg-	πολύς	πολύς	a-s---fg-	a-s---fg-	
127	ἀφθονία	n-s---fg-	ἀφθονία	ἀφθονία	n-s---fg-	n-s---fg-	
128	εἰμί	v-sppafg-	εἰμί	εἰμί	v-sppafg-	v-sppafg-	
129	ὑπέρ	r--------	ὑπέρ	ὑπέρ	r--------	r--------	
130	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
131	ἴδιος	a-p---ng-	ἴδιος	ἴδιος	a-p---ng-	a-p---ng-	
132	ἤ	b--------	ἤ1	ἤ	c--------	b--------	
133	ὑπέρ	r--------	ὑπέρ	ὑπέρ	r--------	r--------	
134	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
135	δημόσιος	a-p---ng-	δημόσιος	δημόσιος	a-p---ng-	a-p---ng-	
136	ὀργίζω	v--pnm---	ὀργίζω	ὀργίζω	v--pne---	v--pnm---	
137	.	u--------		.		u--------	glaux_only
138	ἐγώ	p1s---cn-	ἐγώ	ἐγώ	p1s---mn-	p1s---cn-	
139	μέν	g--------	μέν	μέν	d--------	g--------	
140	οὖν	g--------	οὖν	οὖν	d--------	g--------	
141	,	u--------	,	,	u--------	u--------	
142	ὦ	i--------	ὦ	ὦ	i--------	i--------	
143	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
144	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
145	,	u--------	,	,	u--------	u--------	
146							unmatched
147	ἐμαυτοῦ	p1s---mg-	ἐμαυτοῦ	ἐμαυτοῦ	p-s---mg-	p1s---mg-	
148	πώποτε	d--------	πώποτε	πώποτε	d--------	d--------	
149	οὐ	d--------	οὐ	οὐ	d--------	d--------	
150	τε	c--------	τε		c--------		oga_only
151	ἀλλότριος	a-p---na-	ἀλλότριος		a-p---na-		oga_only
152	πρᾶγμα	n-p---na-	πρᾶγμα		n-p---na-		oga_only
153	πράσσω	v-sapamn-	πράσσω		v-sapamn-		oga_only
154	νῦν	d--------	νῦν		d--------		oga_only
155	ἀναγκάζω	v1srie---	ἀναγκάζω		v1srie---		oga_only
156	ὑπό	r--------	ὑπό		r--------		oga_only
157	ὁ	l-p---ng-	ὁ		l-p---ng-		oga_only
158	γίγνομαι	v-prpeng-	γίγνομαι		v-prpeng-		oga_only
159	οὗτος	p-s---mg-	οὗτος		p-s---mg-		oga_only
160	κατηγορέω	v--pna---	κατηγορέω		v--pna---		oga_only
161	,	u--------	,		u--------		oga_only
162	ὥστε	c--------	ὥστε		c--------		oga_only
163	πολλάκις	d--------	πολλάκις		d--------		oga_only
164	εἰς	r--------	εἰς		r--------		oga_only
165	πολύς	a-s---fa-	πολύς		a-s---fa-		oga_only
166	ἀθυμία	n-s---fa-	ἀθυμία		n-s---fa-		oga_only
167	καθίστημι	v1saia---	καθίστημι		v1saia---		oga_only
168	,	u--------	,		u--------		oga_only
169	μή	c--------	μή		c--------		oga_only
170	διά	r--------	διά		r--------		oga_only
171	ὁ	l-s---fa-	ὁ		l-s---fa-		oga_only
172	ἀπειρία	n-s---fa-	ἀπειρία		n-s---fa-		oga_only
173	ἀνάξιος	d--------	ἀνάξιος		d--------		oga_only
174	καί	c--------	καί		c--------		oga_only
175	ἀδύνατος	d--------	ἀδύνατος		d--------		oga_only
176	ὑπέρ	r--------	ὑπέρ		r--------		oga_only
177	ὁ	l-s---mg-	ὁ		l-s---mg-		oga_only
178	ἀδελφός	n-s---mg-	ἀδελφός		n-s---mg-		oga_only
179	καί	c--------	καί		c--------		oga_only
180	ἐμαυτοῦ	p-s---mg-	ἐμαυτοῦ		p-s---mg-		oga_only
181	ὁ	l-s---fa-	ὁ		l-s---fa-		oga_only
182	κατηγορία	n-s---fa-	κατηγορία		n-s---fa-		oga_only
183	ποιέω	v1sasm---	ποιέω		v1sasm---		oga_only
184	.	u--------	.		u--------		oga_only
185	ὅμως	d--------	ὅμως		d--------		oga_only
