token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ὅταν	c--------	ὅταν	ὅταν	c--------	c--------	
2	,	u--------	,	,	u--------	u--------	
3	ὦ	i--------	ὦ	ὦ	i--------	i--------	
4	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
5	Ἀθηναῖος	a-p---mv-	ἀθηναῖος	Ἀθηναῖος	a-p---mv-	a-p---mv-	
6	,	u--------	,	,	u--------	u--------	
7	λόγος	n-p---mn-	λόγος	λόγος	n-p---mn-	n-p---mn-	
8	γίγνομαι	v3ppsm---	γίγνομαι	γίγνομαι	v3ppse---	v3ppsm---	
9	περί	r--------	περί	περί	r--------	r--------	
10	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
11	Φίλιππος	n-s---mn-	φίλιππος	Φίλιππος	n-s---mn-	n-s---mn-	
12	πράσσω	v3spia---	πράσσω	πράσσω	v3spia---	v3spia---	
13	καί	c--------	καί	καί	c--------	c--------	
14	βιάζω	v3spim---	βιάζω	βιάζω	v3spie---	v3spim---	
15	παρά	r--------	παρά	παρά	r--------	r--------	
16	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
17	εἰρήνη	n-s---fa-	εἰρήνη	εἰρήνη	n-s---fa-	n-s---fa-	
18	,	u--------	,	,	u--------	u--------	
19	ἀεί	d--------	ἀεί	ἀεί	d--------	d--------	
20	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
21	ὑπέρ	r--------	ὑπέρ	ὑπέρ	r--------	r--------	
22	ἐγώ	p-p---cg-	ἐγώ	ἐγώ	p-p---mg-	p-p---cg-	
23	λόγος	n-p---ma-	λόγος	λόγος	n-p---ma-	n-p---ma-	
24	καί	c--------	καί	καί	d--------	c--------	
25	δίκαιος	a-p---ma-	δίκαιος	δίκαιος	a-p---ma-	a-p---ma-	
26	καί	c--------	καί	καί	c--------	c--------	
27	φιλάνθρωπος	a-p---ma-	φιλάνθρωπος	φιλάνθρωπος	a-p---ma-	a-p---ma-	
28	ὁράω	v1spia---	ὁράω	ὁράω	v1spia---	v1spia---	
29	φαίνω	v-pppmma-	φαίνω	φαίνω	v-pppema-	v-pppmma-	
30	,	u--------	,	,	u--------	u--------	
31	καί	c--------	καί	καί	c--------	c--------	
32	λέγω	v--pna---	λέγω3	λέγω	v--pna---	v--pna---	
33	μέν	g--------	μέν	μέν	d--------	g--------	
34	ἅπας	p-p---ma-	ἅπας	ἅπας	a-p---ma-	p-p---ma-	
35	ἀεί	d--------	ἀεί	ἀεί	d--------	d--------	
36	ὁ	l-p---na-	ὁ	ὁ	l-p---na-	l-p---na-	
37	δέω	v-pppana-	δέω2	δέω	v-pppana-	v-pppana-	
38	δοκέω	v-pppama-	δοκέω	δοκέω	v-pppama-	v-pppama-	
39	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
40	κατηγορέω	v-pppama-	κατηγορέω	κατηγορέω	v-pppama-	v-pppama-	
41	Φίλιππος	n-s---mg-	φίλιππος	Φίλιππος	n-s---mg-	n-s---mg-	
42	,	u--------	,	,	u--------	u--------	
43	γίγνομαι	v-sppmna-	γίγνομαι	γίγνομαι	v-sppena-	v-sppmna-	
44	δέ	c--------	δέ	δέ	c--------	c--------	
45	οὐδείς	p-s---na-	οὐδείς	οὐδείς	p-s---nn-	p-s---na-	
46	ὡς	c--------	ὡς	ὡς	d--------	c--------	
47	ἔπος	n-s---na-	ἔπος	ἔπος	n-s---na-	n-s---na-	
48	λέγω	v--ana---	εἶπον	λέγω	v--ana---	v--ana---	DISAGREE
49	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
50	δέω	v-pppang-	δέω	δέω	v-pppang-	v-pppang-	
51	,	u--------	,	,	u--------	u--------	
52							unmatched
53	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
54	ἕνεκα	r--------	ἕνεκα	ἕνεκα	r--------	r--------	
55	οὗτος	p-p---na-	οὗτος	οὗτος	p-p---na-	p-p---na-	
56	ἀκούω	v--pna---	ἀκούω	ἀκούω	v--pna---	v--pna---	
57	ἄξιος	a-s---nn-	ἄξιος	ἄξιος	a-s---nn-	a-s---nn-	
58	·	u--------		·		u--------	glaux_only
59	ἀλλά	c--------	ἀλλά	ἀλλά	d--------	c--------	
60	εἰς	r--------	εἰς	εἰς	r--------	r--------	
61	οὗτος	p-s---na-	οὗτος	οὗτος	p-s---na-	p-s---na-	
62	ἤδη	d--------	ἤδη	ἤδη	d--------	d--------	
63	προάγω	v-prpmnn-	προίστημι	προάγω	v-prpenn-	v-prpmnn-	DISAGREE
64	τυγχάνω	v3spia---	τυγχάνω	τυγχάνω	v3spia---	v3spia---	
