token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
2	θαυμάζω	v1saia---	θαυμάζω	θαυμάζω	v1saia---	v1saia---	
3	τίς	p-p---cd-	τις	τίς	p-p---cd-	p-p---cd-	
4	ποτέ	d--------	ποτέ	ποτέ	d--------	d--------	
5	λόγος	n-p---md-	λόγος	λόγος	n-p---md-	n-p---md-	
6	Ἀθηναῖος	a-p---ma-	ἀθήναιος	Ἀθηναῖος	a-p---ma-	a-p---ma-	
7	πείθω	v3paia---	πείθω	πείθω	v3paia---	v3paia---	
8	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
9	γράφω	v-papmmn-	γράφω	γράφω	v-papmmn-	v-papmmn-	
10	Σωκράτης	n-s---ma-	σωκράτης	Σωκράτης	n-s---ma-	n-s---ma-	
11	ὡς	c--------	ὡς	ὡς	c--------	c--------	
12	ἄξιος	a-s---mn-	ἄξιος	ἄξιος	a-s---mn-	a-s---mn-	
13	εἰμί	v3spoa---	εἰμί	εἰμί	v3spoa---	v3spoa---	
14	θάνατος	n-s---mg-	θάνατος	θάνατος	n-s---mg-	n-s---mg-	
15	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
16	πόλις	n-s---fd-	πόλις	πόλις	n-s---fd-	n-s---fd-	
17	.	u--------	.	.	u--------	u--------	
18	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
19	μέν	g--------	μέν	μέν	d--------	g--------	
20	γάρ	g--------	γάρ	γάρ	d--------	g--------	
21	γραφή	n-s---fn-	γραφή	γραφή	n-s---fn-	n-s---fn-	
22	κατά	r--------	κατά	κατά	r--------	r--------	
23	αὐτός	p-s---mg-	αὐτός	αὐτός	p-s---mg-	p-s---mg-	
24	τοιόσδε	p-s---fn-	τοιόσδε	τοιόσδε	p-s---fn-	p-s---fn-	
25	τις	p-s---cn-	τις	τις	p-s---cn-	p-s---cn-	
26	εἰμί	v3siia---	εἰμί	εἰμί	v3siia---	v3siia---	
27	·	u--------	·	·	u--------	u--------	
28	ἀδικέω	v3spia---	ἀδικέω	ἀδικέω	v3spia---	v3spia---	
29	Σωκράτης	n-s---mn-	σωκράτης	Σωκράτης	n-s---mn-	n-s---mn-	
30	ὅς	p-p---ma-	ὅς	ὅς	p-p---ma-	p-p---ma-	
31	μέν	g--------	μέν	μέν	d--------	g--------	
32	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
33	πόλις	n-s---fn-	πόλις	πόλις	n-s---fn-	n-s---fn-	
34	νομίζω	v3spia---	νομίζω	νομίζω	v3spia---	v3spia---	
35	θεός	n-p---ma-	θεός	θεός	n-p---ma-	n-p---ma-	
36	οὐ	d--------	οὐ	οὐ	d--------	d--------	
37	νομίζω	v-sppamn-	νομίζω	νομίζω	v-sppamn-	v-sppamn-	
38	,	u--------	,	,	u--------	u--------	
39	ἕτερος	a-p---na-	ἕτερος	ἕτερος	a-p---na-	a-p---na-	
40	δέ	b--------	δέ	δέ	c--------	b--------	
41	καινός	a-p---na-	καινός	καινός	a-p---na-	a-p---na-	
42	δαιμόνιον	n-p---na-	δαιμόνιον	δαιμόνιον	n-p---na-	n-p---na-	
43	εἰσφέρω	v-sppamn-	εἰσφέρω	εἰσφέρω	v-sppamn-	v-sppamn-	
44	·	u--------	·	·	u--------	u--------	
45	ἀδικέω	v3spia---	ἀδικέω	ἀδικέω	v3spia---	v3spia---	
46	δέ	b--------	δέ	δέ	d--------	b--------	
47	καί	d--------	καί	καί	d--------	d--------	
48	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
49	νέος	a-p---ma-	νέος	νέος	a-p---ma-	a-p---ma-	
50	διαφθείρω	v-sppamn-	διαφθείρω	διαφθείρω	v-sppamn-	v-sppamn-	
51	.	u--------	.	.	u--------	u--------	
52	πρότερος	a-s---nac	πρῶτος	πρότερος	a-s---na-	a-s---nac	DISAGREE
53	μέν	g--------	μέν	μέν	d--------	g--------	
54	οὖν	g--------	οὖν	οὖν	d--------	g--------	
55	,	u--------	,	,	u--------	u--------	
56	ὡς	c--------	ὡς	ὡς	c--------	c--------	
57	οὐ	d--------	οὐ	οὐ	d--------	d--------	
58	νομίζω	v3siia---	νομίζω	νομίζω	v3siia---	v3siia---	
59	ὅς	p-p---ma-	ὅς	ὅς	p-p---ma-	p-p---ma-	
60	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
61	πόλις	n-s---fn-	πόλις	πόλις	n-s---fn-	n-s---fn-	
62	νομίζω	v3spia---	νομίζω	νομίζω	v3spia---	v3spia---	
63	θεός	n-p---ma-	θεός	θεός	n-p---ma-	n-p---ma-	
64	,	u--------	,	,	u--------	u--------	
65	ποῖος	p-s---nd-	ποῖος	ποῖος	a-s---nd-	p-s---nd-	
66	ποτέ	d--------	ποτέ	ποτέ	d--------	d--------	
67	χράω	v3paim---	χράω2	χράω	v3paim---	v3paim---	
68	τεκμήριον	n-s---nd-	τεκμήριον	τεκμήριον	n-s---nd-	n-s---nd-	
69	;	u--------	;	;	u--------	u--------	
70	θύω	v-sppamn-	θύω	θύω	v-sppamn-	v-sppamn-	
71	τε	b--------	τε	τε	c--------	b--------	
72	γάρ	g--------	γάρ	γάρ	d--------	g--------	
73	φανερός	a-s---mn-	φανερός	φανερός	a-s---mn-	a-s---mn-	
74	εἰμί	v3siia---	εἰμί	εἰμί	v3siia---	v3siia---	
75	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
76	μέν	g--------	μέν	μέν	d--------	g--------	
77	οἴκοι	d--------	οἴκοι	οἴκοι	d--------	d--------	
78	,	u--------	,	,	u--------	u--------	
79	πολλάκις	d--------	πολλάκις	πολλάκις	d--------	d--------	
80	δέ	b--------	δέ	δέ	d--------	b--------	
81	ἐπί	r--------	ἐπί	ἐπί	r--------	r--------	
82	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
83	κοινός	a-p---mg-	κοινός	κοινός	a-p---mg-	a-p---mg-	
84	ὁ	l-s---fg-	ὁ	ὁ	l-s---fg-	l-s---fg-	
85	πόλις	n-s---fg-	πόλις	πόλις	n-s---fg-	n-s---fg-	
86	βωμός	n-p---mg-	βωμός	βωμός	n-p---mg-	n-p---mg-	
