token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ἀκούω	v1saia---	ἀκούω	ἀκούω	v1saia---	v1saia---	
2	δέ	c--------	δέ	δέ	d--------	c--------	
3	ποτέ	d--------	ποτέ	ποτέ	d--------	d--------	
4	αὐτός	p-s---mg-	αὐτός	αὐτός	p-s---mg-	p-s---mg-	
5	καί	c--------	καί	καί	d--------	c--------	
6	περί	r--------	περί	περί	r--------	r--------	
7	οἰκονομία	n-s---fg-	οἰκονομία	οἰκονομία	n-s---fg-	n-s---fg-	
8	τοιόσδε	p-p---na-	τοιόσδε	τοιόσδε	p-p---na-	p-p---na-	
9	διαλέγω	v-sppmmg-	διαλέγω	διαλέγω	v-sppemg-	v-sppmmg-	
10	·	u--------	·	·	u--------	u--------	
11	λέγω	v2sama---	εἶπον	λέγω	v2sama---	v2sama---	DISAGREE
12	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p1s---cd-	p-s---cd-	
13	,	u--------	,	,	u--------	u--------	
14	φημί	v3siia---	φημί	φημί	v3siia---	v3siia---	
15	,	u--------	,	,	u--------	u--------	
16	ὦ	i--------	ὦ	ὦ	i--------	i--------	
17	Κριτόβουλος	n-s---mv-	κριτόβουλος	Κριτόβουλος	n-s---mv-	n-s---mv-	
18	,	u--------	,	,	u--------	u--------	
19	ἆρα	g--------	ἆρα	ἆρα	d--------	g--------	
20	γε	g--------	γε	γε	d--------	g--------	
21	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
22	οἰκονομία	n-s---fn-	οἰκονομία	οἰκονομία	n-s---fn-	n-s---fn-	
23	ἐπιστήμη	n-s---fg-	ἐπιστήμη	ἐπιστήμη	n-s---fg-	n-s---fg-	
24	τις	p-s---cg-	τις	τις	p-s---cg-	p-s---cg-	
25	ὄνομα	n-s---nn-	ὄνομα	ὄνομα	n-s---nn-	n-s---nn-	
26	εἰμί	v3spia---	εἰμί	εἰμί	v3spia---	v3spia---	
27	,	u--------	,	,	u--------	u--------	
28	ὥσπερ	c--------	ὥσπερ	ὥσπερ	c--------	c--------	
29	ὁ	l-s---fn-	ὁ	ὁ	l-s---fn-	l-s---fn-	
