token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1							unmatched
2	ἡγέομαι	v-sppmmn-	ἡγέομαι	ἡγέομαι	v-sppemn-	v-sppmmn-	
3	ἀκριβής	a-s---fa-	ἀκριβής	ἀκριβής	a-s---fa-	a-s---fa-	
4	νῦν	d--------	νῦν	νῦν	d--------	d--------	
5	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
6	δοκιμασία	n-s---fa-	δοκιμασία	δοκιμασία	n-s---fa-	n-s---fa-	
7	αὐτός	p-p---ma-	αὐτός	αὐτός	p-p---ma-	p-p---ma-	
8	διά	r--------	διά	διά	r--------	r--------	
9	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
10	χρόνος	n-s---ma-	χρόνος	χρόνος	n-s---ma-	n-s---ma-	
11	ποιέω	v--fnm---	ποιέω	ποιέω	v--fnm---	v--fnm---	
12	,	u--------	,	,	u--------	u--------	
13	ἐπεί	c--------	ἐπεί	ἐπεί	c--------	c--------	
14	σύνοιδα	v2sria---	σύνοιδα	σύνοιδα	v2sria---	v2sria---	
15	πολύς	a-p---na-	πολύς	πολύς	a-p---na-	a-p---na-	
16	καί	c--------	καί	καί	c--------	c--------	
17	δεινός	a-p---na-	δεινός	δεινός	a-p---na-	a-p---na-	
18	εἰς	r--------	εἰς	εἰς	r--------	r--------	
19	αὐτός	p-p---ma-	αὐτός	αὐτός	p-p---ma-	p-p---ma-	
20	ἐξαμαρτάνω	v-srpamn-	ἐξαμαρτάνω	ἐξαμαρτάνω	v-srpamn-	v-srpamn-	
21	,	u--------	,	,	u--------	u--------	
22	ὅς	p-p---ng-	ὅς	ὅς	p-p---ng-	p-p---ng-	
23	ἐπιλανθάνω	v--rnm---	ἐπιλανθάνομαι	ἐπιλανθάνω	v--rne---	v--rnm---	DISAGREE
24	καί	c--------	καί	καί	c--------	c--------	
25							unmatched
26	ἀναμιμνῄσκω	v--fnp---	ἀναμιμνῄσκω	ἀναμιμνῄσκω	v--fnp---	v--fnp---	
27	ἔνιοι	a-p---ma-	ἔνιοι	ἔνιοι	a-p---ma-	a-p---ma-	
28	αὐτός	p-p---mg-	αὐτός	αὐτός	p-p---mg-	p-p---mg-	
29	νομίζω	v2spia---	νομίζω	νομίζω	v2spia---	v2spia---	
30	.	u--------	.	.	u--------	u--------	
31	ὅς	p-s---na-	ὅς	ὅς	p-s---na-	p-s---na-	
32	δή	g--------	δή	δή	d--------	g--------	
33	ἐγώ	p-s---cn-	ἐγώ	ἐγώ	p1s---mn-	p-s---cn-	
34	καί	c--------	καί	καί	d--------	c--------	
35	ἀγανακτέω	v1spia---	ἀγανακτέω	ἀγανακτέω	v1spia---	v1spia---	
36	,	u--------	,	,	u--------	u--------	
37	εἰ	c--------	εἰ	εἰ	c--------	c--------	
38	οὗτος	p-s---fd-	οὗτος	οὗτος	a-s---fd-	p-s---fd-	
39	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
40	ἐλπίς	n-s---fd-	ἐλπίς	ἐλπίς	n-s---fd-	n-s---fd-	
41	εἰς	r--------	εἰς	εἰς	r--------	r--------	
42	σύ	p-p---ca-	σύ	σύ	p-p---ma-	p-p---ca-	
43	ἥκω	v3spia---	ἥκω	ἥκω	v3spia---	v3spia---	
44	πιστεύω	v-sppamn-	πιστεύω	πιστεύω	v-sppamn-	v-sppamn-	
45	,	u--------	,	,	u--------	u--------	
46	ὥσπερ	c--------	ὥσπερ	ὥσπερ	d--------	c--------	
47	ἄλλος	p-p---mg-	ἄλλος	ἄλλος	p-p---mg-	p-p---mg-	
48	μέν	g--------	μέν	μέν	d--------	g--------	
49	τις	p-p---cg-	τις	τις	p-p---mg-	p-p---cg-	
50	εἰμί	v-pppamg-	εἰμί	εἰμί	v-pppamg-	v-pppamg-	
51	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
52	ἀδικέω	v-prpmmg-	ἀδικέω	ἀδικέω	v-prpemg-	v-prpmmg-	
53	,	u--------	,	,	u--------	u--------	
54	ἕτερος	p-p---mg-	ἕτερος	ἕτερος	a-p---mg-	p-p---mg-	
55	δέ	c--------	δέ	δέ	c--------	c--------	
56	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
57	οὗτος	p-p---na-	οὗτος	οὗτος	p-p---na-	p-p---na-	
58	διαψηφίζω	v-pfpmmg-	διαψηφίζω	διαψηφίζω	v-pppmmg-	v-pfpmmg-	
59	,	u--------	,	,	u--------	u--------	
60	ἀλλά	c--------	ἀλλά	ἀλλά	c--------	c--------	
61	οὐ	d--------	οὐ	οὐ	d--------	d--------	
62	ἀμφότερος	a-p---na-	ἀμφότερος	ἀμφότερος	a-p---na-	a-p---na-	
63	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
64	αὐτός	p-p---mg-	αὐτός	αὐτός	p-p---mg-	p-p---mg-	
65	καί	c--------	καί	καί	d--------	c--------	
66	πάσχω	v-prpamg-	πάσχω	πάσχω	v-prpamg-	v-prpamg-	
67	καί	c--------	καί	καί	c--------	c--------	
68	ἀκούω	v-pfpmmg-	ἀκούω	ἀκούω	v-pfpmfg-	v-pfpmmg-	
69	.	u--------		.		u--------	glaux_only
70	αἴτιος	a-p---mn-	αἴτιος	αἴτιος	a-p---mn-	a-p---mn-	
71	δέ	c--------	δέ	δέ	d--------	c--------	
72	οὗτος	p-p---ng-	οὗτος	οὗτος	p-p---ng-	p-p---ng-	
73	σύ	p-p---cn-	σύ	σύ	p-p---mn-	p-p---cn-	
74	εἰμί	v2ppia---	εἰμί	εἰμί	v2ppia---	v2ppia---	
75	·	u--------	·	·	u--------	u--------	
76	οὐ	d--------	οὐ	οὐ	d--------	d--------	
77	γάρ	g--------	γάρ	γάρ	d--------	g--------	
78	ἐνθυμέομαι	v2ppim---	ἐνθυμέομαι	ἐνθυμέομαι	v2ppme---	v2ppim---	
