token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	τίς	p-s---na-	τίς	τίς	p-s---na-	p-s---na-	
2	ποτέ	d--------	ποτέ	ποτέ	d--------	d--------	
3	διανοέω	v-pappmn-	διανοέω	διανοέω	v-pappmn-	v-pappmn-	
4	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
5	ἀντίδικος	a-p---mn-	ἀντίδικος	ἀντίδικος	a-p---mn-	a-p---mn-	
6	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
7	μέν	g--------	μέν	μέν	d--------	g--------	
8	πρᾶγμα	n-s---ng-	πρᾶγμα	πρᾶγμα	n-s---ng-	n-s---ng-	
9	παραμελέω	v3pria---	παραμελέω	παραμελέω	v3pria---	v3pria---	
10	,	u--------	,	,	u--------	u--------	
11	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
12	δέ	c--------	δέ	δέ	c--------	c--------	
13	τρόπος	n-s---ma-	τρόπος	τρόπος	n-s---ma-	n-s---ma-	
14	ἐγώ	p-s---cg-	ἐγώ	ἐγώ	p-s---mg-	p-s---cg-	
15	ἐπιχειρέω	v3paia---	ἐπιχειρέω	ἐπιχειρέω	v3paia---	v3paia---	
16	διαβάλλω	v--pna---	διαβάλλω	διαβάλλω	v--pna---	v--pna---	
17	;	u--------	;	;	u--------	u--------	
18	πότερος	g--------	πότερον	πότερος	d--------	g--------	DISAGREE
19	ἀγνοέω	v-pppamn-	ἀγνοέω	ἀγνοέω	v-pppamn-	v-pppamn-	
20	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
21	περί	r--------	περί	περί	r--------	r--------	
22	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
23	πρᾶγμα	n-s---ng-	πρᾶγμα	πρᾶγμα	n-s---ng-	n-s---ng-	
24	προσήκω	v3spia---	προσήκω	προσήκω	v3spia---	v3spia---	
25	λέγω	v--pna---	λέγω3	λέγω	v--pna---	v--pna---	
26	;	u--------		;		u--------	glaux_only
27	ἤ	c--------	ἤ1	ἤ	d--------	c--------	
28	ὅδε	p-s---na-	ὅδε	ὅδε	p-s---na-	p-s---na-	
29	μέν	g--------	μέν	μέν	d--------	g--------	
30	ἐπίσταμαι	v3ppim---	ἐπίσταμαι	ἐπίσταμαι	v3ppie---	v3ppim---	
31	,	u--------	,	,	u--------	u--------	
32	ἡγέομαι	v-pppmmn-	ἡγέομαι	ἡγέομαι	v-pppmmn-	v-pppmmn-	
33	δέ	c--------	δέ	δέ	c--------	c--------	
34	λανθάνω	v--fna---	λανθάνω	λανθάνω	v--fna---	v--fna---	
35	περί	r--------	περί	περί	r--------	r--------	
36	πᾶς	p-s---ng-	πᾶς	πᾶς	a-s---ng-	p-s---ng-	
37	πολύς	a-s---mac	πλείων	πολύς	a-s---mac	a-s---mac	DISAGREE
38	λόγος	n-s---ma-	λόγος	λόγος	n-s---ma-	n-s---ma-	
39	ἤ	c--------	ἤ1	ἤ	c--------	c--------	
40	ὁ	l-s---ng-	ὁ	ὁ	l-s---ng-	l-s---ng-	
41	προσήκω	v-sppang-	προσήκω	προσήκω	v-sppang-	v-sppang-	
42	ποιέω	v3ppim---	ποιέω	ποιέω	v3ppie---	v3ppim---	
43	;	u--------		;		u--------	glaux_only
44	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
45	μέν	g--------	μέν	μέν	d--------	g--------	
46	οὐ	d--------	οὐ	οὐ	d--------	d--------	
47	ἐγώ	p-s---cg-	ἐγώ	ἐγώ	p1s---mg-	p-s---cg-	
48	καταφρονέω	v-papamn-	καταφρονέω	καταφρονέω	v-papamn-	v-papamn-	
