token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	οὐ	d--------	οὐ	οὐ	d--------	d--------	
2	ἐγώ	p-s---cd-	ἐγώ	ἐγώ	p-s---md-	p-s---cd-	
3	δοκέω	v3spia---	δοκέω	δοκέω	v3spia---	v3spia---	
4	χρή	v--pna---	χρή	χρή	v--pna---	v--pna---	
5	ὀργίζω	v--pnm---	ὀργίζω	ὀργίζω	v--pne---	v--pnm---	
6	σύ	p-p---ca-	σύ	σύ	p-p---ma-	p-p---ca-	
7	ὁ	l-s---nd-	ὁ	ὁ	l-s---nd-	l-s---nd-	
8	ὄνομα	n-s---nd-	ὄνομα	ὄνομα	n-s---nd-	n-s---nd-	
9	ὁ	l-s---nd-	ὁ	ὁ	l-s---nd-	l-s---nd-	
10	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
11	τετρακόσιοι	m-p---mg-	τετρακόσιοι	τετρακόσιοι	a-p---mg-	m-p---mg-	
12	,	u--------	,	,	u--------	u--------	
13	ἀλλά	c--------	ἀλλά	ἀλλά	c--------	c--------	
14	ὁ	l-p---nd-	ὁ	ὁ	l-p---nd-	l-p---nd-	
15	ἔργον	n-p---nd-	ἔργον	ἔργον	n-p---nd-	n-p---nd-	
16	ἔνιοι	a-p---mg-	ἔνιοι	ἔνιοι	a-p---ng-	a-p---mg-	
17	.	u--------	.	.	u--------	u--------	
18	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
19	μέν	g--------	μέν	μέν	d--------	g--------	
20	γάρ	g--------	γάρ	γάρ	d--------	g--------	
21	ἐπιβουλεύω	v-papamn-	ἐπιβουλεύω	ἐπιβουλεύω	v-papamn-	v-papamn-	
22	εἰμί	v3piia---	εἰμί	εἰμί	v3piia---	v3piia---	
23	αὐτός	p-p---mg-	αὐτός	αὐτός	p-p---mg-	p-p---mg-	
24	,	u--------	,	,	u--------	u--------	
25	ὁ	l-p---mn-	ὁ	ὁ	l-p---mn-	l-p---mn-	
26	δέ	c--------	δέ	δέ	c--------	c--------	
27	ἵνα	c--------	ἵνα	ἵνα	c--------	c--------	
28	μή	d--------	μή	μή	d--------	d--------	
29	τε	d--------	τε		d--------		oga_only
30	ὁ	l-s---fa-	ὁ		l-s---fa-		oga_only
31	πόλις	n-s---fa-	πόλις		n-s---fa-		oga_only
32	μηδείς	p-s---na-	μηδείς		p-s---na-		oga_only
33	κακός	a-s---na-	κακός		a-s---na-		oga_only
34	ἐργάζομαι	v3paom---	ἐργάζομαι		v3paom---		oga_only
35							unmatched
36	σύ	p-p---mg-	σύ		p-p---mg-		oga_only
37	μηδείς	p-s---ma-	μηδείς		p-s---ma-		oga_only
38	,	u--------	,		u--------		oga_only
39	ἀλλά	c--------	ἀλλά		c--------		oga_only
40	εὔνους	a-p---mn-	εὔνους		a-p---mn-		oga_only
41	εἰμί	v-pppamn-	εἰμί		v-pppamn-		oga_only
42	εἰσέρχομαι	v3paia---	εἰσέρχομαι		v3paia---		oga_only
43	εἷς	m-s---mn-	εἰς	εἷς	r--------	m-s---mn-	
44	ὁ	l-s---na-	ὁ		l-s---na-		oga_only
45	βουλευτήριον	n-s---na-	βουλευτήριον		n-s---na-		oga_only
46	,	u--------	,		u--------		oga_only
47	ὅς	p-p---mg-	ὅς		p-p---mg-		oga_only
48	εἷς	n-s---mn-	εἷς		n-s---mn-		oga_only
49	εἰμί	v-sppamn-	εἰμί		v-sppamn-		oga_only
50	οὗτος	a-s---mn-	οὗτος		a-s---mn-		oga_only
51	τυγχάνω	v3spia---	τυγχάνω		v3spia---		oga_only
52	πολύστρατος	n-s---mn-	πολύστρατος		n-s---mn-		oga_only
53	.	u--------	.		u--------		oga_only
54	οὗτος	p-s---mn-	οὗτος	οὗτος	p-s---mn-	p-s---mn-	
55	γάρ	g--------	γάρ	γάρ	d--------	g--------	
56	αἱρέω	v3saip---	αἱρέω	αἱρέω	v3saip---	v3saip---	
57	μέν	g--------	μέν	μέν	d--------	g--------	
58	ὑπό	r--------	ὑπό	ὑπό	r--------	r--------	
59	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
60	φυλέτης	n-p---mg-	φυλέτης	φυλέτης	n-p---mg-	n-p---mg-	
61	ὡς	c--------	ὡς	ὡς	d--------	c--------	
62	χρηστός	a-s---mn-	χρηστός	χρηστός	a-s---mn-	a-s---mn-	
63	εἰμί	v-sppamn-	εἰμί	εἰμί	v-sppamn-	v-sppamn-	
64	ἀνήρ	n-s---mn-	ἀνήρ	ἀνήρ	n-s---mn-	n-s---mn-	
65	καί	c--------	καί	καί	d--------	c--------	
66	περί	r--------	περί	περί	r--------	r--------	
67	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
68	δημότης	n-p---ma-	δημότης	δημότης	n-p---ma-	n-p---ma-	
69	καί	c--------	καί	καί	c--------	c--------	
70	περί	r--------	περί	περί	r--------	r--------	
71	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
72	πλῆθος	n-s---na-	πλῆθος	πλῆθος	n-s---na-	n-s---na-	
73	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
74	ὑμέτερος	a-s---na-	ὑμέτερος	ὑμέτερος	a-s---na-	a-s---na-	
75	·	u--------	·	·	u--------	u--------	
76	κατηγορέω	v3ppia---	κατηγορέω	κατηγορέω	v3ppia---	v3ppia---	
77	δέ	c--------	δέ	δέ	d--------	c--------	
78	αὐτός	p-s---mg-	αὐτός	αὐτός	p-s---mg-	p-s---mg-	
79	ὡς	c--------	ὡς	ὡς	c--------	c--------	
80	οὐ	d--------	οὐ	οὐ	d--------	d--------	
81	εὔνους	a-s---mn-	εὔνους	εὔνους	a-s---mn-	a-s---mn-	
82	εἰμί	v3siia---	εἰμί	εἰμί	v3siia---	v3siia---	
83	ὁ	l-s---nd-	ὁ	ὁ	l-s---nd-	l-s---nd-	
84	πλῆθος	n-s---nd-	πλῆθος	πλῆθος	n-s---nd-	n-s---nd-	
85	ὁ	l-s---nd-	ὁ	ὁ	l-s---nd-	l-s---nd-	
86	ὑμέτερος	a-s---nd-	ὑμέτερος	ὑμέτερος	a-s---nd-	a-s---nd-	
87	,	u--------	,	,	u--------	u--------	
88	αἱρέω	v-sappmn-	αἱρέω	αἱρέω	v-sappmn-	v-sappmn-	
89	ὑπό	r--------	ὑπό	ὑπό	r--------	r--------	
90	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
91	φυλέτης	n-p---mg-	φυλέτης	φυλέτης	n-p---mg-	n-p---mg-	
92	,	u--------	,	,	u--------	u--------	
93	ὅς	p-p---mn-	ὅς	ὅς	p-p---mn-	p-p---mn-	
94	ἀγαθός	a-p---nas	ἄριστος	ἀγαθός	d-------s	a-p---nas	DISAGREE
95	ἄν	g--------	ἄν	ἄν	d--------	g--------	
96	διαγιγνώσκω	v3paoa---	διαγιγνώσκω	διαγιγνώσκω	v3paoa---	v3paoa---	
97	περί	r--------	περί	περί	r--------	r--------	
98	σφεῖς	p-p---cg-	σφεῖς	σφεῖς	p-p---mg-	p-p---cg-	
99	αὐτός	p-p---mg-	αὐτός	αὐτός	a-p---mg-	p-p---mg-	
100	ὁποῖος	p-p---mn-	ὁποῖος	ὁποῖος	a-p---mn-	p-p---mn-	
101	τις	p-p---cn-	τις	τις	p-p---mn-	p-p---cn-	
102	εἰμί	v3ppia---	εἰμί	εἰμί	v3ppia---	v3ppia---	
103	.	u--------	.	.	u--------	u--------	
104	οὗτος	p-s---mn-	οὗτος	οὗτος	p-s---mn-	p-s---mn-	
105	δέ	c--------	δέ	δέ	d--------	c--------	
106	τίς	p-s---ng-	τις	τίς	a-s---fg-	p-s---ng-	
107	ἄν	g--------	ἄν	ἄν	d--------	g--------	
108	ἕνεκα	r--------	ἕνεκα	ἕνεκα	r--------	r--------	
109	ὀλιγαρχία	n-s---fg-	ὀλιγαρχία	ὀλιγαρχία	n-s---fg-	n-s---fg-	
110	ἐπιθυμέω	v3saia---	ἐπιθυμέω	ἐπιθυμέω	v3saia---	v3saia---	
111	;	u--------	;	;	u--------	u--------	
112	πότερος	g--------	πότερον	πότερος	d--------	g--------	DISAGREE
113	ὡς	c--------	ὡς	ὡς	c--------	c--------	
114	ἡλικία	n-s---fa-	ἡλικία	ἡλικία	n-s---fa-	n-s---fa-	
115	ἔχω	v3siia---	ἔχω	ἔχω	v3siia---	v3siia---	
116	λέγω	v-sppamn-	λέγω3	λέγω	v-sppamn-	v-sppamn-	
117	τις	p-s---na-	τις	τις	p-s---na-	p-s---na-	
118	διαπράσσω	v--pnm---	διαπράσσω	διαπράσσω	v--pne---	v--pnm---	
119	παρά	r--------	παρά	παρά	r--------	r--------	
120	σύ	p-p---cd-	σύ	σύ	p-p---md-	p-p---cd-	
121	,	u--------	,	,	u--------	u--------	
122	ἤ	c--------	ἤ1	ἤ	c--------	c--------	
123	ὁ	l-s---nd-	ὁ	ὁ	l-s---nd-	l-s---nd-	
124	σῶμα	n-s---nd-	σῶμα	σῶμα	n-s---nd-	n-s---nd-	
125	πιστεύω	v-sppamn-	πιστεύω	πιστεύω	v-sppamn-	v-sppamn-	
126	,	u--------	,	,	u--------	u--------	
127	ἵνα	c--------	ἵνα	ἵνα	c--------	c--------	
128	ὑβρίζω	v3spoa---	ὑβρίζω	ὑβρίζω	v3spoa---	v3spoa---	
129	εἰς	r--------	εἰς	εἰς	r--------	r--------	
130	ὁ	l-p---mg-	ὁ	ὁ	l-p---ng-	l-p---mg-	
131	ὑμέτερος	a-p---mg-	ὑμέτερος	ὑμέτερος	a-p---ng-	a-p---mg-	
132	τις	p-s---ca-	τις	τις	p-s---ma-	p-s---ca-	
133	;	u--------		;		u--------	glaux_only
134	ἀλλά	c--------	ἀλλά	ἀλλά	d--------	c--------	
135	ὁράω	v2ppma---	ὁράω	ὁράω	v2ppma---	v2ppma---	
136	αὐτός	p-s---mg-	αὐτός	αὐτός	p-s---mg-	p-s---mg-	
137	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
138	ἡλικία	n-s---fa-	ἡλικία	ἡλικία	n-s---fa-	n-s---fa-	
139	,	u--------	,	,	u--------	u--------	
140	ὅς	p-s---fd-	ὅς	ὅς	p-s---fd-	p-s---fd-	
141	καί	c--------	καί	καί	d--------	c--------	
142	ὁ	l-p---ma-	ὁ	ὁ	l-p---ma-	l-p---ma-	
