token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	πολύς	a-s---fa-	πολύς	πολύς	a-s---fa-	a-s---fa-	
2	ἐγώ	p1s---cd-	ἐγώ	ἐγώ	p1s---md-	p1s---cd-	
3	ἀπορία	n-s---fa-	ἀπορία	ἀπορία	n-s---fa-	n-s---fa-	
4	παρέχω	v3spia---	παρέχω	παρέχω	v3spia---	v3spia---	
5	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
6	ἀγών	n-s---mn-	ἀγών	ἀγών	n-s---mn-	n-s---mn-	
7	οὗτος	p-s---mn-	οὗτος	οὗτος	a-s---mn-	p-s---mn-	
8	,	u--------	,	,	u--------	u--------	
9	ὦ	i--------	ὦ	ὦ	i--------	i--------	
10	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
11	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
12	,	u--------	,	,	u--------	u--------	
13	ὅταν	c--------	ὅταν	ὅταν	c--------	c--------	
14	ἐνθυμέομαι	v1sasm---	ἐνθυμέομαι	ἐνθυμέομαι	v1sase---	v1sasm---	
15	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
16	,	u--------	,	,	u--------	u--------	
17	ἐάν	c--------	ἐάν	ἐάν	c--------	c--------	
18	ἐγώ	p1s---cn-	ἐγώ	ἐγώ	p1s---mn-	p1s---cn-	
19	μέν	g--------	μέν	μέν	d--------	g--------	
20	μή	d--------	μή	μή	d--------	d--------	
21	νῦν	d--------	νῦν	νῦν	d--------	d--------	
22	εὖ	d--------	εὖ	εὖ	d--------	d--------	
23	λέγω	v1sasa---	εἶπον	λέγω	v1sasa---	v1sasa---	DISAGREE
24	,	u--------	,	,	u--------	u--------	
25	οὐ	d--------	οὐ	οὐ	d--------	d--------	
26	μόνος	d--------	μόνος	μόνος	a-s---na-	d--------	
27	ἐγώ	p1s---cn-	ἐγώ	ἐγώ	p1s---mn-	p1s---cn-	
28	ἀλλά	b--------	ἀλλά	ἀλλά	c--------	b--------	
29	καί	d--------	καί	καί	d--------	d--------	
30	ὁ	l-s---mn-	ὁ	ὁ	l-s---mn-	l-s---mn-	
31	πατήρ	n-s---mn-	πατήρ	πατήρ	n-s---mn-	n-s---mn-	
32	δοκέω	v3sfia---	δοκέω	δοκέω	v3sfia---	v3sfia---	
33	ἄδικος	a-s---mn-	ἄδικος	ἄδικος	a-s---mn-	a-s---mn-	
34	εἰμί	v--pna---	εἰμί	εἰμί	v--pna---	v--pna---	
35	,	u--------	,	,	u--------	u--------	
36	καί	b--------	καί	καί	c--------	b--------	
37	ὁ	l-p---ng-	ὁ	ὁ	l-p---ng-	l-p---ng-	
38	εἰμί	v-pppang-	εἰμί	εἰμί	v-pppang-	v-pppang-	
39	ἅπας	a-p---ng-	ἅπας	ἅπας	a-p---ng-	a-p---ng-	
40	στερέω	v1sfip---	στερέω	στερέω	v1sfip---	v1sfip---	
41	.	u--------	.	.	u--------	u--------	
42	ἀνάγκη	n-s---fn-	ἀνάγκη	ἀνάγκη	n-s---fn-	n-s---fn-	
43	οὖν	g--------	οὖν	οὖν	d--------	g--------	
44	,	u--------	,	,	u--------	u--------	
45	εἰ	c--------	εἰ	εἰ	c--------	c--------	
46	καί	d--------	καί	καί	d--------	d--------	
47	μή	d--------	μή	μή	d--------	d--------	
48	δεινός	a-s---mn-	δεινός	δεινός	a-s---mn-	a-s---mn-	
49	πρός	r--------	πρός	πρός	r--------	r--------	
50	οὗτος	p-p---na-	οὗτος	οὗτος	p-p---na-	p-p---na-	
51	φύω	v1sria---	φύω	φύω	v1sria---	v1sria---	
52	,	u--------	,	,	u--------	u--------	
53	βοηθέω	v--pna---	βοηθέω	βοηθέω	v--pna---	v--pna---	
54	ὁ	l-s---md-	ὁ	ὁ	l-s---md-	l-s---md-	
55	πατήρ	n-s---md-	πατήρ	πατήρ	n-s---md-	n-s---md-	
56	καί	b--------	καί	καί	c--------	b--------	
57	ἐμαυτοῦ	p-s---md-	ἐμαυτοῦ	ἐμαυτοῦ	p-s---md-	p-s---md-	
58	οὕτως	d--------	οὕτως	οὕτως	d--------	d--------	
59	ὅπως	c--------	ὅπως	ὅπως	c--------	c--------	
60	ἄν	g--------	ἄν	ἄν	d--------	g--------	
61	δύναμαι	v1spsm---	δύναμαι	δύναμαι	v1spse---	v1spsm---	
62	.	u--------	.	.	u--------	u--------	
63	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
64	μέν	g--------	μέν	μέν	d--------	g--------	
65	οὖν	g--------	οὖν	οὖν	d--------	g--------	
66	παρασκευή	n-s---fa-	παρασκευή	παρασκευή	n-s---fa-	n-s---fa-	
67	καί	b--------	καί	καί	c--------	b--------	
68	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
69	προθυμία	n-s---fa-	προθυμία	προθυμία	n-s---fa-	n-s---fa-	
70	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
71	ἐχθρός	a-p---mg-	ἐχθρός	ἐχθρός	n-p---mg-	a-p---mg-	
72	ὁράω	v2ppia---	ὁράω	ὁράω	v2ppia---	v2ppia---	
73	,	u--------	,	,	u--------	u--------	
74	καί	b--------	καί	καί	c--------	b--------	
75	οὐδείς	p-s---na-	οὐδείς	οὐδείς	p-s---na-	p-s---na-	
76	δέω	v3spia---	δεῖ	δέω	v3siia---	v3spia---	DISAGREE
77	περί	r--------	περί	περί	r--------	r--------	
