0059	001	2a	-	101672549	-	τί	-	-	-	p-s---nn-	-	τίς
0059	001	2a	-	101672550	-	νεώτερον	-	-	-	a-s---nn-	-	νεώτερος
0059	001	2a	-	101672551	-	,	-	-	-	u--------	-	,
0059	001	2a	-	101672552	-	ὦ	-	-	-	i--------	-	ὦ
0059	001	2a	-	101672553	-	Σώκρατες	-	-	-	n-s---mv-	-	Σωκράτης
0059	001	2a	-	101672554	-	,	-	-	-	u--------	-	,
0059	001	2a	-	101672555	-	γέγονεν	-	-	-	v3sria---	-	γίγνομαι
0059	001	2a	-	101672556	-	,	-	-	-	u--------	-	,
0059	001	2a	-	101672557	-	ὅτι	-	-	-	c--------	-	ὅτι
0059	001	2a	-	101672558	-	σὺ	-	-	-	p2s---cn-	-	σύ
0059	001	2a	-	101672559	-	τὰς	-	-	-	l-p---fa-	-	ὁ
0059	001	2a	-	101672560	-	ἐν	-	-	-	r--------	-	ἐν
0059	001	2a	-	101672561	-	Λυκείῳ	-	-	-	n-s---nd-	-	Λύκειον
0059	001	2a	-	101672562	-	καταλιπὼν	-	-	-	v-sapamn-	-	καταλείπω
0059	001	2a	-	101672563	-	διατριβὰς	-	-	-	n-p---fa-	-	διατριβή
0059	001	2a	-	101672564	-	ἐνθάδε	-	-	-	d--------	-	ἐνθάδε
0059	001	2a	-	101672565	-	νῦν	-	-	-	d--------	-	νῦν
0059	001	2a	-	101672566	-	διατρίβεις	-	-	-	v2spia---	-	διατρίβω
0059	001	2a	-	101672567	-	περὶ	-	-	-	r--------	-	περί
0059	001	2a	-	101672568	-	τὴν	-	-	-	l-s---fa-	-	ὁ
0059	001	2a	-	101672569	-	τοῦ	-	-	-	l-s---mg-	-	ὁ
0059	001	2a	-	101672570	-	βασιλέως	-	-	-	n-s---mg-	-	βασιλεύς
0059	001	2a	-	101672571	-	στοάν	-	-	-	n-s---fa-	-	στοά
0059	001	2a	-	101672572	-	;	-	-	-	u--------	-	;
0059	001	2a	-	101672573	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2a	-	101672574	-	γάρ	-	-	-	g--------	-	γάρ
0059	001	2a	-	101672575	-	που	-	-	-	g--------	-	που
0059	001	2a	-	101672576	-	καὶ	-	-	-	d--------	-	καί
0059	001	2a	-	101672577	-	σοί	-	-	-	p2s---cd-	-	σύ
0059	001	2a	-	101672578	-	γε	-	-	-	d--------	-	γε
0059	001	2a	-	101672579	-	δίκη	-	-	-	n-s---fn-	-	δίκη
0059	001	2a	-	101672580	-	τις	-	-	-	p-s---cn-	-	τις
0059	001	2a	-	101672581	-	οὖσα	-	-	-	v-sppafn-	-	εἰμί
0059	001	2a	-	101672582	-	τυγχάνει	-	-	-	v3spia---	-	τυγχάνω
0059	001	2a	-	101672583	-	πρὸς	-	-	-	r--------	-	πρός
0059	001	2a	-	101672584	-	τὸν	-	-	-	l-s---ma-	-	ὁ
0059	001	2a	-	101672585	-	βασιλέα	-	-	-	n-s---ma-	-	βασιλεύς
0059	001	2a	-	101672586	-	ὥσπερ	-	-	-	c--------	-	ὥσπερ
0059	001	2a	-	101672587	-	ἐμοί	-	-	-	p1s---cd-	-	ἐγώ
0059	001	2a	-	101672588	-	.	-	-	-	u--------	-	.
0059	001	2a	-	101672589	-	οὔτοι	-	-	-	d--------	-	οὔτοι
0059	001	2a	-	101672590	-	δὴ	-	-	-	g--------	-	δή
0059	001	2a	-	101672591	-	Ἀθηναῖοί	-	-	-	a-p---mn-	-	Ἀθηναῖος
0059	001	2a	-	101672592	-	γε	-	-	-	d--------	-	γε
0059	001	2a	-	101672593	-	,	-	-	-	u--------	-	,
0059	001	2a	-	101672594	-	ὦ	-	-	-	i--------	-	ὦ
0059	001	2a	-	101672595	-	Εὐθύφρων	-	-	-	n-s---mv-	-	Εὐθύφρων
0059	001	2a	-	101672596	-	,	-	-	-	u--------	-	,
0059	001	2a	-	101672597	-	δίκην	-	-	-	n-s---fa-	-	δίκη
0059	001	2a	-	101672598	-	αὐτὴν	-	-	-	p-s---fa-	-	αὐτός
0059	001	2a	-	101672599	-	καλοῦσιν	-	-	-	v3ppia---	-	καλέω
0059	001	2a	-	101672600	-	ἀλλὰ	-	-	-	b--------	-	ἀλλά
0059	001	2a	-	101672601	-	γραφήν	-	-	-	n-s---fa-	-	γραφή
0059	001	2a	-	101672602	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672603	-	τί	-	-	-	p-s---na-	-	τίς
0059	001	2b	-	101672604	-	φῄς	-	-	-	v2spia---	-	φημί
0059	001	2b	-	101672605	-	;	-	-	-	u--------	-	;
0059	001	2b	-	101672606	-	γραφὴν	-	-	-	n-s---fa-	-	γραφή
0059	001	2b	-	101672607	-	σέ	-	-	-	p2s---ca-	-	σύ
0059	001	2b	-	101672608	-	τις	-	-	-	p-s---cn-	-	τις
0059	001	2b	-	101672609	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672610	-	ὡς	-	-	-	c--------	-	ὡς
0059	001	2b	-	101672611	-	ἔοικε	-	-	-	v3sria---	-	ἔοικα
0059	001	2b	-	101672612	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672613	-	γέγραπται	-	-	-	v3srim---	-	γράφω
0059	001	2b	-	101672614	-	·	-	-	-	u--------	-	·
0059	001	2b	-	101672615	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2b	-	101672616	-	γὰρ	-	-	-	g--------	-	γάρ
0059	001	2b	-	101672617	-	ἐκεῖνό	-	-	-	p-s---na-	-	ἐκεῖνος
0059	001	2b	-	101672618	-	γε	-	-	-	d--------	-	γε
0059	001	2b	-	101672619	-	καταγνώσομαι	-	-	-	v1sfim---	-	καταγιγνώσκω
0059	001	2b	-	101672620	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672621	-	ὡς	-	-	-	c--------	-	ὡς
0059	001	2b	-	101672622	-	σὺ	-	-	-	p2s---cn-	-	σύ
0059	001	2b	-	101672623	-	ἕτερον	-	-	-	a-s---ma-	-	ἕτερος
0059	001	2b	-	101672624	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672625	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2b	-	101672626	-	γὰρ	-	-	-	g--------	-	γάρ
0059	001	2b	-	101672627	-	οὖν	-	-	-	g--------	-	οὖν
0059	001	2b	-	101672628	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672629	-	ἀλλὰ	-	-	-	b--------	-	ἀλλά
0059	001	2b	-	101672630	-	σὲ	-	-	-	p2s---ca-	-	σύ
0059	001	2b	-	101672631	-	ἄλλος	-	-	-	p-s---mn-	-	ἄλλος
0059	001	2b	-	101672632	-	;	-	-	-	u--------	-	;
0059	001	2b	-	101672633	-	πάνυ	-	-	-	d--------	-	πάνυ
0059	001	2b	-	101672634	-	γε	-	-	-	d--------	-	γε
0059	001	2b	-	101672635	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672636	-	τίς	-	-	-	p-s---cn-	-	τίς
0059	001	2b	-	101672637	-	οὗτος	-	-	-	p-s---mn-	-	οὗτος
0059	001	2b	-	101672638	-	;	-	-	-	u--------	-	;
0059	001	2b	-	101672639	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2b	-	101672640	-	-δ’	-	-	-	b--------	-	δέ
0059	001	2b	-	101672641	-	αὐτὸς	-	-	-	p-s---mn-	-	αὐτός
0059	001	2b	-	101672642	-	πάνυ	-	-	-	d--------	-	πάνυ
0059	001	2b	-	101672643	-	τι	-	-	-	p-s---na-	-	τις
0059	001	2b	-	101672644	-	γιγνώσκω	-	-	-	v1spia---	-	γιγνώσκω
0059	001	2b	-	101672645	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672646	-	ὦ	-	-	-	i--------	-	ὦ
0059	001	2b	-	101672647	-	Εὐθύφρων	-	-	-	n-s---mv-	-	Εὐθύφρων
0059	001	2b	-	101672648	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672649	-	τὸν	-	-	-	l-s---ma-	-	ὁ
0059	001	2b	-	101672650	-	ἄνδρα	-	-	-	n-s---ma-	-	ἀνήρ
0059	001	2b	-	101672651	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672652	-	νέος	-	-	-	a-s---mn-	-	νέος
0059	001	2b	-	101672653	-	γάρ	-	-	-	g--------	-	γάρ
0059	001	2b	-	101672654	-	τίς	-	-	-	p-s---cn-	-	τίς
0059	001	2b	-	101672655	-	μοι	-	-	-	p1s---cn-	-	ἐγώ
0059	001	2b	-	101672656	-	φαίνεται	-	-	-	v3spim---	-	φαίνω
0059	001	2b	-	101672657	-	καὶ	-	-	-	b--------	-	καί
0059	001	2b	-	101672658	-	ἀγνώς	-	-	-	n-s---mn-	-	ἀγνώς
0059	001	2b	-	101672659	-	·	-	-	-	u--------	-	·
0059	001	2b	-	101672660	-	ὀνομάζουσι	-	-	-	v3ppia---	-	ὀνομάζω
0059	001	2b	-	101672661	-	μέντοι	-	-	-	g--------	-	μέντοι
0059	001	2b	-	101672662	-	αὐτόν	-	-	-	p-s---ma-	-	αὐτός
0059	001	2b	-	101672663	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672664	-	ὡς	-	-	-	c--------	-	ὡς
0059	001	2b	-	101672665	-	ἐγω-	-	-	-	p1s---cn-	-	ἐγώ
0059	001	2b	-	101672666	-	ἐγᾦμαι	-	-	-	v1spim---	-	οἴομαι
0059	001	2b	-	101672667	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672668	-	Μέλητον	-	-	-	n-s---ma-	-	Μέλητος
0059	001	2b	-	101672669	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672670	-	ἔστι	-	-	-	v3spia---	-	εἰμί
0059	001	2b	-	101672671	-	δὲ	-	-	-	b--------	-	δέ
0059	001	2b	-	101672672	-	τῶν	-	-	-	l-p---mg-	-	ὁ
0059	001	2b	-	101672673	-	δήμων	-	-	-	n-p---mg-	-	δῆμος
0059	001	2b	-	101672674	-	Πιτθεύς	-	-	-	n-s---mn-	-	Πιτθεύς
0059	001	2b	-	101672675	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672676	-	εἴ	-	-	-	c--------	-	εἰ
0059	001	2b	-	101672677	-	τινα	-	-	-	p-s---ca-	-	τις
0059	001	2b	-	101672678	-	νῷ	-	-	-	n-s---md-	-	νόος
0059	001	2b	-	101672679	-	ἔχεις	-	-	-	v2spia---	-	ἔχω
0059	001	2b	-	101672680	-	Πιτθέα	-	-	-	n-s---ma-	-	Πιτθεύς
0059	001	2b	-	101672681	-	Μέλητον	-	-	-	n-s---ma-	-	Μέλητος
0059	001	2b	-	101672682	-	οἷον	-	-	-	p-s---ma-	-	οἷος
0059	001	2b	-	101672683	-	τετανότριχα	-	-	-	n-s---ma-	-	τετανόθριξ
0059	001	2b	-	101672684	-	καὶ	-	-	-	b--------	-	καί
0059	001	2b	-	101672685	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2b	-	101672686	-	πάνυ	-	-	-	d--------	-	πάνυ
0059	001	2b	-	101672687	-	εὐγένειον	-	-	-	a-s---ma-	-	εὐγένειος
0059	001	2b	-	101672688	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672689	-	ἐπίγρυπον	-	-	-	a-s---ma-	-	ἐπίγρυπος
0059	001	2b	-	101672690	-	δέ	-	-	-	b--------	-	δέ
0059	001	2b	-	101672691	-	.	-	-	-	u--------	-	.
0059	001	2b	-	101672692	-	οὐκ	-	-	-	d--------	-	οὐ
0059	001	2b	-	101672693	-	ἐννοῶ	-	-	-	v1spia---	-	ἐννοέω
0059	001	2b	-	101672694	-	,	-	-	-	u--------	-	,
0059	001	2b	-	101672695	-	ὦ	-	-	-	i--------	-	ὦ
0059	001	2b	-	101672696	-	Σώκρατες	-	-	-	n-s---mv-	-	Σωκράτης
0059	001	2b	-	101672697	-	·	-	-	-	u--------	-	·
0059	001	2b	-	101672698	-	ἀλλὰ	-	-	-	b--------	-	ἀλλά
0059	001	2b	-	101672699	-	δὴ	-	-	-	g--------	-	δή
0059	001	2b	-	101672700	-	τίνα	-	-	-	p-s---ca-	-	τίς
0059	001	2b	-	101672701	-	γραφήν	-	-	-	n-s---fa-	-	γραφή
0059	001	2c	-	101672702	-	σε	-	-	-	p2s---ca-	-	σύ
0059	001	2c	-	101672703	-	γέγραπται	-	-	-	v3srim---	-	γράφω
0059	001	2c	-	101672704	-	;	-	-	-	u--------	-	;
0059	001	2c	-	101672705	-	ἥντινα	-	-	-	p-s---fa-	-	ὅστις
0059	001	2c	-	101672706	-	;	-	-	-	u--------	-	;
0059	001	2c	-	101672707	-	οὐκ	-	-	-	d--------	-	οὐ
0059	001	2c	-	101672708	-	ἀγεννῆ	-	-	-	a-s---fa-	-	ἀγεννής
0059	001	2c	-	101672709	-	,	-	-	-	u--------	-	,
0059	001	2c	-	101672710	-	ἔμοιγε	-	-	-	p1s---cd-	-	ἐγώ
0059	001	2c	-	101672711	-	δοκεῖ	-	-	-	v3spia---	-	δοκέω
0059	001	2c	-	101672712	-	·	-	-	-	u--------	-	·
0059	001	2c	-	101672713	-	τὸ	-	-	-	l-s---nn-	-	ὁ
0059	001	2c	-	101672714	-	γὰρ	-	-	-	g--------	-	γάρ
0059	001	2c	-	101672715	-	νέον	-	-	-	a-s---ma-	-	νέος
0059	001	2c	-	101672716	-	ὄντα	-	-	-	v-sppama-	-	εἰμί
0059	001	2c	-	101672717	-	τοσοῦτον	-	-	-	p-s---na-	-	τοσοῦτος
0059	001	2c	-	101672718	-	πρᾶγμα	-	-	-	n-s---na-	-	πρᾶγμα
0059	001	2c	-	101672719	-	ἐγνωκέναι	-	-	-	v--rna---	-	γιγνώσκω
0059	001	2c	-	101672720	-	οὐ	-	-	-	d--------	-	οὐ
0059	001	2c	-	101672721	-	φαῦλόν	-	-	-	a-s---na-	-	φαῦλος
0059	001	2c	-	101672722	-	ἐστιν	-	-	-	v3spia---	-	εἰμί
0059	001	2c	-	101672723	-	.	-	-	-	u--------	-	.
0059	001	2c	-	101672724	-	ἐκεῖνος	-	-	-	p-s---mn-	-	ἐκεῖνος
0059	001	2c	-	101672725	-	γάρ	-	-	-	g--------	-	γάρ
0059	001	2c	-	101672726	-	,	-	-	-	u--------	-	,
0059	001	2c	-	101672727	-	ὥς	-	-	-	c--------	-	ὡς
0059	001	2c	-	101672728	-	φησιν	-	-	-	v3spia---	-	φημί
0059	001	2c	-	101672729	-	,	-	-	-	u--------	-	,
0059	001	2c	-	101672730	-	οἶδε	-	-	-	v3sria---	-	οἶδα
0059	001	2c	-	101672731	-	τίνα	-	-	-	p-s---ca-	-	τίς
0059	001	2c	-	101672732	-	τρόπον	-	-	-	n-s---ma-	-	τρόπος
0059	001	2c	-	101672733	-	οἱ	-	-	-	l-p---mn-	-	ὁ
0059	001	2c	-	101672734	-	νέοι	-	-	-	a-p---mn-	-	νέος
0059	001	2c	-	101672735	-	διαφθείρονται	-	-	-	v3ppim---	-	διαφθείρω
0059	001	2c	-	101672736	-	καὶ	-	-	-	b--------	-	καί
0059	001	2c	-	101672737	-	τίνες	-	-	-	p-p---cn-	-	τίς
0059	001	2c	-	101672738	-	οἱ	-	-	-	l-p---mn-	-	ὁ
0059	001	2c	-	101672739	-	διαφθείροντες	-	-	-	v-pppamn-	-	διαφθείρω
0059	001	2c	-	101672740	-	αὐτούς	-	-	-	p-p---ma-	-	αὐτός
0059	001	2c	-	101672741	-	.	-	-	-	u--------	-	.
0059	001	2c	-	101672742	-	καὶ	-	-	-	b--------	-	καί
0059	001	2c	-	101672743	-	κινδυνεύει	-	-	-	v3spia---	-	κινδυνεύω
0059	001	2c	-	101672744	-	σοφός	-	-	-	a-s---mn-	-	σοφός
0059	001	2c	-	101672745	-	τις	-	-	-	p-s---cn-	-	τις
