token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ἐν	r--------	ἐν	ἐν	r--------	r--------	
2	πολύς	a-p---nd-	πολύς	πολύς	a-p---nd-	a-p---nd-	
3	μέν	g--------	μέν	μέν	d--------	g--------	
4	,	u--------	,	,	u--------	u--------	
5	ὦ	i--------	ὦ	ὦ	i--------	i--------	
6	Δημόνικος	n-s---mv-	δημόνικος	Δημόνικος	n-s---mv-	n-s---mv-	
7	,	u--------	,	,	u--------	u--------	
8	πολύς	a-s---na-	πολύς	πολύς	a-s---na-	a-s---na-	
9	διΐστημι	v-prpafa-	διίστημι	διΐστημι	v-prpafa-	v-prpafa-	
10	εὑρίσκω	v1pfia---	εὑρίσκω	εὑρίσκω	v1pfia---	v1pfia---	
11	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
12	τε	c--------	τε	τε	d--------	c--------	
13	ὁ	l-p---mg-	ὁ	ὁ	l-p---ng-	l-p---mg-	
14	σπουδαῖος	a-p---mg-	σπουδαῖος	σπουδαῖος	a-p---ng-	a-p---mg-	
15	γνώμη	n-p---fa-	γνώμη	γνώμη	n-p---fa-	n-p---fa-	
16	καί	c--------	καί	καί	c--------	c--------	
17	ὁ	l-p---fa-	ὁ	ὁ	l-p---fa-	l-p---fa-	
18	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
19	φαῦλος	a-p---mg-	φαῦλος	φαῦλος	a-p---mg-	a-p---mg-	
20	διάνοια	n-p---fa-	διάνοια	διάνοια	n-p---fa-	n-p---fa-	
21	·	u--------	·	·	u--------	u--------	
22	πολύς	a-s---na-	πολύς	πολύς	a-s---na-	a-s---na-	
23	δέ	c--------	δέ	δέ	d--------	c--------	
24	μέγας	a-s---fas	μέγας	μέγας	a-s---fas	a-s---fas	
25	διαφορά	n-s---fa-	διαφορά	διαφορά	n-s---fa-	n-s---fa-	
26	λαμβάνω	v3pria---	λαμβάνω	λαμβάνω	v3pria---	v3pria---	
27	ἐν	r--------	ἐν	ἐν	r--------	r--------	
28	ὁ	l-p---fd-	ὁ	ὁ	l-p---fd-	l-p---fd-	
29	πρός	r--------	πρός	πρός	r--------	r--------	
30	ἀλλήλων	p-p---ma-	ἀλλήλων	ἀλλήλων	p-p---ma-	p-p---ma-	
31	συνήθεια	n-p---fd-	συνήθεια	συνήθεια	n-p---fd-	n-p---fd-	
32	·	u--------	·	·	u--------	u--------	
