1.1.1	1	Θουκυδίδης
1.1.1	2	Ἀθηναῖος
1.1.1	3	ξυνέγραψε
1.1.1	4	τὸν
1.1.1	5	πόλεμον
1.1.1	6	τῶν
1.1.1	7	Πελοποννησίων
1.1.1	8	καὶ
1.1.1	9	Ἀθηναίων
1.1.1	10	,
1.1.1	11	ὡς
1.1.1	12	ἐπολέμησαν
1.1.1	13	πρὸς
1.1.1	14	ἀλλήλους
1.1.1	15	,
1.1.1	16	ἀρξάμενος
1.1.1	17	εὐθὺς
1.1.1	18	καθισταμένου
1.1.1	19	καὶ
1.1.1	20	ἐλπίσας
1.1.1	21	μέγαν
1.1.1	22	τε
1.1.1	23	ἔσεσθαι
1.1.1	24	καὶ
1.1.1	25	ἀξιολογώτατον
1.1.1	26	τῶν
1.1.1	27	προγεγενημένων
1.1.1	28	,
1.1.1	29	τεκμαιρόμενος
1.1.1	30	ὅτι
1.1.1	31	ἀκμάζοντές
1.1.1	32	τε
1.1.1	33	ᾖσαν
1.1.1	34	ἐς
1.1.1	35	αὐτὸν
1.1.1	36	ἀμφότεροι
1.1.1	37	παρασκευῇ
1.1.1	38	τῇ
1.1.1	39	πάσῃ
1.1.1	40	καὶ
1.1.1	41	τὸ
1.1.1	42	ἄλλο
1.1.1	43	Ἑλληνικὸν
1.1.1	44	ὁρῶν
1.1.1	45	ξυνιστάμενον
1.1.1	46	πρὸς
1.1.1	47	ἑκατέρους
1.1.1	48	,
1.1.1	49	τὸ
1.1.1	50	μὲν
1.1.1	51	εὐθύς
1.1.1	52	,
1.1.1	53	τὸ
1.1.1	54	δὲ
1.1.1	55	καὶ
1.1.1	56	διανοούμενον
1.1.1	57	.
1.1.2	1	κίνησις
1.1.2	2	γὰρ
1.1.2	3	αὕτη
1.1.2	4	μεγίστη
1.1.2	5	δὴ
1.1.2	6	τοῖς
1.1.2	7	Ἕλλησιν
1.1.2	8	ἐγένετο
1.1.2	9	καὶ
1.1.2	10	μέρει
1.1.2	11	τινὶ
1.1.2	12	τῶν
1.1.2	13	βαρβάρων
1.1.2	14	,
1.1.2	15	ὡς
1.1.2	16	δὲ
1.1.2	17	εἰπεῖν
1.1.2	18	καὶ
1.1.2	19	ἐπὶ
1.1.2	20	πλεῖστον
1.1.2	21	ἀνθρώπων
1.1.2	22	.
1.1.3	1	τὰ
1.1.3	2	γὰρ
1.1.3	3	πρὸ
1.1.3	4	αὐτῶν
1.1.3	5	καὶ
1.1.3	6	τὰ
1.1.3	7	ἔτι
1.1.3	8	παλαίτερα
1.1.3	9	σαφῶς
1.1.3	10	μὲν
1.1.3	11	εὑρεῖν
1.1.3	12	διὰ
1.1.3	13	χρόνου
1.1.3	14	πλῆθος
1.1.3	15	ἀδύνατα
1.1.3	16	ἦν
1.1.3	17	,
1.1.3	18	ἐκ
1.1.3	19	δὲ
1.1.3	20	τεκμηρίων
1.1.3	21	ὧν
1.1.3	22	ἐπὶ
1.1.3	23	μακρότατον
1.1.3	24	σκοποῦντί
1.1.3	25	μοι
1.1.3	26	πιστεῦσαι
1.1.3	27	ξυμβαίνει
1.1.3	28	οὐ
1.1.3	29	μεγάλα
1.1.3	30	νομίζω
1.1.3	31	γενέσθαι
1.1.3	32	οὔ
1.1.3	33	τε
1.1.3	34	κατὰ
1.1.3	35	τοὺς
1.1.3	36	πολέμους
1.1.3	37	οὔ
1.1.3	38	τε
1.1.3	39	ἐς
1.1.3	40	τὰ
1.1.3	41	ἄλλα
1.1.3	42	.
1.2.1	1	φαίνεται
1.2.1	2	γὰρ
1.2.1	3	ἡ
1.2.1	4	νῦν
1.2.1	5	Ἑλλὰς
1.2.1	6	καλουμένη
1.2.1	7	οὐ
1.2.1	8	πάλαι
1.2.1	9	βεβαίως
1.2.1	10	οἰκουμένη
1.2.1	11	,
1.2.1	12	ἀλλὰ
1.2.1	13	μεταναστάσεις
1.2.1	14	τε
1.2.1	15	οὖσαι
1.2.1	16	τὰ
1.2.1	17	πρότερα
1.2.1	18	καὶ
1.2.1	19	ῥᾳδίως
1.2.1	20	ἕκαστοι
1.2.1	21	τὴν
1.2.1	22	ἑαυτῶν
1.2.1	23	ἀπολείποντες
1.2.1	24	βιαζόμενοι
1.2.1	25	ὑπό
1.2.1	26	τινων
1.2.1	27	αἰεὶ
1.2.1	28	πλειόνων
1.2.1	29	.
1.2.2	1	τῆς
1.2.2	2	γὰρ
1.2.2	3	ἐμπορίας
1.2.2	4	οὐκ
1.2.2	5	οὔσης
1.2.2	6	,
1.2.2	7	οὐ
1.2.2	8	δ’
1.2.2	9	ἐπιμειγνύντες
1.2.2	10	ἀδεῶς
1.2.2	11	ἀλλήλοις
1.2.2	12	οὔ
1.2.2	13	τε
1.2.2	14	κατὰ
1.2.2	15	γῆν
1.2.2	16	οὔ
1.2.2	17	τε
1.2.2	18	διὰ
1.2.2	19	θαλάσσης
1.2.2	20	,
1.2.2	21	νεμόμενοί
1.2.2	22	τε
1.2.2	23	τὰ
1.2.2	24	αὑτῶν
1.2.2	25	ἕκαστοι
1.2.2	26	ὅσον
1.2.2	27	ἀποζῆν
1.2.2	28	καὶ
1.2.2	29	περιουσίαν
1.2.2	30	χρημάτων
1.2.2	31	οὐκ
1.2.2	32	ἔχοντες
1.2.2	33	οὐ
1.2.2	34	δὲ
1.2.2	35	γῆν
1.2.2	36	φυτεύοντες
1.2.2	37	,
1.2.2	38	ἄδηλον
1.2.2	39	ὂν
1.2.2	40	ὁπότε
1.2.2	41	τις
1.2.2	42	ἐπελθὼν
1.2.2	43	καὶ
1.2.2	44	ἀτειχίστων
1.2.2	45	ἅμα
1.2.2	46	ὄντων
1.2.2	47	ἄλλος
1.2.2	48	ἀφαιρήσεται
1.2.2	49	,
1.2.2	50	τῆς
1.2.2	51	τε
1.2.2	52	καθ’
1.2.2	53	ἡμέραν
1.2.2	54	ἀναγκαίου
1.2.2	55	τροφῆς
1.2.2	56	πανταχοῦ
1.2.2	57	ἂν
1.2.2	58	ἡγούμενοι
1.2.2	59	ἐπικρατεῖν
1.2.2	60	,
1.2.2	61	οὐ
1.2.2	62	χαλεπῶς
1.2.2	63	ἀπανίσταντο
1.2.2	64	,
1.2.2	65	καὶ
1.2.2	66	δι’
1.2.2	67	αὐτὸ
1.2.2	68	οὔ
1.2.2	69	τε
1.2.2	70	μεγέθει
1.2.2	71	πόλεων
1.2.2	72	ἴσχυον
1.2.2	73	οὔ
1.2.2	74	τε
1.2.2	75	τῇ
1.2.2	76	ἄλλῃ
1.2.2	77	παρασκευῇ
1.2.2	78	.
1.2.3	1	μάλιστα
1.2.3	2	δὲ
1.2.3	3	τῆς
1.2.3	4	γῆς
1.2.3	5	ἡ
1.2.3	6	ἀρίστη
1.2.3	7	αἰεὶ
1.2.3	8	τὰς
1.2.3	9	μεταβολὰς
1.2.3	10	τῶν
1.2.3	11	οἰκητόρων
1.2.3	12	εἶχεν
1.2.3	13	,
1.2.3	14	ἥ
1.2.3	15	τε
1.2.3	16	νῦν
1.2.3	17	Θεσσαλία
1.2.3	18	καλουμένη
1.2.3	19	καὶ
1.2.3	20	Βοιωτία
1.2.3	21	Πελοποννήσου
1.2.3	22	τε
1.2.3	23	τὰ
1.2.3	24	πολλὰ
1.2.3	25	πλὴν
1.2.3	26	Ἀρκαδίας
1.2.3	27	,
1.2.3	28	τῆς
1.2.3	29	τε
1.2.3	30	ἄλλης
1.2.3	31	ὅσα
1.2.3	32	ἦν
1.2.3	33	κράτιστα
1.2.3	34	.
1.2.4	1	διὰ
1.2.4	2	γὰρ
1.2.4	3	ἀρετὴν
1.2.4	4	γῆς
1.2.4	5	αἵ
1.2.4	6	τε
1.2.4	7	δυνάμεις
1.2.4	8	τισὶ
1.2.4	9	μείζους
1.2.4	10	ἐγγιγνόμεναι
1.2.4	11	στάσεις
1.2.4	12	ἐνεποίουν
1.2.4	13	ἐξ
1.2.4	14	ὧν
1.2.4	15	ἐφθείροντο
1.2.4	16	,
1.2.4	17	καὶ
1.2.4	18	ἅμα
1.2.4	19	ὑπὸ
1.2.4	20	ἀλλοφύλων
1.2.4	21	μᾶλλον
1.2.4	22	ἐπεβουλεύοντο
1.2.4	23	.
1.2.5	1	τὴν
1.2.5	2	γοῦν
1.2.5	3	Ἀττικὴν
1.2.5	4	ἐκ
1.2.5	5	τοῦ
1.2.5	6	ἐπὶ
1.2.5	7	πλεῖστον
1.2.5	8	διὰ
1.2.5	9	τὸ
1.2.5	10	λεπτόγεων
1.2.5	11	ἀστασίαστον
1.2.5	12	οὖσαν
1.2.5	13	ἄνθρωποι
1.2.5	14	ᾤκουν
1.2.5	15	οἱ
1.2.5	16	αὐτοὶ
1.2.5	17	αἰεί
1.2.5	18	.
1.2.6	1	καὶ
1.2.6	2	παράδειγμα
1.2.6	3	τόδε
1.2.6	4	τοῦ
1.2.6	5	λόγου
1.2.6	6	οὐκ
1.2.6	7	ἐλάχιστόν
1.2.6	8	ἐστι
1.2.6	9	διὰ
1.2.6	10	τὰς
1.2.6	11	μετοικίας
1.2.6	12	ἐς
1.2.6	13	τὰ
1.2.6	14	ἄλλα
1.2.6	15	μὴ
1.2.6	16	ὁμοίως
1.2.6	17	αὐξηθῆναι
1.2.6	18	·
1.2.6	19	ἐκ
1.2.6	20	γὰρ
1.2.6	21	τῆς
1.2.6	22	ἄλλης
1.2.6	23	Ἑλλάδος
1.2.6	24	οἱ
1.2.6	25	πολέμῳ
1.2.6	26	ἢ
1.2.6	27	στάσει
1.2.6	28	ἐκπίπτοντες
1.2.6	29	παρ᾽
1.2.6	30	Ἀθηναίους
1.2.6	31	οἱ
1.2.6	32	δυνατώτατοι
1.2.6	33	ὡς
1.2.6	34	βέβαιον
1.2.6	35	ὂν
1.2.6	36	ἀνεχώρουν
1.2.6	37	,
1.2.6	38	καὶ
1.2.6	39	πολῖται
1.2.6	40	γιγνόμενοι
1.2.6	41	εὐθὺς
1.2.6	42	ἀπὸ
1.2.6	43	παλαιοῦ
1.2.6	44	μείζω
1.2.6	45	ἔτι
1.2.6	46	ἐποίησαν
1.2.6	47	πλήθει
1.2.6	48	ἀνθρώπων
1.2.6	49	τὴν
1.2.6	50	πόλιν
1.2.6	51	,
1.2.6	52	ὥστε
1.2.6	53	καὶ
1.2.6	54	ἐς
1.2.6	55	Ἰωνίαν
1.2.6	56	ὕστερον
1.2.6	57	ὡς
1.2.6	58	οὐχ
1.2.6	59	ἱκανῆς
1.2.6	60	οὔσης
1.2.6	61	τῆς
1.2.6	62	Ἀττικῆς
1.2.6	63	ἀποικίας
1.2.6	64	ἐξέπεμψαν
1.2.6	65	.
1.3.1	1	δηλοῖ
1.3.1	2	δέ
1.3.1	3	μοι
1.3.1	4	καὶ
1.3.1	5	τόδε
1.3.1	6	τῶν
1.3.1	7	παλαιῶν
1.3.1	8	ἀσθένειαν
1.3.1	9	οὐχ
1.3.1	10	ἥκιστα
1.3.1	11	·
1.3.1	12	πρὸ
1.3.1	13	γὰρ
1.3.1	14	τῶν
1.3.1	15	Τρωικῶν
1.3.1	16	οὐδὲν
1.3.1	17	φαίνεται
1.3.1	18	πρότερον
1.3.1	19	κοινῇ
1.3.1	20	ἐργασαμένη
1.3.1	21	ἡ
1.3.1	22	Ἑλλάς
1.3.1	23	·
1.3.2	1	δοκεῖ
1.3.2	2	δέ
1.3.2	3	μοι
1.3.2	4	,
1.3.2	5	οὐ
1.3.2	6	δὲ
1.3.2	7	τ
1.3.2	8	οὔνομα
1.3.2	9	τοῦτο
1.3.2	10	ξύμπασά
1.3.2	11	πω
1.3.2	12	εἶχεν
1.3.2	13	,
1.3.2	14	ἀλλὰ
1.3.2	15	τὰ
1.3.2	16	μὲν
1.3.2	17	πρὸ
1.3.2	18	Ἕλληνος
1.3.2	19	τοῦ
1.3.2	20	Δευκαλίωνος
1.3.2	21	καὶ
1.3.2	22	πάνυ
1.3.2	23	οὐ
1.3.2	24	δὲ
1.3.2	25	εἶναι
1.3.2	26	ἡ
1.3.2	27	ἐπίκλησις
1.3.2	28	αὕτη
1.3.2	29	,
1.3.2	30	κατὰ
1.3.2	31	ἔθνη
1.3.2	32	δὲ
1.3.2	33	ἄλλα
1.3.2	34	τε
1.3.2	35	καὶ
1.3.2	36	τὸ
1.3.2	37	Πελασγικὸν
1.3.2	38	ἐπὶ
1.3.2	39	πλεῖστον
1.3.2	40	ἀφ’
1.3.2	41	ἑαυτῶν
1.3.2	42	τὴν
1.3.2	43	ἐπωνυμίαν
1.3.2	44	παρέχεσθαι
1.3.2	45	,
1.3.2	46	Ἕλληνος
1.3.2	47	δὲ
1.3.2	48	καὶ
1.3.2	49	τῶν
1.3.2	50	παίδων
1.3.2	51	αὐτοῦ
1.3.2	52	ἐν
1.3.2	53	τῇ
1.3.2	54	Φθιώτιδι
1.3.2	55	ἰσχυσάντων
1.3.2	56	,
1.3.2	57	καὶ
1.3.2	58	ἐπαγομένων
1.3.2	59	αὐτοὺς
1.3.2	60	ἐπ’
1.3.2	61	ὠφελίᾳ
1.3.2	62	ἐς
1.3.2	63	τὰς
1.3.2	64	ἄλλας
1.3.2	65	πόλεις
1.3.2	66	,
1.3.2	67	καθ’
1.3.2	68	ἑκάστους
1.3.2	69	μὲν
1.3.2	70	ἤδη
1.3.2	71	τῇ
1.3.2	72	ὁμιλίᾳ
1.3.2	73	μᾶλλον
1.3.2	74	καλεῖσθαι
1.3.2	75	Ἕλληνας
1.3.2	76	,
1.3.2	77	οὐ
1.3.2	78	μέντοι
1.3.2	79	πολλοῦ
1.3.2	80	γε
1.3.2	81	χρόνου
1.3.2	82	[
1.3.2	83	ἐδύνατο
1.3.2	84	]
1.3.2	85	καὶ
1.3.2	86	ἅπασιν
1.3.2	87	ἐκνικῆσαι
1.3.2	88	.
1.3.3	1	τεκμηριοῖ
1.3.3	2	δὲ
1.3.3	3	μάλιστα
1.3.3	4	Ὅμηρος
1.3.3	5	·
1.3.3	6	πολλῷ
1.3.3	7	γὰρ
1.3.3	8	ὕστερον
1.3.3	9	ἔτι
1.3.3	10	καὶ
1.3.3	11	τῶν
1.3.3	12	Τρωικῶν
