1.3.3	13	γενόμενος
1.3.3	14	οὐδαμοῦ
1.3.3	15	τοὺς
1.3.3	16	ξύμπαντας
1.3.3	17	ὠνόμασεν
1.3.3	18	,
1.3.3	19	οὐ
1.3.3	20	δ’
1.3.3	21	ἄλλους
1.3.3	22	ἢ
1.3.3	23	τοὺς
1.3.3	24	μετ’
1.3.3	25	Ἀχιλλέως
1.3.3	26	ἐκ
1.3.3	27	τῆς
1.3.3	28	Φθιώτιδος
1.3.3	29	,
1.3.3	30	οἵπερ
1.3.3	31	καὶ
1.3.3	32	πρῶτοι
1.3.3	33	Ἕλληνες
1.3.3	34	ἦσαν
1.3.3	35	,
1.3.3	36	Δαναοὺς
1.3.3	37	δὲ
1.3.3	38	ἐν
1.3.3	39	τοῖς
1.3.3	40	ἔπεσι
1.3.3	41	καὶ
1.3.3	42	Ἀργείους
1.3.3	43	καὶ
1.3.3	44	Ἀχαιοὺς
1.3.3	45	ἀνακαλεῖ
1.3.3	46	.
1.3.3	47	οὐ
1.3.3	48	μὴν
1.3.3	49	οὐ
1.3.3	50	δὲ
1.3.3	51	βαρβάρους
1.3.3	52	εἴρηκε
1.3.3	53	διὰ
1.3.3	54	τὸ
1.3.3	55	μη
1.3.3	56	δὲ
1.3.3	57	Ἕλληνάς
1.3.3	58	πω
1.3.3	59	,
1.3.3	60	ὡς
1.3.3	61	ἐμοὶ
1.3.3	62	δοκεῖ
1.3.3	63	,
1.3.3	64	ἀντίπαλον
1.3.3	65	ἐς
1.3.3	66	ἓν
1.3.3	67	ὄνομα
1.3.3	68	ἀποκεκρίσθαι
1.3.3	69	.
1.3.4	1	οἱ
1.3.4	2	δ’
1.3.4	3	οὖν
1.3.4	4	ὡς
1.3.4	5	ἕκαστοι
1.3.4	6	Ἕλληνες
1.3.4	7	κατὰ
1.3.4	8	πόλεις
1.3.4	9	τε
1.3.4	10	ὅσοι
1.3.4	11	ἀλλήλων
1.3.4	12	ξυνίεσαν
1.3.4	13	καὶ
1.3.4	14	ξύμπαντες
1.3.4	15	ὕστερον
1.3.4	16	κληθέντες
1.3.4	17	οὐδὲν
1.3.4	18	πρὸ
1.3.4	19	τῶν
1.3.4	20	Τρωικῶν
1.3.4	21	δι’
1.3.4	22	ἀσθένειαν
1.3.4	23	καὶ
1.3.4	24	ἀμειξίαν
1.3.4	25	ἀλλήλων
1.3.4	26	ἁθρόοι
1.3.4	27	ἔπραξαν
1.3.4	28	.
1.3.4	29	ἀλλὰ
1.3.4	30	καὶ
1.3.4	31	ταύτην
1.3.4	32	τὴν
1.3.4	33	στρατείαν
1.3.4	34	θαλάσσῃ
1.3.4	35	ἤδη
1.3.4	36	πλείω
1.3.4	37	χρώμενοι
1.3.4	38	ξυνεξῆλθον
1.3.4	39	.
1.4.1	1	Μίνως
1.4.1	2	γὰρ
1.4.1	3	παλαίτατος
1.4.1	4	ὧν
1.4.1	5	ἀκοῇ
1.4.1	6	ἴσμεν
1.4.1	7	ναυτικὸν
1.4.1	8	ἐκτήσατο
1.4.1	9	καὶ
1.4.1	10	τῆς
1.4.1	11	νῦν
1.4.1	12	Ἑλληνικῆς
1.4.1	13	θαλάσσης
1.4.1	14	ἐπὶ
1.4.1	15	πλεῖστον
1.4.1	16	ἐκράτησε
1.4.1	17	καὶ
1.4.1	18	τῶν
1.4.1	19	Κυκλάδων
1.4.1	20	νήσων
1.4.1	21	ἦρξέ
1.4.1	22	τε
1.4.1	23	καὶ
1.4.1	24	οἰκιστὴς
1.4.1	25	πρῶτος
1.4.1	26	τῶν
1.4.1	27	πλείστων
1.4.1	28	ἐγένετο
1.4.1	29	,
1.4.1	30	Κᾶρας
1.4.1	31	ἐξελάσας
1.4.1	32	καὶ
1.4.1	33	τοὺς
1.4.1	34	ἑαυτοῦ
1.4.1	35	παῖδας
1.4.1	36	ἡγεμόνας
1.4.1	37	ἐγκαταστήσας
1.4.1	38	·
1.4.1	39	τό
1.4.1	40	τε
1.4.1	41	λῃστικόν
1.4.1	42	,
1.4.1	43	ὡς
1.4.1	44	εἰκός
1.4.1	45	,
1.4.1	46	καθῄρει
1.4.1	47	ἐκ
1.4.1	48	τῆς
1.4.1	49	θαλάσσης
1.4.1	50	ἐφ’
1.4.1	51	ὅσον
1.4.1	52	ἐδύνατο
1.4.1	53	,
1.4.1	54	τοῦ
1.4.1	55	τὰς
1.4.1	56	προσόδους
1.4.1	57	μᾶλλον
1.4.1	58	ἰέναι
1.4.1	59	αὐτῷ
1.4.1	60	.
1.5.1	1	οἱ
1.5.1	2	γὰρ
1.5.1	3	Ἕλληνες
1.5.1	4	τὸ
1.5.1	5	πάλαι
1.5.1	6	καὶ
1.5.1	7	τῶν
1.5.1	8	βαρβάρων
1.5.1	9	οἵ
1.5.1	10	τε
1.5.1	11	ἐν
1.5.1	12	τῇ
1.5.1	13	ἠπείρῳ
1.5.1	14	παραθαλάσσιοι
1.5.1	15	καὶ
1.5.1	16	ὅσοι
1.5.1	17	νήσους
1.5.1	18	εἶχον
1.5.1	19	,
1.5.1	20	ἐπειδὴ
1.5.1	21	ἤρξαντο
1.5.1	22	μᾶλλον
1.5.1	23	περαιοῦσθαι
1.5.1	24	ναυσὶν
1.5.1	25	ἐπ’
1.5.1	26	ἀλλήλους
1.5.1	27	,
1.5.1	28	ἐτράποντο
1.5.1	29	πρὸς
1.5.1	30	λῃστείαν
1.5.1	31	,
1.5.1	32	ἡγουμένων
1.5.1	33	ἀνδρῶν
1.5.1	34	οὐ
1.5.1	35	τῶν
1.5.1	36	ἀδυνατωτάτων
1.5.1	37	κέρδους
1.5.1	38	τοῦ
1.5.1	39	σφετέρου
1.5.1	40	αὐτῶν
1.5.1	41	ἕνεκα
1.5.1	42	καὶ
1.5.1	43	τοῖς
1.5.1	44	ἀσθενέσι
1.5.1	45	τροφῆς
1.5.1	46	,
1.5.1	47	καὶ
1.5.1	48	προσπίπτοντες
1.5.1	49	πόλεσιν
1.5.1	50	ἀτειχίστοις
1.5.1	51	καὶ
1.5.1	52	κατὰ
1.5.1	53	κώμας
1.5.1	54	οἰκουμέναις
1.5.1	55	ἥρπαζον
1.5.1	56	καὶ
1.5.1	57	τὸν
1.5.1	58	πλεῖστον
1.5.1	59	τοῦ
1.5.1	60	βίου
1.5.1	61	ἐντεῦθεν
1.5.1	62	ἐποιοῦντο
1.5.1	63	,
1.5.1	64	οὐκ
1.5.1	65	ἔχοντός
1.5.1	66	πω
1.5.1	67	αἰσχύνην
1.5.1	68	τούτου
1.5.1	69	τοῦ
1.5.1	70	ἔργου
1.5.1	71	,
1.5.1	72	φέροντος
1.5.1	73	δέ
1.5.1	74	τι
1.5.1	75	καὶ
1.5.1	76	δόξης
1.5.1	77	μᾶλλον
1.5.1	78	·
1.5.2	1	δηλοῦσι
1.5.2	2	δὲ
1.5.2	3	τῶν
1.5.2	4	τε
1.5.2	5	ἠπειρωτῶν
1.5.2	6	τινὲς
1.5.2	7	ἔτι
1.5.2	8	καὶ
1.5.2	9	νῦν
1.5.2	10	,
1.5.2	11	οἷς
1.5.2	12	κόσμος
1.5.2	13	καλῶς
1.5.2	14	τοῦτο
1.5.2	15	δρᾶν
1.5.2	16	,
1.5.2	17	καὶ
1.5.2	18	οἱ
1.5.2	19	παλαιοὶ
1.5.2	20	τῶν
1.5.2	21	ποιητῶν
1.5.2	22	τὰς
1.5.2	23	πύστεις
1.5.2	24	τῶν
1.5.2	25	καταπλεόντων
1.5.2	26	πανταχοῦ
1.5.2	27	ὁμοίως
1.5.2	28	ἐρωτῶντες
1.5.2	29	εἰ
1.5.2	30	λῃσταί
1.5.2	31	εἰσιν
1.5.2	32	,
1.5.2	33	ὡς
1.5.2	34	οὔ
1.5.2	35	τε
1.5.2	36	ὧν
1.5.2	37	πυνθάνονται
1.5.2	38	ἀπαξιούντων
1.5.2	39	τὸ
1.5.2	40	ἔργον
1.5.2	41	,
1.5.2	42	οἷς
1.5.2	43	τε
1.5.2	44	ἐπιμελὲς
1.5.2	45	εἴη
1.5.2	46	εἰδέναι
1.5.2	47	οὐκ
1.5.2	48	ὀνειδιζόντων
1.5.2	49	.
1.5.3	1	ἐλῄζοντο
1.5.3	2	δὲ
1.5.3	3	καὶ
1.5.3	4	κατ’
1.5.3	5	ἤπειρον
1.5.3	6	ἀλλήλους
1.5.3	7	.
1.5.3	8	καὶ
1.5.3	9	μέχρι
1.5.3	10	τοῦδε
1.5.3	11	πολλὰ
1.5.3	12	τῆς
1.5.3	13	Ἑλλάδος
1.5.3	14	τῷ
1.5.3	15	παλαιῷ
1.5.3	16	τρόπῳ
1.5.3	17	νέμεται
1.5.3	18	περί
1.5.3	19	τε
1.5.3	20	Λοκροὺς
1.5.3	21	τοὺς
1.5.3	22	Ὀζόλας
1.5.3	23	καὶ
1.5.3	24	Αἰτωλοὺς
1.5.3	25	καὶ
1.5.3	26	Ἀκαρνᾶνας
1.5.3	27	καὶ
1.5.3	28	τὴν
1.5.3	29	ταύτῃ
1.5.3	30	ἤπειρον
1.5.3	31	.
1.5.3	32	τό
1.5.3	33	τε
1.5.3	34	σιδηροφορεῖσθαι
1.5.3	35	τούτοις
1.5.3	36	τοῖς
1.5.3	37	ἠπειρώταις
1.5.3	38	ἀπὸ
1.5.3	39	τῆς
1.5.3	40	παλαιᾶς
1.5.3	41	λῃστείας
1.5.3	42	ἐμμεμένηκεν
1.5.3	43	·
1.6.1	1	πᾶσα
1.6.1	2	γὰρ
1.6.1	3	ἡ
1.6.1	4	Ἑλλὰς
1.6.1	5	ἐσιδηροφόρει
1.6.1	6	διὰ
1.6.1	7	τὰς
1.6.1	8	ἀφάρκτους
1.6.1	9	τε
1.6.1	10	οἰκήσεις
1.6.1	11	καὶ
1.6.1	12	οὐκ
1.6.1	13	ἀσφαλεῖς
1.6.1	14	παρ᾽
1.6.1	15	ἀλλήλους
1.6.1	16	ἐφόδους
1.6.1	17	,
1.6.1	18	καὶ
1.6.1	19	ξυνήθη
1.6.1	20	τὴν
1.6.1	21	δίαιταν
1.6.1	22	μεθ’
1.6.1	23	ὅπλων
1.6.1	24	ἐποιήσαντο
1.6.1	25	ὥσπερ
1.6.1	26	οἱ
1.6.1	27	βάρβαροι
1.6.1	28	.
1.6.2	1	σημεῖον
1.6.2	2	δ’
1.6.2	3	ἐστὶ
1.6.2	4	ταῦτα
1.6.2	5	τῆς
1.6.2	6	Ἑλλάδος
1.6.2	7	ἔτι
1.6.2	8	οὕτω
1.6.2	9	νεμόμενα
1.6.2	10	τῶν
1.6.2	11	ποτὲ
1.6.2	12	καὶ
1.6.2	13	ἐς
1.6.2	14	πάντας
1.6.2	15	ὁμοίων
1.6.2	16	διαιτημάτων
1.6.2	17	.
1.6.3	1	ἐν
1.6.3	2	τοῖς
1.6.3	3	πρῶτοι
1.6.3	4	δὲ
1.6.3	5	Ἀθηναῖοι
1.6.3	6	τόν
1.6.3	7	τε
1.6.3	8	σίδηρον
1.6.3	9	κατέθεντο
1.6.3	10	καὶ
1.6.3	11	ἀνειμένῃ
1.6.3	12	τῇ
1.6.3	13	διαίτῃ
1.6.3	14	ἐς
1.6.3	15	τὸ
1.6.3	16	τρυφερώτερον
1.6.3	17	μετέστησαν
1.6.3	18	.
1.6.3	19	καὶ
1.6.3	20	οἱ
1.6.3	21	πρεσβύτεροι
1.6.3	22	αὐτοῖς
1.6.3	23	τῶν
1.6.3	24	εὐδαιμόνων
1.6.3	25	διὰ
1.6.3	26	τὸ
1.6.3	27	ἁβροδίαιτον
1.6.3	28	οὐ
1.6.3	29	πολὺς
1.6.3	30	χρόνος
1.6.3	31	ἐπειδὴ
1.6.3	32	χιτῶνάς
1.6.3	33	τε
1.6.3	34	λινοῦς
1.6.3	35	ἐπαύσαντο
1.6.3	36	φοροῦντες
1.6.3	37	καὶ
1.6.3	38	χρυσῶν
1.6.3	39	τεττίγων
1.6.3	40	ἐνέρσει
1.6.3	41	κρωβύλον
1.6.3	42	ἀναδούμενοι
1.6.3	43	τῶν
1.6.3	44	ἐν
1.6.3	45	τῇ
1.6.3	46	κεφαλῇ
1.6.3	47	τριχῶν
1.6.3	48	·
1.6.3	49	ἀφ’
1.6.3	50	οὗ
1.6.3	51	καὶ
1.6.3	52	Ἰώνων
1.6.3	53	τοὺς
1.6.3	54	πρεσβυτέρους
1.6.3	55	κατὰ
1.6.3	56	τὸ
1.6.3	57	ξυγγενὲς
1.6.3	58	ἐπὶ
1.6.3	59	πολὺ
1.6.3	60	αὕτη
1.6.3	61	ἡ
1.6.3	62	σκευὴ
1.6.3	63	κατέσχεν
1.6.3	64	.
1.6.4	1	μετρίᾳ
1.6.4	2	δ’
1.6.4	3	αὖ
1.6.4	4	ἐσθῆτι
1.6.4	5	καὶ
1.6.4	6	ἐς
1.6.4	7	τὸν
1.6.4	8	νῦν
1.6.4	9	τρόπον
1.6.4	10	πρῶτοι
1.6.4	11	Λακεδαιμόνιοι
1.6.4	12	ἐχρήσαντο
1.6.4	13	καὶ
1.6.4	14	ἐς
1.6.4	15	τὰ
1.6.4	16	ἄλλα
1.6.4	17	πρὸς
1.6.4	18	τοὺς
1.6.4	19	πολλοὺς
1.6.4	20	οἱ
1.6.4	21	τὰ
1.6.4	22	μείζω
1.6.4	23	κεκτημένοι
1.6.4	24	ἰσοδίαιτοι
1.6.4	25	μάλιστα
1.6.4	26	κατέστησαν
1.6.4	27	.
1.6.5	1	ἐγυμνώθησάν
1.6.5	2	τε
1.6.5	3	πρῶτοι
1.6.5	4	καὶ
1.6.5	5	ἐς
1.6.5	6	τὸ
1.6.5	7	φανερὸν
1.6.5	8	ἀποδύντες
1.6.5	9	λίπα
1.6.5	10	μετὰ
1.6.5	11	τοῦ
