1	1	ἔδησε
1	2	τὸν
1	3	ἵππον
1	4	ἐκ
1	5	τοῦ
1	6	ῥόπτρου
1	7	τοῦ
1	8	ἱεροῦ
1	9	ὡς
1	10	ἀποδιδούς
1	11	,
1	12	τῇ
1	13	δʼ
1	14	ἐπιούσῃ
1	15	ὑφείλετο
1	16	.
1	17	οὗτος
1	18	οὖν
1	19	ὁ
1	20	ταῦτα
1	21	ποιήσας
1	22	θανάτῳ
1	23	τῷ
1	24	ἀλγίστῳ
1	25	ἀπώλετο
1	26	,
1	27	λιμῷ
1	28	·
1	29	πολλῶν
1	30	γὰρ
1	31	καὶ
1	32	ἀγαθῶν
1	33	αὐτῷ
1	34	ἐπὶ
1	35	τὴν
1	36	τράπεζαν
1	37	παρατιθεμένων
1	38	ὄζειν
1	39	ἐδόκει
1	40	τοῦ
1	41	ἄρτου
1	42	καὶ
1	43	τῆς
1	44	μάζης
1	45	κάκιστον
1	46	,
1	47	καὶ
1	48	οὐκ
1	49	ἐδύνατο
1	50	ἐσθίειν
1	51	.
2	1	καὶ
2	2	ταῦτα
2	3	πολλοὶ
2	4	ἡμῶν
2	5	ἤκουον
2	6	τοῦ
2	7	ἱεροφάντου
2	8	λέγοντος
2	9	.
2	10	post
2	11	λέγοντος
2	12	sequuntur
2	13	ὅτι
2	14	Ἀνδοκίδης
2	15	μηνύων
2	16	τοὺς
2	17	αὑτοῦ
2	18	(
2	19	αὐτοῦ
2	20	Χ
2	21	)
2	22	συγγενεῖς
2	23	καὶ
2	24	φίλους
2	25	ἀπώλλυε
2	26	(
2	27	ἀπολλύων
2	28	Χk
2	29	)
2	30	,
2	31	φάσκων
2	32	αὐτοὺς
2	33	συνεργοὺς
2	34	εἶναι
2	35	·
2	36	damnavit
2	37	Reiske
3	1	δίκαιον
3	2	οὖν
3	3	μοι
3	4	δοκεῖ
3	5	εἶναι
3	6	νῦν
3	7	ἐπὶ
3	8	τούτῳ
3	9	τὰ
3	10	τότε
3	11	λεχθέντα
3	12	ἀναμνῆσαι
3	13	,
3	14	καὶ
3	15	μὴ
3	16	μόνον
3	17	τοὺς
3	18	τούτου
3	19	φίλους
3	20	ὑπὸ
3	21	τούτου
3	22	καὶ
3	23	τῶν
3	24	τούτου
3	25	λόγων
3	26	ἀπόλλυσθαι
3	27	,
3	28	ἀλλὰ
3	29	καὶ
3	30	αὐτὸν
3	31	τοῦτον
3	32	ὑφʼ
3	33	ἑτέρου
3	34	.
3	1	ἀδύνατον
3	2	δὲ
3	3	καὶ
3	4	ὑμῖν
3	5	ἐστι
3	6	,
3	7	περὶ
3	8	τοιούτου
3	9	πράγματος
3	10	φέρουσι
3	11	τὴν
3	12	ψῆφον
3	13	,
3	14	ἢ
