1	1	ὁρῶ
1	2	μέν
1	3	,
1	4	ὦ
1	5	ἄνδρες
1	6	Ἀθηναῖοι
1	7	,
1	8	τὰ
1	9	παρόντα
1	10	πράγματα
1	11	πολλὴν
1	12	δυσκολίαν
1	13	ἔχοντα
1	14	καὶ
1	15	ταραχὴν
1	16	οὐ
1	17	μόνον
1	18	τῷ
1	19	πολλὰ
1	20	προεῖσθαι
1	21	καὶ
1	22	μηδὲν
1	23	εἶναι
1	24	προὔργου
1	25	περὶ
1	26	αὐτῶν
1	27	εὖ
1	28	λέγειν
1	29	,
1	30	ἀλλὰ
1	31	καὶ
1	32	περὶ
1	33	τῶν
1	34	ὑπολοίπων
1	35	κατὰ
1	36	τ
1	37	αὐτὰ
1	38	μη
1	39	δὲ
1	40	καθʼ
1	41	ἓν
1	42	τὸ
1	43	συμφέρον
1	44	πάντας
1	45	ἡγεῖσθαι
1	46	,
1	47	ἀλλὰ
1	48	τοῖς
1	49	μὲν
1	50	ὡδί
1	51	,
1	52	τοῖς
1	53	δʼ
1	54	ἑτέρως
1	55	δοκεῖν
1	56	.
2	1	δυσκόλου
2	2	δʼ
2	3	ὄντος
2	4	φύσει
2	5	καὶ
2	6	χαλεποῦ
2	7	τοῦ
2	8	βουλεύεσθαι
2	9	,
2	10	ἔτι
2	11	πολλῷ
2	12	χαλεπώτερον
2	13	ὑμεῖς
2	14	αὐτὸ
2	15	πεποιήκατʼ
2	16	,
2	17	ὦ
2	18	ἄνδρες
2	19	Ἀθηναῖοι
2	20	·
2	21	οἱ
2	22	μὲν
2	23	γὰρ
2	24	ἄλλοι
2	25	πάντες
2	26	ἄνθρωποι
2	27	πρὸ
2	28	τῶν
2	29	πραγμάτων
2	30	εἰώθασι
2	31	χρῆσθαι
2	32	τῷ
2	33	βουλεύεσθαι
2	34	,
2	35	ὑμεῖς
2	36	δὲ
2	37	μετὰ
2	38	τὰ
2	39	πράγματα
2	40	.
2	41	ἐκ
2	42	δὲ
2	43	τούτου
2	44	συμβαίνει
2	45	παρὰ
2	46	πάντα
2	47	τὸν
2	48	χρόνον
2	49	ὃν
2	50	οἶδʼ
2	51	ἐγώ
2	52	,
2	53	τὸν
2	54	μὲν
2	55	οἷς
2	56	ἂν
2	57	ἁμάρτητʼ
2	58	ἐπιτιμῶντα
2	59	εὐδοκιμεῖν
2	60	καὶ
2	61	δοκεῖν
2	62	εὖ
2	63	λέγειν
2	64	,
2	65	τὰ
2	66	δὲ
2	67	πράγματα
2	68	καὶ
2	69	περὶ
2	70	ὧν
2	71	βουλεύεσθʼ
2	72	ἐκφεύγειν
2	73	ὑμᾶς
2	74	.
3	1	οὐ
3	2	μὴν
3	3	ἀλλὰ
3	4	καίπερ
3	5	τούτων
3	6	οὕτως
3	7	ἐχόντων
3	8	οἴομαι
3	9	καὶ
3	10	πεπεικὼς
3	11	ἐμαυτὸν
3	12	ἀνέστηκα
3	13	,
3	14	ἂν
3	15	ἐθελήσητε
3	16	τοῦ
3	17	θορυβεῖν
3	18	καὶ
3	19	φιλονικεῖν
3	20	ἀποστάντες
3	21	ἀκούειν
3	22	,
3	23	ὡς
3	24	ὑπὲρ
3	25	πόλεως
3	26	βουλευομένοις
3	27	καὶ
3	28	τηλικούτων
3	29	πραγμάτων
3	30	προσήκει
3	31	,
3	32	ἕξειν
3	33	καὶ
3	34	λέγειν
3	35	καὶ
3	36	συμβουλεύειν
3	37	διʼ
3	38	ὧν
3	39	καὶ
3	40	τὰ
3	41	παρόντʼ
3	42	ἔσται
3	43	βελτίω
3	44	καὶ
3	45	τὰ
3	46	προειμένα
3	47	σωθήσεται
3	48	.
4	1	ἀκριβῶς
4	2	δʼ
4	3	εἰδώς
4	4	,
4	5	ὦ
4	6	ἄνδρες
4	7	Ἀθηναῖοι
4	8	,
4	9	τὸ
4	10	λέγειν
4	11	περὶ
4	12	ὧν
4	13	αὐτὸς
4	14	εἶπέ
4	15	τις
4	16	καὶ
4	17	περὶ
4	18	αὑτοῦ
4	19	παρʼ
4	20	ὑμῖν
4	21	ἀεὶ
4	22	τῶν
4	23	πάνυ
4	24	λυσιτελούντων
4	25	τοῖς
4	26	τολμῶσιν
4	27	ὄν
4	28	,
4	29	οὕτως
4	30	ἡγοῦμαι
4	31	φορτικὸν
4	32	καὶ
4	33	ἐπαχθὲς
4	34	ὥστε
4	35	ἀνάγκην
4	36	οὖσαν
4	37	ὁρῶν
4	38	ὅμως
4	39	ἀποκνῶ
4	40	.
4	41	νομίζω
4	42	δʼ
4	43	ἄμεινον
4	44	ἂν
4	45	ὑμᾶς
4	46	περὶ
4	47	ὧν
4	48	νῦν
4	49	ἐρῶ
4	50	κρῖναι
4	51	,
4	52	μικρὰ
4	53	τῶν
4	54	πρότερόν
4	55	ποτε
4	56	ῥηθέντων
4	57	ὑπʼ
4	58	ἐμοῦ
4	59	μνημονεύσαντες
4	60	.
5	1	ἐγὼ
5	2	γάρ
5	3	,
5	4	ὦ
5	5	ἄνδρες
5	6	Ἀθηναῖοι
5	7	,
5	8	πρῶτον
5	9	μέν
5	10	,
5	11	ἡνίκʼ
5	12	ἔπειθόν
5	13	τινες
5	14	ὑμᾶς
5	15	,
5	16	τῶν
5	17	ἐν
5	18	Εὐβοίᾳ
5	19	πραγμάτων
5	20	ταραττομένων
5	21	,
5	22	βοηθεῖν
5	23	Πλουτάρχῳ
5	24	καὶ
5	25	πόλεμον
5	26	ἄδοξον
5	27	καὶ
5	28	δαπανηρὸν
5	29	ἄρασθαι
5	30	,
5	31	πρῶτος
5	32	καὶ
5	33	μόνος
5	34	παρελθὼν
5	35	ἀντεῖπον
5	36	,
5	37	καὶ
5	38	μόνον
5	39	οὐ
5	40	διεσπάσθην
5	41	ὑπὸ
5	42	τῶν
5	43	ἐπὶ
5	44	μικροῖς
5	45	λήμμασιν
5	46	πολλὰ
5	47	καὶ
5	48	μεγάλʼ
5	49	ὑμᾶς
5	50	ἁμαρτάνειν
5	51	πεισάντων
5	52	·
5	53	καὶ
5	54	χρόνου
5	55	βραχέος
5	56	διελθόντος
5	57	,
5	58	μετὰ
5	59	τοῦ
5	60	προσοφλεῖν
5	61	αἰσχύνην
5	62	καὶ
5	63	παθεῖν
5	64	οἷα
5	65	τῶν
5	66	ὄντων
5	67	ἀνθρώπων
5	68	οὐδένες
5	69	πώποτε
5	70	πεπόνθασʼ
5	71	ὑπὸ
5	72	τούτων
5	73	οἷς
5	74	ἐβοήθησαν
5	75	,
5	76	πάντες
5	77	ὑμεῖς
5	78	ἔγνωτε
5	79	τήν
5	80	τε
5	81	τῶν
5	82	τότε
5	83	ταῦτα
5	84	πεισάντων
5	85	κακίαν
5	86	καὶ
5	87	τὰ
5	88	βέλτιστʼ
5	89	εἰρηκότʼ
5	90	ἐμέ
5	91	.
6	1	πάλιν
6	2	τοίνυν
6	3	,
6	4	ὦ
6	5	ἄνδρες
6	6	Ἀθηναῖοι
6	7	,
6	8	κατιδὼν
6	9	Νεοπτόλεμον
6	10	τὸν
6	11	ὑποκριτὴν
6	12	τῷ
6	13	μὲν
6	14	τῆς
6	15	τέχνης
6	16	προσχήματι
6	17	τυγχάνοντʼ
6	18	ἀδείας
6	19	,
6	20	κακὰ
6	21	δʼ
6	22	ἐργαζόμενον
6	23	τὰ
6	24	μέγιστα
6	25	τὴν
6	26	πόλιν
6	27	καὶ
6	28	τὰ
6	29	παρʼ
6	30	ὑμῶν
6	31	διοικοῦντα
6	32	Φιλίππῳ
6	33	καὶ
6	34	πρυτανεύοντα
6	35	,
6	36	παρελθὼν
6	37	εἶπον
6	38	εἰς
6	39	ὑμᾶς
6	40	,
6	41	οὐδεμιᾶς
6	42	ἰδίας
6	43	οὔ
6	44	τ’
6	45	ἔχθρας
6	46	οὔ
6	47	τε
6	48	συκοφαντίας
6	49	ἕνεκα
6	50	,
6	51	ὡς
6	52	ἐκ
6	53	τῶν
6	54	μετὰ
6	55	ταῦτʼ
6	56	ἔργων
6	57	γέγονεν
6	58	δῆλον
6	59	.
7	1	καὶ
7	2	οὐκέτʼ
7	3	ἐν
7	4	τούτοις
7	5	αἰτιάσομαι
7	6	τοὺς
7	7	ὑπὲρ
7	8	Νεοπτολέμου
7	9	λέγοντας
7	10	(
7	11	οὐ
7	12	δὲ
7	13	εἷς
7	14	γὰρ
7	15	ἦν
7	16	)
7	17	,
7	18	ἀλλʼ
7	19	αὐτοὺς
7	20	ὑμᾶς
7	21	·
7	22	εἰ
7	23	γὰρ
7	24	ἐν
7	25	Διονύσου
7	26	τραγῳδοὺς
7	27	ἐθεᾶσθε
7	28	,
7	29	ἀλλὰ
7	30	μὴ
7	31	περὶ
7	32	σωτηρίας
7	33	καὶ
7	34	κοινῶν
7	35	πραγμάτων
7	36	ἦν
7	37	ὁ
7	38	λόγος
7	39	,
7	40	οὐκ
7	41	ἂν
7	42	οὕτως
7	43	οὔ
7	44	τ’
7	45	ἐκείνου
7	46	πρὸς
7	47	χάριν
7	48	οὔ
7	49	τ’
7	50	ἐμοῦ
7	51	πρὸς
7	52	ἀπέχθειαν
7	53	ἠκούσατε
7	54	.
8	1	καίτοι
8	2	τοῦτό
8	3	γʼ
8	4	ὑμᾶς
8	5	οἶμαι
8	6	νῦν
8	7	ἅπαντας
8	8	ᾐσθῆσθαι
8	9	,
8	10	ὅτι
8	11	τὴν
8	12	τότʼ
8	13	ἄφιξιν
8	14	εἰς
8	15	τοὺς
8	16	πολεμίους
8	17	ποιησάμενος
8	18	ὑπὲρ
8	19	τοῦ
8	20	τ
8	21	ἀκεῖ
8	22	χρήματʼ
8	23	ὀφειλόμενʼ
8	24	,
8	25	ὡς
8	26	ἔφη
8	27	,
8	28	κομίσας
8	29	δεῦρο
8	30	λῃτουργεῖν
8	31	,
8	32	καὶ
8	33	τούτῳ
8	34	τῷ
8	35	λόγῳ
8	36	πλείστῳ
8	37	χρησάμενος
8	38	,
8	39	ὡς
8	40	δεινὸν
8	41	εἴ
8	42	τις
8	43	ἐγκαλεῖ
8	44	τοῖς
8	45	ἐκεῖθεν
8	46	ἐνθάδε
8	47	τὰς
8	48	εὐπορίας
8	49	ἄγουσιν
8	50	,
8	51	ἐπειδὴ
8	52	διὰ
8	53	τὴν
8	54	εἰρήνην
8	55	ἀδείας
8	56	ἔτυχεν
8	57	,
8	58	ἣν
8	59	ἐνθάδʼ
8	60	ἐκέκτητʼ
8	61	οὐσίαν
8	62	φανεράν
8	63	,
8	64	ταύτην
8	65	ἐξαργυρίσας
8	66	πρὸς
8	67	ἐκεῖνον
8	68	ἀπάγων
8	69	οἴχεται
8	70	.
9	1	δύο
9	2	μὲν
9	3	δὴ
9	4	ταῦθʼ
9	5	ὧν
9	6	προεῖπον
9	7	ἐγὼ
9	8	μαρτυρεῖ
9	9	τοῖς
9	10	γεγενημένοις
9	11	λόγοις
9	12	ὀρθῶς
9	13	καὶ
9	14	δικαίως
9	15	,
9	16	οἷά
9	17	περ
9	18	ἦν
9	19	,
9	20	ἀποφανθένθʼ
9	21	ὑπʼ
9	22	ἐμοῦ
9	23	·
9	24	τὸ
9	25	τρίτον
9	26	δʼ
9	27	,
9	28	ὦ
9	29	ἄνδρες
9	30	Ἀθηναῖοι
9	31	,
9	32	(
9	33	καὶ
9	34	μόνον
9	35	ἓν
9	36	τοῦτʼ
9	37	εἰπὼν
9	38	ἔτι
9	39	καὶ
9	40	δὴ
9	41	περὶ
9	42	ὧν
9	43	παρελήλυθʼ
9	44	ἐρῶ
9	45	,
9	46	)
9	47	ἡνίκα
9	48	τοὺς
9	49	ὅρκους
9	50	τοὺς
9	51	περὶ
9	52	τῆς
9	53	εἰρήνης
9	54	ἀπειληφότες
9	55	ἥκομεν
9	56	οἱ
9	57	πρέσβεις
9	58	,
10	1	τότε
10	2	Θεσπιάς
10	3	τινων
10	4	καὶ
10	5	Πλαταιὰς
10	6	ὑπισχνουμένων
10	7	οἰκισθήσεσθαι
10	8	,
10	9	καὶ
10	10	τοὺς
10	11	μὲν
10	12	Φωκέας
10	13	τὸν
10	14	Φίλιππον
10	15	,
10	16	ἂν
10	17	γένηται
10	18	κύριος
10	19	,
10	20	σώσειν
10	21	,
10	22	τὴν
10	23	δὲ
10	24	Θηβαίων
10	25	πόλιν
10	26	διοικιεῖν
10	27	,
10	28	καὶ
10	29	τὸν
10	30	Ὠρωπὸν
10	31	ὑμῖν
10	32	ὑπάρξειν
10	33	,
10	34	καὶ
10	35	τὴν
10	36	Εὔβοιαν
10	37	ἀντʼ
10	38	Ἀμφιπόλεως
10	39	ἀποδοθήσεσθαι
10	40	,
10	41	καὶ
10	42	τοιαύτας
10	43	ἐλπίδας
10	44	καὶ
10	45	φενακισμούς
10	46	,
10	47	οἷς
10	48	ὑπαχθέντες
10	49	ὑμεῖς
10	50	οὔ
10	51	τε
10	52	συμφόρως
10	53	οὔ
10	54	τ’
10	55	ἴσως
10	56	καλῶς
10	57	προεῖσθε
10	58	Φωκέας
10	59	,
10	60	οὐδὲν
10	61	τούτων
10	62	οὔ
10	63	τ’
10	64	ἐξαπατήσας
10	65	οὔ
10	66	τε
10	67	σιγήσας
10	68	ἐγὼ
10	69	φανήσομαι
10	70	,
10	71	ἀλλὰ
10	72	προειπὼν
10	73	ὑμῖν
10	74	,
10	75	ὡς
10	76	οἶδʼ
10	77	ὅτι
10	78	μνημονεύετε
10	79	,
10	80	ὅτι
10	81	ταῦτʼ
10	82	οὔ
10	83	τ’
10	84	οἶδα
10	85	οὔ
10	86	τε
10	87	προσδοκῶ
10	88	,
10	89	νομίζω
10	90	δὲ
10	91	τὸν
10	92	λέγοντα
10	93	ληρεῖν
10	94	.
11	1	ταῦτα
11	2	τοίνυν
11	3	ἅπανθʼ
11	4	,
11	5	ὅσα
11	6	φαίνομαι
