1	1	οὐ
1	2	δ’
1	3	ἡγούμενος
1	4	ἀκριβῆ
1	5	νῦν
1	6	τὴν
1	7	δοκιμασίαν
1	8	αὐτοὺς
1	9	διὰ
1	10	τὸν
1	11	χρόνον
1	12	ποιήσεσθαι
1	13	,
1	14	ἐπεὶ
1	15	σύνοισθα
1	16	πολλὰ
1	17	καὶ
1	18	δεινὰ
1	19	εἰς
1	20	αὐτοὺς
1	21	ἐξημαρτηκώς
1	22	,
1	23	ὧν
1	24	ἐπιλελῆσθαι
1	25	καὶ
1	26	οὐ
1	27	δ’
1	28	ἀναμνησθήσεσθαι
1	29	ἐνίους
1	30	αὐτῶν
1	31	νομίζεις
1	32	.
1	33	ὃ
1	34	δὴ
1	35	ἔγωγε
1	36	καὶ
1	37	ἀγανακτῶ
1	38	,
1	39	εἰ
1	40	ταύτῃ
1	41	τῇ
1	42	ἐλπίδι
1	43	εἰς
1	44	ὑμᾶς
1	45	ἥκει
1	46	πιστεύων
1	47	,
1	48	ὥσπερ
1	49	ἄλλων
1	50	μέν
1	51	τινων
1	52	ὄντων
1	53	τῶν
1	54	ἠδικημένων
1	55	,
1	56	ἑτέρων
1	57	δὲ
1	58	τῶν
1	59	ταῦτα
1	60	διαψηφιουμένων
1	61	,
1	62	ἀλλʼ
1	63	οὐκ
1	64	ἀμφότερα
1	65	τῶν
1	66	αὐτῶν
1	67	καὶ
1	68	πεπονθότων
1	69	καὶ
1	70	ἀκουσομένων
1	71	.
2	1	αἴτιοι
2	2	δὲ
2	3	τούτων
2	4	ὑμεῖς
2	5	ἐστε
2	6	·
2	7	οὐ
2	8	γὰρ
2	9	ἐνθυμεῖσθε
2	10	ὅτι
2	11	οὗτοι
2	12	μέν
2	13	,
2	14	ὅτε
2	15	ἡ
2	16	πόλις
2	17	ὑπὸ
2	18	τῶντῶν
2	19	del
2	20	.
2	21	Pertz
2	22	.
2	23	Λακεδαιμονίων
2	24	ἤρχετο
2	25	,
2	26	οὐ
2	27	δὲ
2	28	τῆς
2	29	αὐτῆς
2	30	δουλείας
2	31	ὑμῖν
2	32	μεταδοῦναι
2	33	ἠξίωσαν
2	34	,
2	35	ἀλλὰ
2	36	καὶ
2	37	τῆς
2	38	πόλεως
2	39	ἐξήλασαν
2	40	·
2	41	ὑμεῖς
2	42	δʼ
2	43	ἐλευθέραν
2	44	αὐτὴν
2	45	ποιήσαντες
2	46	οὐ
2	47	μόνον
2	48	τῆς
2	49	ἐλευθερίας
2	50	αὐτοῖς
2	51	ἀλλὰ
