1.1.1	1	Δαρείου
1.1.1	2	καὶ
1.1.1	3	Παρυσάτιδος
1.1.1	4	γίγνονται
1.1.1	5	παῖδες
1.1.1	6	δύο
1.1.1	7	,
1.1.1	8	πρεσβύτερος
1.1.1	9	μὲν
1.1.1	10	Ἀρταξέρξης
1.1.1	11	,
1.1.1	12	νεώτερος
1.1.1	13	δὲ
1.1.1	14	Κῦρος
1.1.1	15	·
1.1.1	16	ἐπεὶ
1.1.1	17	δὲ
1.1.1	18	ἠσθένει
1.1.1	19	Δαρεῖος
1.1.1	20	καὶ
1.1.1	21	ὑπώπτευε
1.1.1	22	τελευτὴν
1.1.1	23	τοῦ
1.1.1	24	βίου
1.1.1	25	,
1.1.1	26	ἐβούλετο
1.1.1	27	τὼ
1.1.1	28	παῖδε
1.1.1	29	ἀμφοτέρω
1.1.1	30	παρεῖναι
1.1.1	31	.
1.1.2	1	ὁ
1.1.2	2	μὲν
1.1.2	3	οὖν
1.1.2	4	πρεσβύτερος
1.1.2	5	παρὼν
1.1.2	6	ἐτύγχανε
1.1.2	7	·
1.1.2	8	Κῦρον
1.1.2	9	δὲ
1.1.2	10	μεταπέμπεται
1.1.2	11	ἀπὸ
1.1.2	12	τῆς
1.1.2	13	ἀρχῆς
1.1.2	14	ἧς
1.1.2	15	αὐτὸν
1.1.2	16	σατράπην
1.1.2	17	ἐποίησε
1.1.2	18	,
1.1.2	19	καὶ
1.1.2	20	στρατηγὸν
1.1.2	21	δὲ
1.1.2	22	αὐτὸν
1.1.2	23	ἀπέδειξε
1.1.2	24	πάντων
1.1.2	25	ὅσοι
1.1.2	26	ἐς
1.1.2	27	Καστωλοῦ
1.1.2	28	πεδίον
1.1.2	29	ἁθροίζονται
1.1.2	30	.
1.1.2	31	ἀναβαίνει
1.1.2	32	οὖν
1.1.2	33	ὁ
1.1.2	34	Κῦρος
1.1.2	35	λαβὼν
1.1.2	36	Τισσαφέρνην
1.1.2	37	ὡς
1.1.2	38	φίλον
1.1.2	39	,
1.1.2	40	καὶ
