0014	006	1	-	103036985	-	ὅταν	-	-	-	c--------	-	ὅταν
0014	006	1	-	103036986	-	,	-	-	-	u--------	-	,
0014	006	1	-	103036987	-	ὦ	-	-	-	i--------	-	ὦ
0014	006	1	-	103036988	-	ἄνδρες	-	-	-	n-p---mv-	-	ἀνήρ
0014	006	1	-	103036989	-	Ἀθηναῖοι	-	-	-	a-p---mv-	-	Ἀθηναῖος
0014	006	1	-	103036990	-	,	-	-	-	u--------	-	,
0014	006	1	-	103036991	-	λόγοι	-	-	-	n-p---mn-	-	λόγος
0014	006	1	-	103036992	-	γίγνωνται	-	-	-	v3ppsm---	-	γίγνομαι
0014	006	1	-	103036993	-	περὶ	-	-	-	r--------	-	περί
0014	006	1	-	103036994	-	ὧν	-	-	-	p-p---ng-	-	ὅς
0014	006	1	-	103036995	-	Φίλιππος	-	-	-	n-s---mn-	-	Φίλιππος
0014	006	1	-	103036996	-	πράττει	-	-	-	v3spia---	-	πράσσω
0014	006	1	-	103036997	-	καὶ	-	-	-	c--------	-	καί
0014	006	1	-	103036998	-	βιάζεται	-	-	-	v3spim---	-	βιάζω
0014	006	1	-	103036999	-	παρὰ	-	-	-	r--------	-	παρά
0014	006	1	-	103037000	-	τὴν	-	-	-	l-s---fa-	-	ὁ
0014	006	1	-	103037001	-	εἰρήνην	-	-	-	n-s---fa-	-	εἰρήνη
0014	006	1	-	103037002	-	,	-	-	-	u--------	-	,
0014	006	1	-	103037003	-	ἀεὶ	-	-	-	d--------	-	ἀεί
0014	006	1	-	103037004	-	τοὺς	-	-	-	l-p---ma-	-	ὁ
0014	006	1	-	103037005	-	ὑπὲρ	-	-	-	r--------	-	ὑπέρ
0014	006	1	-	103037006	-	ἡμῶν	-	-	-	p-p---cg-	-	ἐγώ
0014	006	1	-	103037007	-	λόγους	-	-	-	n-p---ma-	-	λόγος
0014	006	1	-	103037008	-	καὶ	-	-	-	c--------	-	καί
0014	006	1	-	103037009	-	δικαίους	-	-	-	a-p---ma-	-	δίκαιος
0014	006	1	-	103037010	-	καὶ	-	-	-	c--------	-	καί
0014	006	1	-	103037011	-	φιλανθρώπους	-	-	-	a-p---ma-	-	φιλάνθρωπος
0014	006	1	-	103037012	-	ὁρῶ	-	-	-	v1spia---	-	ὁράω
0014	006	1	-	103037013	-	φαινομένους	-	-	-	v-pppmma-	-	φαίνω
0014	006	1	-	103037014	-	,	-	-	-	u--------	-	,
0014	006	1	-	103037015	-	καὶ	-	-	-	c--------	-	καί
0014	006	1	-	103037016	-	λέγειν	-	-	-	v--pna---	-	λέγω
0014	006	1	-	103037017	-	μὲν	-	-	-	g--------	-	μέν
0014	006	1	-	103037018	-	ἅπαντας	-	-	-	p-p---ma-	-	ἅπας
0014	006	1	-	103037019	-	ἀεὶ	-	-	-	d--------	-	ἀεί
0014	006	1	-	103037020	-	τὰ	-	-	-	l-p---na-	-	ὁ
0014	006	1	-	103037021	-	δέοντα	-	-	-	v-pppana-	-	δέω
0014	006	1	-	103037022	-	δοκοῦντας	-	-	-	v-pppama-	-	δοκέω
0014	006	1	-	103037023	-	τοὺς	-	-	-	l-p---ma-	-	ὁ
0014	006	1	-	103037024	-	κατηγοροῦντας	-	-	-	v-pppama-	-	κατηγορέω
0014	006	1	-	103037025	-	Φιλίππου	-	-	-	n-s---mg-	-	Φίλιππος
0014	006	1	-	103037026	-	,	-	-	-	u--------	-	,
0014	006	1	-	103037027	-	γιγνόμενον	-	-	-	v-sppmna-	-	γίγνομαι
0014	006	1	-	103037028	-	δ’	-	-	-	c--------	-	δέ
0014	006	1	-	103037029	-	οὐδὲν	-	-	-	p-s---na-	-	οὐδείς
0014	006	1	-	103037030	-	ὡς	-	-	-	c--------	-	ὡς
0014	006	1	-	103037031	-	ἔπος	-	-	-	n-s---na-	-	ἔπος
0014	006	1	-	103037032	-	εἰπεῖν	-	-	-	v--ana---	-	λέγω
0014	006	1	-	103037033	-	τῶν	-	-	-	l-p---ng-	-	ὁ
0014	006	1	-	103037034	-	δεόντων	-	-	-	v-pppang-	-	δέω
0014	006	1	-	103037035	-	,	-	-	-	u--------	-	,
0014	006	1	-	103037036	-	οὐ	-	-	-	d--------	-	οὐ
0014	006	1	-	103037037	-	-δ’	-	-	-	c--------	-	δέ
0014	006	1	-	103037038	-	ὧν	-	-	-	p-p---ng-	-	ὅς
0014	006	1	-	103037039	-	εἵνεκα	-	-	-	r--------	-	ἕνεκα
0014	006	1	-	103037040	-	ταῦτ’	-	-	-	p-p---na-	-	οὗτος
0014	006	1	-	103037041	-	ἀκούειν	-	-	-	v--pna---	-	ἀκούω
0014	006	1	-	103037042	-	ἄξιον	-	-	-	a-s---nn-	-	ἄξιος
0014	006	1	-	103037043	-	·	-	-	-	u--------	-	·
0014	006	1	-	1000053907	-	E	-	-	-	z--------	-	E
0014	006	2	-	103037044	-	ἀλλ’	-	-	-	c--------	-	ἀλλά
0014	006	2	-	103037045	-	εἰς	-	-	-	r--------	-	εἰς
0014	006	2	-	103037046	-	τοῦτ’	-	-	-	p-s---na-	-	οὗτος
0014	006	2	-	103037047	-	ἤδη	-	-	-	d--------	-	ἤδη
0014	006	2	-	103037048	-	προηγμένα	-	-	-	v-prpmnn-	-	προάγω
0014	006	2	-	103037049	-	τυγχάνει	-	-	-	v3spia---	-	τυγχάνω
