token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	Θουκυδίδης	n-s---mn-	θουκυδίδης	Θουκυδίδης	n-s---mn-	n-s---mn-	
2	Ἀθηναῖος	a-s---mn-	ἀθηναῖος	Ἀθηναῖος	a-s---mn-	a-s---mn-	
3	συγγράφω	v3saia---	συγγράφω	συγγράφω	v3saia---	v3saia---	
4	ὁ	l-s---ma-	ὁ	ὁ	l-s---ma-	l-s---ma-	
5	πόλεμος	n-s---ma-	πόλεμος	πόλεμος	n-s---ma-	n-s---ma-	
6	ὁ	l-p---mg-	ὁ	ὁ	l-p---mg-	l-p---mg-	
7	Πελοποννήσιος	a-p---mg-	πελοποννήσιοι	Πελοποννήσιος	n-p---mg-	a-p---mg-	DISAGREE
8	καί	b--------	καί	καί	c--------	b--------	
9	Ἀθηναῖος	a-p---mg-	ἀθήναιος	Ἀθηναῖος	n-p---mg-	a-p---mg-	
10	,	u--------	,	,	u--------	u--------	
11	ὡς	c--------	ὡς	ὡς	c--------	c--------	
12	πολεμέω	v3paia---	πολεμέω	πολεμέω	v3paia---	v3paia---	
13	πρός	r--------	πρός	πρός	r--------	r--------	
14	ἀλλήλων	p-p---ma-	ἀλλήλων	ἀλλήλων	p-p---ma-	p-p---ma-	
15	,	u--------	,	,	u--------	u--------	
16	ἄρχω	v-sapmmn-	ἄρχω	ἄρχω	v-sapmmn-	v-sapmmn-	
17	εὐθύς	d--------	εὐθύς2	εὐθύς	d--------	d--------	
18	καθίστημι	v-sppmng-	καθίστημι	καθίστημι	v-sppemg-	v-sppmng-	
19	καί	b--------	καί	καί	c--------	b--------	
20	ἐλπίζω	v-sapamn-	ἐλπίζω	ἐλπίζω	v-sapamn-	v-sapamn-	
21	μέγας	a-s---ma-	μέγας	μέγας	a-s---ma-	a-s---ma-	
22	τε	b--------	τε	τε	d--------	b--------	
23	εἰμί	v--fnm---	εἰμί	εἰμί	v--fnm---	v--fnm---	
24	καί	b--------	καί	καί	c--------	b--------	
25	ἀξιόλογος	a-s---mas	ἀξιόλογος	ἀξιόλογος	a-s---mas	a-s---mas	
26	ὁ	l-p---mg-	ὁ	ὁ	l-p---ng-	l-p---mg-	
27	προγίγνομαι	v-prpmmg-	προγίγνομαι	προγίγνομαι	v-prpeng-	v-prpmmg-	
28	,	u--------	,	,	u--------	u--------	
29	τεκμαίρομαι	v-sppmmn-	τεκμαίρομαι	τεκμαίρομαι	v-sppemn-	v-sppmmn-	
30	ὅτι	c--------	ὅτι	ὅτι	c--------	c--------	
31	ἀκμάζω	v-pppamn-	ἀκμάζω	ἀκμάζω	v-pppamn-	v-pppamn-	
32	τε	b--------	τε	τε	d--------	b--------	
33	ἔρχομαι	v3piia---	εἶμι	ἔρχομαι	v3piia---	v3piia---	DISAGREE
34	εἰς	r--------	εἰς	εἰς	r--------	r--------	
35	αὐτός	p-s---ma-	αὐτός	αὐτός	p-s---ma-	p-s---ma-	
36	ἀμφότερος	a-p---mn-	ἀμφότερος	ἀμφότερος	a-p---mn-	a-p---mn-	
37	παρασκευή	n-s---fd-	παρασκευή	παρασκευή	n-s---fd-	n-s---fd-	
38	ὁ	l-s---fd-	ὁ	ὁ	l-s---fd-	l-s---fd-	
39	πᾶς	a-s---fd-	πᾶς	πᾶς	a-s---fd-	a-s---fd-	
40	καί	b--------	καί	καί	c--------	b--------	
41	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
42	ἄλλος	p-s---na-	ἄλλος	ἄλλος	a-s---na-	p-s---na-	
43	Ἑλληνικός	a-s---na-	ἑλληνικός	Ἑλληνικός	a-s---na-	a-s---na-	
44	ὁράω	v-sppamn-	ὁράω	ὁράω	v-sppamn-	v-sppamn-	
45	συνίστημι	v-sppmna-	συνίστημι	συνίστημι	v-sppena-	v-sppmna-	
46	πρός	r--------	πρός	πρός	r--------	r--------	
47	ἑκάτερος	a-p---ma-	ἑκάτερος	ἑκάτερος	a-p---ma-	a-p---ma-	
48	,	u--------	,	,	u--------	u--------	
49	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
50	μέν	g--------	μέν	μέν	d--------	g--------	
51	εὐθύς	d--------	εὐθύς	εὐθύς	d--------	d--------	
52	,	u--------	,	,	u--------	u--------	
53	ὁ	l-s---na-	ὁ	ὁ	l-s---na-	l-s---na-	
54	δέ	b--------	δέ	δέ	c--------	b--------	
55	καί	d--------	καί	καί	d--------	d--------	
56	διανοέω	v-sppmna-	διανοέομαι	διανοέω	v-sppena-	v-sppmna-	DISAGREE
57	.	u--------	.	.	u--------	u--------	
58	κίνησις	n-s---fn-	κίνησις	κίνησις	n-s---fn-	n-s---fn-	
59	γάρ	g--------	γάρ	γάρ	d--------	g--------	
60	οὗτος	p-s---fn-	οὗτος	οὗτος	p-s---fn-	p-s---fn-	
61	μέγας	a-s---fn-	μέγας	μέγας	a-s---fns	a-s---fn-	
62	δή	g--------	δή	δή	d--------	g--------	
63	ὁ	l-p---md-	ὁ	ὁ	l-p---md-	l-p---md-	
64	Ἕλλην	n-p---md-	ἕλλην	Ἕλλην	n-p---md-	n-p---md-	
65	γίγνομαι	v3saim---	γίγνομαι	γίγνομαι	v3saim---	v3saim---	
66	καί	b--------	καί	καί	c--------	b--------	
67	μέρος	n-s---nd-	μέρος	μέρος	n-s---nd-	n-s---nd-	
68	τις	p-s---nd-	τις	τις	a-s---nd-	p-s---nd-	
