token_ref	lemma	postag	oga_lemma	glaux_lemma	oga_postag	glaux_postag	notes
1	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
2	μέν	g--------	μέν	μέν	d--------	g--------	
3	ἀσέλγεια	n-s---fa-	ἀσέλγεια	ἀσέλγεια	n-s---fa-	n-s---fa-	
4	,	u--------	,	,	u--------	u--------	
5	ὦ	i--------	ὦ	ὦ	i--------	i--------	
6	ἀνήρ	n-p---mv-	ἀνήρ	ἀνήρ	n-p---mv-	n-p---mv-	
7	δικαστής	n-p---mv-	δικαστής	δικαστής	n-p---mv-	n-p---mv-	
8	,	u--------	,	,	u--------	u--------	
9	καί	c--------	καί	καί	c--------	c--------	
10	ὁ	l-s---fa-	ὁ	ὁ	l-s---fa-	l-s---fa-	
11	ὕβρις	n-s---fa-	ὕβρις	ὕβρις	n-s---fa-	n-s---fa-	
12	,	u--------	,	,	u--------	u--------	
13	ὅς	p-s---fd-	ὅς	ὅς	p-s---fd-	p-s---fd-	
14	πρός	r--------	πρός	πρός	r--------	r--------	
15	ἅπας	p-p---ma-	ἅπας	ἅπας	a-p---ma-	p-p---ma-	
16	ἀεί	d--------	ἀεί	ἀεί	d--------	d--------	
17	χράω	v3spim---	χράομαι	χράω	v3spie---	v3spim---	DISAGREE
18	Μειδίας	n-s---mn-	μειδίας	Μειδίας	n-s---mn-	n-s---mn-	
19	,	u--------	,	,	u--------	u--------	
20	οὐδείς	p-s---ma-	οὐδείς	οὐδείς	p-s---ma-	p-s---ma-	
21							unmatched
22	σύ	p-p---cg-	σύ	σύ	p-p---mg-	p-p---cg-	
23	οὐ	d--------	οὐ	οὐ	d--------	d--------	
24	τε	c--------	τε		c--------		oga_only
25	ὁ	l-p---mg-	ὁ		l-p---mg-		oga_only
26	ἄλλος	a-p---mg-	ἄλλος		a-p---mg-		oga_only
27	πολίτης	n-p---mg-	πολίτης		n-p---mg-		oga_only
28	ἀγνοέω	v--pna---	ἀγνοέω		v--pna---		oga_only
29	οἴομαι	v1spie---	οἴομαι		v1spie---		oga_only
30	.	u--------	.		u--------		oga_only
31	ἐγώ	p1s---mn-	ἐγώ		p1s---mn-		oga_only
32	δέ	d--------	δέ		d--------		oga_only
33	,	u--------	,		u--------		oga_only
34	ὅσπερ	p-s---na-	ὅσπερ		p-s---na-		oga_only
35	ἄν	d--------	ἄν		d--------		oga_only
36	καί	d--------	καί		d--------		oga_only
37	σύ	p-p---mg-	σύ		p-p---mg-		oga_only
38	ἕκαστος	a-s---mn-	ἕκαστος		a-s---mn-		oga_only
39	ὑβρίζω	v-sappmn-	ὑβρίζω		v-sappmn-		oga_only
40	προαιρέω	v3saim---	προαιρέω		v3saim---		oga_only
41	πράσσω	v--ana---	πράσσω		v--ana---		oga_only
42	,	u--------	,		u--------		oga_only
43	οὗτος	p-s---na-	οὗτος		p-s---na-		oga_only
44	καί	c--------	καί	καί	d--------	c--------	
45	αὐτός	a-s---mn-	αὐτός		a-s---mn-		oga_only
46	ποιέω	v1saia---	ποιέω		v1saia---		oga_only
47	,	u--------	,		u--------		oga_only
48	καί	c--------	καί		c--------		oga_only
49							unmatched
50	ἀδικέω	v--pna---	ἀδικέω		v--pna---		oga_only
51	οὗτος	p-s---ma-	οὗτος		p-s---ma-		oga_only
52	περί	r--------	περί		r--------		oga_only
53	ὁ	l-s---fa-	ὁ		l-s---fa-		oga_only
54	ἑορτή	n-s---fa-	ἑορτή		n-s---fa-		oga_only
55	,	u--------	,		u--------		oga_only
56	οὐ	d--------	οὐ		d--------		oga_only
57	μόνος	a-s---na-	μόνος		a-s---na-		oga_only
58	πληγή	n-p---fa-	πληγή		n-p---fa-		oga_only
59	ὑπό	r--------	ὑπό		r--------		oga_only
60	αὐτός	p-s---mg-	αὐτός		p-s---mg-		oga_only
61	λαμβάνω	v-sapamn-	λαμβάνω		v-sapamn-		oga_only
62	ὁ	l-p---nd-	ὁ		l-p---nd-		oga_only
63	διονύσιον	n-p---nd-	διονύσιον		n-p---nd-		oga_only
64	,	u--------	,		u--------		oga_only
65	ἀλλά	c--------	ἀλλά		c--------		oga_only
66	καί	c--------	καί	καί	d--------	c--------	
67	ἄλλος	p-p---na-	ἄλλος		p-p---na-		oga_only
